SubjectID,StimID,CueText,CueQuestion,FreeResponse,RT_ms,TrialIndex
Encode-Decode_Experiment-27-1,2349475,blender,Which description best matches the image?,a man biking to power a blender while a woman smiles an holds the lid,26062,1
Encode-Decode_Experiment-27-1,2347400,wine,Which description best matches the image?,two young men sitting on a couch smelling red wine,17437,2
Encode-Decode_Experiment-27-1,2385851,suitcase,Which description best matches the image?,two men carry very big red suitcades on their backs and shoulders,26853,3
Encode-Decode_Experiment-27-1,2360001,clock,Which description best matches the image?,workers stand on scaffold and raise a big clock,14190,4
Encode-Decode_Experiment-27-1,150472,pizza-slice,Which description best matches the image?,2 women reach for  abig pizza silce on their mouths' The pizza is on a paper plate,29800,5
Encode-Decode_Experiment-27-1,2344622,cat,Which description best matches the image?,theres a black cat lying on a blue blanket with a grey or black keybord next to it,25610,6
Encode-Decode_Experiment-27-1,2370664,donuts,Which description best matches the image?,i dont remember anything,15235,7
Encode-Decode_Experiment-27-1,2347025,umbrella,Which description best matches the image?,a woman is carrying her baby on her back and they both look happy. the baby is holding a pink umbrella,28195,8
Encode-Decode_Experiment-27-1,2412687,dog,Which description best matches the image?,a man is playing with a dog. he-s troqing a red frisbee,14805,9
Encode-Decode_Experiment-27-1,2356125,airport,Which description best matches the image?,"4 members of a cabin crew ( 1 man, 3 women) are in the picture. 2 of the women are moving suitcases to the part of the airport where you wait for the suitcase",167037,10
Encode-Decode_Experiment-27-1,2356991,baseball,Which description best matches the image?,theres 2 men playing baseball. one is sliding on the ground and the other one is t?UNKNOWN?rying to catch the ball,30326,11
Encode-Decode_Experiment-27-1,2374670,spray-vehicle,Which description best matches the image?,"theres a red truck with a m,en behind it spraying water on the groud",16274,12
Encode-Decode_Experiment-27-1,2371471,bike-stuntmen,Which description best matches the image?,two ?UNKNOWN?men are perfomring tricks on their bikes,12633,13
Encode-Decode_Experiment-27-1,2411268,apple,Which description best matches the image?,a ?UNKNOWN?young girl is tryning to reach for an apple on a tree branch above her,19313,14
Encode-Decode_Experiment-27-1,2410309,laptop,Which description best matches the image?,"a mothar and a child are sitting on a couch,  each have a laptop in front of them. theres a bottle of Coke",24863,15
Encode-Decode_Experiment-27-1,2383555,boat,Which description best matches the image?,theres 2 adults and 2 children on a wooden boat on a river,18518,16
Encode-Decode_Experiment-27-1,2408717,surfboard,Which description best matches the image?,4 girls are carrying their surfboards under their arms while walking towards the sea,24164,17
Encode-Decode_Experiment-27-1,2345035,football,Which description best matches the image?,two women are playing footbal,8472,18
Encode-Decode_Experiment-27-1,2409918,elephant,Which description best matches the image?,"two elephants are in the water, one of them is eating plants. they both have a man on top of them",22182,19
Encode-Decode_Experiment-27-1,2387122,polar bear,Which description best matches the image?,a polar bear is pressing against the cage glass in a zoo.  a little boy is looking at him,19041,20
Encode-Decode_Experiment-27-1,2386442,teeth,Which description best matches the image?,2 adults and their child are brushing their theet. the man on the right is wearing a purple shirt,24472,21
Encode-Decode_Experiment-27-1,2394020,horse ride,Which description best matches the image?,two men are riding horses on the beach. they are both holding cowboy hats,22198,22
Encode-Decode_Experiment-27-1,2348899,tie,Which description best matches the image?,a man ais sitting down with a striped white and pink tie.  a woman is touching the tie,28215,23
Encode-Decode_Experiment-27-1,2350974,drink,Which description best matches the image?,i dont rememeber anything,5408,24
Encode-Decode_Experiment-27-1,2362704,bears,Which description best matches the image?,two brown or black bears are eating pumpkins,11344,25
Encode-Decode_Experiment-27-1,2397102,cake,Which description best matches the image?,a woman and a man are cutting a cake together,13637,26
Encode-Decode_Experiment-27-1,2367132,video game,Which description best matches the image?,"two men are playing a videogame, holding the controler with both their hands. theres a girl siting on a couch on the background",28180,27
Encode-Decode_Experiment-27-1,2385550,tangerines,Which description best matches the image?,two children smile while having a tangerine slice in their mouths,17999,28
Encode-Decode_Experiment-27-1,2369373,chef,Which description best matches the image?,a chef puts pizza in an oven shaped like a face,12416,29
Encode-Decode_Experiment-27-1,2379478,baby-milk,Which description best matches the image?,two babies are lying in a bed drinking milk,9465,30
