SubjectID,StimID,CueText,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-5-1,2349475,blender,What is the man doing to power the blender?,0,8172,2,1,1
Encode-Decode_Experiment-5-1,2360001,clock,What are the workers doing to the clock?,1,3813,4,4,2
Encode-Decode_Experiment-5-1,2348899,tie,What is the woman doing?,1,3413,4,4,3
Encode-Decode_Experiment-5-1,2410309,laptop,What is the baby touching?,0,2908,4,2,4
Encode-Decode_Experiment-5-1,2345035,football,Who runs toward the football in the scene?,1,6024,2,2,5
Encode-Decode_Experiment-5-1,2374670,spray-vehicle,What vehicle sprays water in the scene?,0,5301,4,1,6
Encode-Decode_Experiment-5-1,2367132,video game,In which hand(s) are the men holding the controllers?,1,4793,4,4,7
Encode-Decode_Experiment-5-1,2360001,clock,Where are the men standing?,1,6089,4,4,8
Encode-Decode_Experiment-5-1,150472,pizza,How many women are in the scene?,1,3198,4,4,9
Encode-Decode_Experiment-5-1,2347025,umbrella,Where is the baby in relation to the mother?,1,4566,1,1,10
Encode-Decode_Experiment-5-1,2344622,cat,What is the cat resting its head on?,1,3927,4,4,11
Encode-Decode_Experiment-5-1,2408717,surfboard,How many surfers are in the scene?,1,3377,2,2,12
Encode-Decode_Experiment-5-1,2356991,baseball,What is the current action of the gloved player on the base?,0,6258,3,2,13
Encode-Decode_Experiment-5-1,2362704,bears,What are the bears doing with the pumpkins?,1,3687,4,4,14
Encode-Decode_Experiment-5-1,2385851,suitcase,What are the men doing with the suitcases?,1,3307,2,2,15
Encode-Decode_Experiment-5-1,2410309,laptop,How many laptops or electronic devices are visible?,1,4102,4,4,16
Encode-Decode_Experiment-5-1,2370664,donuts,How many donuts are in the scene?,1,2450,4,4,17
Encode-Decode_Experiment-5-1,2356125,airport,Where is the luggage being moved to?,0,11198,3,1,18
Encode-Decode_Experiment-5-1,2386442,teeth,Who is brushing their teeth in the scene?,1,7533,1,1,19
Encode-Decode_Experiment-5-1,2371471,bike-stuntmen,What is nearest to the motorcyclists?,1,10200,3,3,20
Encode-Decode_Experiment-5-1,2347025,umbrella,Who is holding the umbrella in the scene?,1,3624,2,2,21
Encode-Decode_Experiment-5-1,2374670,spray-vehicle,Where is the man standing relative to the vehicle?,0,13294,1,3,22
Encode-Decode_Experiment-5-1,2385550,tangerines,Where are the tangerines in the scene?,1,3058,4,4,23
Encode-Decode_Experiment-5-1,2356991,baseball,How is the player on the left (from your perspective) reaching the base?,0,11878,3,1,24
Encode-Decode_Experiment-5-1,2350974,drink,Between which two objects is the child standing?,0,3514,1,4,25
Encode-Decode_Experiment-5-1,2369373,chef,What is the appearance of the oven?,1,7750,3,3,26
Encode-Decode_Experiment-5-1,2409918,elephant,What is the elephant on the right (from your perspective) doing with its trunk?,1,5272,2,2,27
Encode-Decode_Experiment-5-1,2411268,apple,What is the child holding while picking fruit?,1,5381,2,2,28
Encode-Decode_Experiment-5-1,2350974,drink,What is the child up against?,1,3277,1,1,29
Encode-Decode_Experiment-5-1,2412687,dog,What is the human's body position?,1,5392,3,3,30
Encode-Decode_Experiment-5-1,2383555,boat,Who is holding the child in the boat?,0,3792,3,2,31
Encode-Decode_Experiment-5-1,2348899,tie,Where is the woman located relative to the man? (from your perspective),0,9968,4,1,32
Encode-Decode_Experiment-5-1,2397102,cake,What are the couple doing with the cake?,1,4137,1,1,33
Encode-Decode_Experiment-5-1,2362704,bears,How many bears are in the scene?,1,1893,2,2,34
Encode-Decode_Experiment-5-1,2412687,dog,What is the dog biting onto in the scene?,1,7321,4,4,35
Encode-Decode_Experiment-5-1,2369373,chef,What tool is the chef using?,1,3747,3,3,36
Encode-Decode_Experiment-5-1,2394020,horse ride,Where is the scene taking place?,1,7965,1,1,37
Encode-Decode_Experiment-5-1,2379478,baby-milk,How many babies are visible in the scene?,1,2238,2,2,38
Encode-Decode_Experiment-5-1,2349475,blender,Which part of the blender is the woman holding?,1,3660,3,3,39
Encode-Decode_Experiment-5-1,2409918,elephant,Where are the elephants in the scene?,1,4649,4,4,40
Encode-Decode_Experiment-5-1,2411268,apple,Where is the fruit branch relative to the child?,0,8047,3,4,41
Encode-Decode_Experiment-5-1,2345035,football,What are the people doing with the football?,0,6124,4,3,42
Encode-Decode_Experiment-5-1,2386442,teeth,What is the person on the right wearing?,1,5414,3,3,43
Encode-Decode_Experiment-5-1,2367132,video game,How many men are playing in the scene?,1,4182,2,2,44
Encode-Decode_Experiment-5-1,2370664,donuts,Where are the people located in the scene?,1,3950,1,1,45
Encode-Decode_Experiment-5-1,2387122,polar bear,What is the polar bear doing next to the enclosure edge?,1,6753,1,1,46
Encode-Decode_Experiment-5-1,150472,pizza,Where is the pizza slice located?,1,2794,2,2,47
Encode-Decode_Experiment-5-1,2379478,baby-milk,What is the position of the babies?,1,4225,4,4,48
Encode-Decode_Experiment-5-1,2394020,horse ride,What are the riders wearing on their heads?,1,3672,2,2,49
Encode-Decode_Experiment-5-1,2356125,airport,How many uniformed staff are moving the luggage?,1,3117,2,2,50
Encode-Decode_Experiment-5-1,2371471,bike-stuntmen,What stunt is one motorcyclist performing?,1,8912,2,2,51
Encode-Decode_Experiment-5-1,2387122,polar bear,Where is the polar bear located in the scene?,1,4290,3,3,52
Encode-Decode_Experiment-5-1,2397102,cake,What is the man holding besides the cake knife?,1,5111,3,3,53
Encode-Decode_Experiment-5-1,2385550,tangerines,Which side of the frame is the boy on? (from your perspective),1,6850,3,3,54
Encode-Decode_Experiment-5-1,2408717,surfboard,What are the surfers doing with the surfboards?,1,4399,3,3,55
Encode-Decode_Experiment-5-1,2347400,wine,What are the men sitting on in the scene?,1,2878,1,1,56
Encode-Decode_Experiment-5-1,2344622,cat,Where is the cat located?,1,4099,2,2,57
Encode-Decode_Experiment-5-1,2383555,boat,What is the woman at the back doing in the boat?,1,3054,4,4,58
Encode-Decode_Experiment-5-1,2347400,wine,What are the men doing with the wine?,1,5821,3,3,59
Encode-Decode_Experiment-5-1,2385851,suitcase,Where are the men?,0,5379,4,3,60
