SubjectID,StimID,CueText,CueQuestion,FreeResponse,RT_ms,TrialIndex
Encode-Decode_Experiment-7-1,2347400,wine,Which description best matches the image?,two men sat on a sofa smelling a glass of red wine,33698,1
Encode-Decode_Experiment-7-1,2410309,laptop,Which description best matches the image?,a woman on the left with a laptop on her lap and a baby on the right touching a laptop keyboard,28624,2
Encode-Decode_Experiment-7-1,2370664,donuts,Which description best matches the image?,3 people taking a bite out of a dounut,18695,3
Encode-Decode_Experiment-7-1,2345035,football,Which description best matches the image?,2 girls running after a football,10709,4
Encode-Decode_Experiment-7-1,2412687,dog,Which description best matches the image?,a dog biting a red frizbe ad a man holding the grizbe on the right,29290,5
Encode-Decode_Experiment-7-1,2349475,blender,Which description best matches the image?,a woman on the left on a bike and a woman on the right holding the lid of the blender,25719,6
Encode-Decode_Experiment-7-1,2374670,spray-vehicle,Which description best matches the image?,a red veirchle on the road and a man on the back of it,26485,7
Encode-Decode_Experiment-7-1,2371471,bike-stuntmen,Which description best matches the image?,"2 men on stunt bikes with a man in front doing a hand stand, thry are both about to land on a dirt ramp",34403,8
Encode-Decode_Experiment-7-1,2348899,tie,Which description best matches the image?,a man sat in the middle wearing a pink and white stripped tie and a woman to the right of him holdinbg the tie and 2 other men standing to the left of the man wearing the tie,48403,9
Encode-Decode_Experiment-7-1,2369373,chef,Which description best matches the image?,a man putting a pizza in a pizza oven in the shape of a stone man's mouth,46020,10
Encode-Decode_Experiment-7-1,2344622,cat,Which description best matches the image?,a cat on the left lying on a blue blanket next to a key board and a persons hand over the left side of the keyboard,39146,11
Encode-Decode_Experiment-7-1,2385851,suitcase,Which description best matches the image?,2 men walking with giant red suitcases on their backs under a bridge,40933,12
Encode-Decode_Experiment-7-1,2383555,boat,Which description best matches the image?,a woman at the back right of the boat paddeling and then a woman at the front wearing a hat and holding a baby also 1 other person was on the boat,48666,13
Encode-Decode_Experiment-7-1,2385550,tangerines,Which description best matches the image?,a young blonde boy on the left with a slice of tangerine in his mouth then a slightly older brunette girl on the right with a slice of tangerine in her mouth aswell,49032,14
Encode-Decode_Experiment-7-1,2362704,bears,Which description best matches the image?,2 black bears eating pumpkin,14393,15
Encode-Decode_Experiment-7-1,2347025,umbrella,Which description best matches the image?,an older woman smiling wearing silver earrings and a baby on her back holding a pink umbrella with a pattern,54514,16
Encode-Decode_Experiment-7-1,2386442,teeth,Which description best matches the image?,"a woman on the left brushing her teeth with a white and green tooth brush, a young boy in the middle with a pink top brushing his teeth and a m?UNKNOWN?an on the right wearing a purple top also brushing his teeth",54175,17
Encode-Decode_Experiment-7-1,2360001,clock,Which description best matches the image?,a black and white photo with 4 men standing on scafolding holding up a big clock,22218,18
Encode-Decode_Experiment-7-1,2394020,horse ride,Which description best matches the image?,2 men on a beach wearing cowboy hats riding white and brown patched horses,31459,19
Encode-Decode_Experiment-7-1,2397102,cake,Which description best matches the image?,a woman on the left and a man on the right both cutting a cake with the same knife and the man has a beer in his other hand,32754,20
Encode-Decode_Experiment-7-1,2387122,polar bear,Which description best matches the image?,a polar bear in a glass inclosure in water putting its paw up agains the glass and a blonde person with a camera and glasses on the other side of the glass,45133,21
Encode-Decode_Experiment-7-1,2379478,baby-milk,Which description best matches the image?,,20090,22
Encode-Decode_Experiment-7-1,2408717,surfboard,Which description best matches the image?,4 women about to enter the sea all holding surfboards the 2 women on the right had green surfboards,29424,23
Encode-Decode_Experiment-7-1,2409918,elephant,Which description best matches the image?,2 elephants with men on thier backs the elephant on the right was eating a green branch both elephants are in water,68377,24
Encode-Decode_Experiment-7-1,150472,pizza,Which description best matches the image?,a slice of pizza on a paper plate and 2 women with dark hair smiling,29683,25
Encode-Decode_Experiment-7-1,2350974,drink,Which description best matches the image?,a,31058,26
Encode-Decode_Experiment-7-1,2356125,airport,Which description best matches the image?,,8730,27
Encode-Decode_Experiment-7-1,2411268,apple,Which description best matches the image?,"a little girl holding a red bag in her left hand grabbing green apples from a branch above her head, shw was wearing a pink dress and had blonde hair",59774,28
Encode-Decode_Experiment-7-1,2367132,video game,Which description best matches the image?,2 men holding a video game consalt in both hands which is white standing up and playing a game and bending them is a blonde girl sat on the sofa,46137,29
Encode-Decode_Experiment-7-1,2356991,baseball,Which description best matches the image?,a man on the left diving face first onto the floor and the man ob the right is waering read cap and a red and white striped outflit waiting to catcvh the ball,70365,30
