SubjectID,StimID,CueText,CueQuestion,FreeResponse,RT_ms,TrialIndex
Encode-Decode_Experiment-23-1,2356991,baseball,Which description best matches the image?,"two baseball players - one of them is diving headfirst towards the other who is wearing a glove and anticipating catching the ball, both men wear white and have caps. A dust cloud is visible where the first player has grazed the orange ground. There is a metal fence in the background.",126852,1
Encode-Decode_Experiment-23-1,2412687,dog,Which description best matches the image?,"a dog is trying to bite a red frisbee which is held by a person stood upright holding it in their right hand. The dog is a golden retriever or something similar, this takes place in a garden or park.",90571,2
Encode-Decode_Experiment-23-1,2408717,surfboard,Which description best matches the image?,four women hold their surfboards as they walk along the beach - the two on the left have red boards and the two on the right have green boards. ?UNKNOWN?Someone else can be seen surfing in the background on a tall wave. the heads of other people - either that or clusters of seaweed - can be seen to the right,126270,3
Encode-Decode_Experiment-23-1,2409918,elephant,Which description best matches the image?,"two elephants, each one with a shirtless man on their backs, are swimming  or sat in the water. The one on the right uses its trunk to get leaves from a tree. ?UNKNOWN?The men are smiling.",93877,4
Encode-Decode_Experiment-23-1,2347025,umbrella,Which description best matches the image?,"A baby/toddler (female) is held onto an older woman's back by?UNKNOWN? a sling. The infant holds a red umbrella above its head. The woman has wrinkled skin. Neither person has a happy expression on their face. They both have dark hair, the infants is a bob cut.",137900,5
Encode-Decode_Experiment-23-1,2411268,apple,Which description best matches the image?,"a child, female, probably aged 5 or 6, reaches above her head to g?UNKNOWN?et an apple from a tree. She has pink wellington boots, waterproof trousers and a raincoat on. In the non-reaching hand (left) she holds a red and white bag",109706,6
Encode-Decode_Experiment-23-1,2356125,airport,Which description best matches the image?,"two female members of airport staff stand on either side of a suitcase as they move it onto a conveyor belt. There are four staff in total, 3 women and one man. The man stands upright, to the left of the women, he has a grey side parting, the other woman is to the left of him. All four members of staff are wearing suits. The conveyor belt weaves inbetween the staff.",130814,7
Encode-Decode_Experiment-23-1,2345035,football,Which description best matches the image?,"two young girls can be seen chasing a football. Both have black nike football boots on and are playing for opposite teams. They are in the top right corner of the pitch, relative to the attacking team. One girl is wearing navy blue with a number 30 long sleeve shirt and the other has a white shirt, she is winning the race to the ball.",144159,8
Encode-Decode_Experiment-23-1,2344622,cat,Which description best matches the image?,a cat rests its head on a folded blue towel next to its owners keyboard laptop. The cat is tabby. The person's left arm and hand can be seen. The cat is close to being asleep,86187,9
Encode-Decode_Experiment-23-1,2367132,video game,Which description best matches the image?,"two men are playing on a wii console. a young girl sits in the background, smiling on a couch, a glass bottle in front of her. The men have cheerful facial expressions and are holding a controller in one hand and the nunchuck in the other. One of the men is ginger.",106925,10
Encode-Decode_Experiment-23-1,150472,pizza-slice,Which description best matches the image?,,36401,11
Encode-Decode_Experiment-23-1,2385851,suitcase,Which description best matches the image?,"two men are wearing all red jumpsuits, carrying large suitcases along a covered walkway. One or maybe both of them have shoulder length grey hair.",65099,12
Encode-Decode_Experiment-23-1,2370664,donuts,Which description best matches the image?,"Three individuals sit on the street in a triangle formation, two men on the bottom left and right of the image, both wearing blue t shirts, and a woman at the top (might be a man with long hair) in a red/orange t shirt. All three of them hold up a glazed ring donut, smiling in to the camera.",137689,13
Encode-Decode_Experiment-23-1,2371471,bike-stuntmen,Which description best matches the image?,two bike stuntmen are in mid air. The one on the left remains seated on their bike whilst the other attempts a handstand whilst holding the bike's handles. They are jumping over a dirt ramp. Both bikes are red.,96957,14
Encode-Decode_Experiment-23-1,2397102,cake,Which description best matches the image?,A couple cut their wedding cake together. They are in traditional wedding attire. The man uses his right hand to help cut whilst holding a beer bottle in the left. The cake is white and has several tiers.,108320,15
Encode-Decode_Experiment-23-1,2347400,wine,Which description best matches the image?,"two men sit on the sofa, each with their noses in a wine glass with a very small volume of red wine.",58285,16
Encode-Decode_Experiment-23-1,2350974,drink,Which description best matches the image?,,39539,17
Encode-Decode_Experiment-23-1,2410309,laptop,Which description best matches the image?,"a woman and infant sit on a couch together. The woman faces forward, sat on the left, concentrating on the screen. The infant is hunched over on the right, with its right hand on the keyboard of its own laptop. The sofa is white. The woman is largely built with dark hair.",115118,18
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,Which description best matches the image?,"A red truck is moving through the street, spraying water from several holes on its rear surface. A man is clasped to the back of the vehicle, wearing casual clothing. The sun is shining.",106578,19
Encode-Decode_Experiment-23-1,2360001,clock,Which description best matches the image?,"four men are erecting a large clock on a high street. They are stood on a led?UNKNOWN?ge, all touching the clock, trying to lift it up. The photo was taken in black and white, the era looks pre-early industrial period.",105245,20
Encode-Decode_Experiment-23-1,2387122,polar bear,Which description best matches the image?,"a polar bear presses its paw against the glass of a tank in a zoo, it is biting down on the wooden ledge of the tank. Most of the bear's body is submerged in water.",80565,21
Encode-Decode_Experiment-23-1,2362704,bears,Which description best matches the image?,,23433,22
Encode-Decode_Experiment-23-1,2379478,baby-milk,Which description best matches the image?,an infant - a milk bottle - parent,23209,23
Encode-Decode_Experiment-23-1,2394020,horse ride,Which description best matches the image?,,12898,24
Encode-Decode_Experiment-23-1,2349475,blender,Which description best matches the image?,"three people, two men and one woman, surround a blender. One of the men, on the left of the screen, is pedaling an exercise bike to power the blender whilst the other people watch. The man has a moustache. All of the people look happy, the photo is taken somewhere warm. The woman holds the lid of the blender down.",110151,25
Encode-Decode_Experiment-23-1,2386442,teeth,Which description best matches the image?,"a small child, with her mum to her right and dad to her left (presumably) are brushing their teeth. The man has a purple shirt on and a dark side parting. the three are staring into the camera at close proximity.",104842,26
Encode-Decode_Experiment-23-1,2385550,tangerines,Which description best matches the image?,"two young kids, a boy?UNKNOWN? and a girl (siblings?UNKNOWN??) face into the camera. Brown eyes. Both have tangerine segments in their mouths, immitating a smile. Both kids have brown eyes and dark blond hair. The girl looks slightly older. The boy has a bowl cut.",103218,27
Encode-Decode_Experiment-23-1,2383555,boat,Which description best matches the image?,"three people are in a small boat (kayak?) - two women and a child. Another boat is visible in the background, both boats are going across a lake which has seagrasss or something else tall growing out the top. The woman in the back has a disc-shaped hat on and is rowing the boat, holding the oar to her left, stood up. The other woman sits in front, legs faced foward, with the child in her arms. The facial expressions are glum.",184961,28
Encode-Decode_Experiment-23-1,2369373,chef,Which description best matches the image?,A chef holds a large pizza spatula over his shoulder and into a pizza oven. There is a pizza sat on the flat part of the appliance. The oven is the mouth of a large carved stone face and there is a fire going in the background of it.,109413,29
Encode-Decode_Experiment-23-1,2348899,tie,Which description best matches the image?,"four people, three men and a woman, are at a dinner table wearing formal attire. From left to right the seating arrangement is: man, man, man, woman. The woman is touching the tie of the adjacent man, facing away from the camera.",86566,30
