SubjectID,StimID,CueText,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-12-1,2348899,tie,What is the woman doing?,1,4705,4,4,1
Encode-Decode_Experiment-12-1,2350974,drink,Between which two objects is the child standing?,1,6260,4,4,2
Encode-Decode_Experiment-12-1,2362704,bears,What are the bears doing with the pumpkins?,1,4769,4,4,3
Encode-Decode_Experiment-12-1,2412687,dog,What is the dog biting onto in the scene?,1,4546,4,4,4
Encode-Decode_Experiment-12-1,2379478,baby-milk,How many babies are visible in the scene?,1,2555,2,2,5
Encode-Decode_Experiment-12-1,2374670,spray-vehicle,What vehicle sprays water in the scene?,0,5477,4,1,6
Encode-Decode_Experiment-12-1,2347400,wine,What are the men doing with the wine?,1,7922,3,3,7
Encode-Decode_Experiment-12-1,2408717,surfboard,How many surfers are in the scene?,1,5172,2,2,8
Encode-Decode_Experiment-12-1,2386442,teeth,Who is brushing their teeth in the scene?,1,3588,1,1,9
Encode-Decode_Experiment-12-1,2350974,drink,What is the child up against?,1,4350,1,1,10
Encode-Decode_Experiment-12-1,2386442,teeth,What is the person on the right wearing?,1,3734,3,3,11
Encode-Decode_Experiment-12-1,2410309,laptop,How many laptops or electronic devices are visible?,1,3377,4,4,12
Encode-Decode_Experiment-12-1,2371471,bike-stuntmen,What stunt is one motorcyclist performing?,1,14130,2,2,13
Encode-Decode_Experiment-12-1,2356991,baseball,How is the player on the left (from your perspective) reaching the base?,1,6140,1,1,14
Encode-Decode_Experiment-12-1,2349475,blender,What is the man doing to power the blender?,1,4695,1,1,15
Encode-Decode_Experiment-12-1,2370664,donuts,Where are the people located in the scene?,1,3163,1,1,16
Encode-Decode_Experiment-12-1,2394020,horse ride,What are the riders wearing on their heads?,1,2564,2,2,17
Encode-Decode_Experiment-12-1,2345035,football,Who runs toward the football in the scene?,1,3588,2,2,18
Encode-Decode_Experiment-12-1,2379478,baby-milk,What is the position of the babies?,1,4318,4,4,19
Encode-Decode_Experiment-12-1,2369373,chef,What tool is the chef using?,1,2801,3,3,20
Encode-Decode_Experiment-12-1,2360001,clock,What are the workers doing to the clock?,1,4385,4,4,21
Encode-Decode_Experiment-12-1,2344622,cat,What is the cat resting its head on?,1,3553,4,4,22
Encode-Decode_Experiment-12-1,2385550,tangerines,Which side of the frame is the boy on? (from your perspective),1,4594,3,3,23
Encode-Decode_Experiment-12-1,2371471,bike-stuntmen,What is nearest to the motorcyclists?,0,7842,1,3,24
Encode-Decode_Experiment-12-1,2409918,elephant,What is the elephant on the right (from your perspective) doing with its trunk?,0,7279,3,2,25
Encode-Decode_Experiment-12-1,2347025,umbrella,Where is the baby in relation to the mother?,1,3188,1,1,26
Encode-Decode_Experiment-12-1,2383555,boat,Who is holding the child in the boat?,0,2500,3,2,27
Encode-Decode_Experiment-12-1,2408717,surfboard,What are the surfers doing with the surfboards?,1,4703,3,3,28
Encode-Decode_Experiment-12-1,2347400,wine,What are the men sitting on in the scene?,1,2618,1,1,29
Encode-Decode_Experiment-12-1,2383555,boat,What is the woman at the back doing in the boat?,1,5224,4,4,30
Encode-Decode_Experiment-12-1,2356125,airport,How many uniformed staff are moving the luggage?,1,3678,2,2,31
Encode-Decode_Experiment-12-1,2387122,polar bear,Where is the polar bear located in the scene?,1,3195,3,3,32
Encode-Decode_Experiment-12-1,2345035,football,What are the people doing with the football?,0,8018,2,3,33
Encode-Decode_Experiment-12-1,2349475,blender,Which part of the blender is the woman holding?,1,4553,3,3,34
Encode-Decode_Experiment-12-1,2411268,apple,What is the child holding while picking fruit?,1,7147,2,2,35
Encode-Decode_Experiment-12-1,2394020,horse ride,Where is the scene taking place?,1,6988,1,1,36
Encode-Decode_Experiment-12-1,2385550,tangerines,Where are the tangerines in the scene?,1,2877,4,4,37
Encode-Decode_Experiment-12-1,2356125,airport,Where is the luggage being moved to?,1,2689,1,1,38
Encode-Decode_Experiment-12-1,2370664,donuts,How many donuts are in the scene?,1,2855,4,4,39
Encode-Decode_Experiment-12-1,2356991,baseball,What is the current action of the gloved player on the base?,0,10852,1,2,40
Encode-Decode_Experiment-12-1,2344622,cat,Where is the cat located?,1,2338,2,2,41
Encode-Decode_Experiment-12-1,2367132,video game,In which hand(s) are the men holding the controllers?,1,4645,4,4,42
Encode-Decode_Experiment-12-1,2367132,video game,How many men are playing in the scene?,1,1938,2,2,43
Encode-Decode_Experiment-12-1,2411268,apple,Where is the fruit branch relative to the child?,1,5309,4,4,44
Encode-Decode_Experiment-12-1,2412687,dog,What is the human's body position?,1,3800,3,3,45
Encode-Decode_Experiment-12-1,2397102,cake,What is the man holding besides the cake knife?,1,2848,3,3,46
Encode-Decode_Experiment-12-1,2360001,clock,Where are the men standing?,1,5966,4,4,47
Encode-Decode_Experiment-12-1,2385851,suitcase,What are the men doing with the suitcases?,1,2616,2,2,48
Encode-Decode_Experiment-12-1,150472,pizza-slice,How many women are in the scene?,1,1991,4,4,49
Encode-Decode_Experiment-12-1,2347025,umbrella,Who is holding the umbrella in the scene?,1,4422,2,2,50
Encode-Decode_Experiment-12-1,2397102,cake,What are the couple doing with the cake?,1,2213,1,1,51
Encode-Decode_Experiment-12-1,2387122,polar bear,What is the polar bear doing next to the enclosure edge?,1,6460,1,1,52
Encode-Decode_Experiment-12-1,2410309,laptop,What is the baby touching?,1,4521,2,2,53
Encode-Decode_Experiment-12-1,2348899,tie,Where is the woman located relative to the man? (from your perspective),1,6461,1,1,54
Encode-Decode_Experiment-12-1,2409918,elephant,Where are the elephants in the scene?,1,3754,4,4,55
Encode-Decode_Experiment-12-1,2362704,bears,How many bears are in the scene?,1,1435,2,2,56
Encode-Decode_Experiment-12-1,150472,pizza-slice,Where is the pizza slice located?,1,4824,2,2,57
Encode-Decode_Experiment-12-1,2369373,chef,What is the appearance of the oven?,1,4471,3,3,58
Encode-Decode_Experiment-12-1,2374670,spray-vehicle,Where is the man standing relative to the vehicle?,1,3700,3,3,59
Encode-Decode_Experiment-12-1,2385851,suitcase,Where are the men?,0,5927,4,3,60
