SubjectID,StimID,CueText,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-16-1,2412687,dog,What is the human's body position?,1,7704,3,3,1
Encode-Decode_Experiment-16-1,2410309,laptop,How many laptops or electronic devices are visible?,1,3780,4,4,2
Encode-Decode_Experiment-16-1,2397102,cake,What are the couple doing with the cake?,1,3428,1,1,3
Encode-Decode_Experiment-16-1,2344622,cat,What is the cat resting its head on?,1,3963,4,4,4
Encode-Decode_Experiment-16-1,2409918,elephant,Where are the elephants in the scene?,1,5532,4,4,5
Encode-Decode_Experiment-16-1,2383555,boat,Who is holding the child in the boat?,1,4711,2,2,6
Encode-Decode_Experiment-16-1,2348899,tie,What is the woman doing?,1,4266,4,4,7
Encode-Decode_Experiment-16-1,2385550,tangerines,Which side of the frame is the boy on? (from your perspective),1,8152,3,3,8
Encode-Decode_Experiment-16-1,2367132,video game,In which hand(s) are the men holding the controllers?,1,4050,4,4,9
Encode-Decode_Experiment-16-1,2374670,spray-vehicle,Where is the man standing relative to the vehicle?,0,13447,4,3,10
Encode-Decode_Experiment-16-1,2387122,polar bear,Where is the polar bear located in the scene?,1,4037,3,3,11
Encode-Decode_Experiment-16-1,2411268,apple,Where is the fruit branch relative to the child?,0,10555,3,4,12
Encode-Decode_Experiment-16-1,2385550,tangerines,Where are the tangerines in the scene?,1,3565,4,4,13
Encode-Decode_Experiment-16-1,2385851,suitcase,Where are the men?,1,9389,3,3,14
Encode-Decode_Experiment-16-1,2385851,suitcase,What are the men doing with the suitcases?,1,3558,2,2,15
Encode-Decode_Experiment-16-1,2370664,donuts,Where are the people located in the scene?,1,4519,1,1,16
Encode-Decode_Experiment-16-1,150472,pizza-slice,How many women are in the scene?,1,2395,4,4,17
Encode-Decode_Experiment-16-1,2408717,surfboard,What are the surfers doing with the surfboards?,1,3939,3,3,18
Encode-Decode_Experiment-16-1,2347400,wine,What are the men sitting on in the scene?,1,3260,1,1,19
Encode-Decode_Experiment-16-1,2397102,cake,What is the man holding besides the cake knife?,1,3456,3,3,20
Encode-Decode_Experiment-16-1,150472,pizza-slice,Where is the pizza slice located?,1,6414,2,2,21
Encode-Decode_Experiment-16-1,2348899,tie,Where is the woman located relative to the man? (from your perspective),1,7533,1,1,22
Encode-Decode_Experiment-16-1,2371471,bike-stuntmen,What is nearest to the motorcyclists?,1,15239,3,3,23
Encode-Decode_Experiment-16-1,2379478,baby-milk,What is the position of the babies?,1,6046,4,4,24
Encode-Decode_Experiment-16-1,2379478,baby-milk,How many babies are visible in the scene?,1,2475,2,2,25
Encode-Decode_Experiment-16-1,2356991,baseball,How is the player on the left (from your perspective) reaching the base?,1,10533,1,1,26
Encode-Decode_Experiment-16-1,2345035,football,Who runs toward the football in the scene?,1,4295,2,2,27
Encode-Decode_Experiment-16-1,2386442,teeth,Who is brushing their teeth in the scene?,1,4481,1,1,28
Encode-Decode_Experiment-16-1,2347025,umbrella,Where is the baby in relation to the mother?,1,7685,1,1,29
Encode-Decode_Experiment-16-1,2369373,chef,What is the appearance of the oven?,0,4681,4,3,30
Encode-Decode_Experiment-16-1,2347025,umbrella,Who is holding the umbrella in the scene?,1,4382,2,2,31
Encode-Decode_Experiment-16-1,2362704,bears,What are the bears doing with the pumpkins?,1,3102,4,4,32
Encode-Decode_Experiment-16-1,2350974,drink,Between which two objects is the child standing?,1,7458,4,4,33
Encode-Decode_Experiment-16-1,2408717,surfboard,How many surfers are in the scene?,1,4351,2,2,34
Encode-Decode_Experiment-16-1,2411268,apple,What is the child holding while picking fruit?,1,7681,2,2,35
Encode-Decode_Experiment-16-1,2410309,laptop,What is the baby touching?,1,4614,2,2,36
Encode-Decode_Experiment-16-1,2347400,wine,What are the men doing with the wine?,1,6932,3,3,37
Encode-Decode_Experiment-16-1,2374670,spray-vehicle,What vehicle sprays water in the scene?,1,6606,1,1,38
Encode-Decode_Experiment-16-1,2344622,cat,Where is the cat located?,1,5492,2,2,39
Encode-Decode_Experiment-16-1,2345035,football,What are the people doing with the football?,1,6303,3,3,40
Encode-Decode_Experiment-16-1,2371471,bike-stuntmen,What stunt is one motorcyclist performing?,1,11868,2,2,41
Encode-Decode_Experiment-16-1,2394020,horse ride,Where is the scene taking place?,1,6625,1,1,42
Encode-Decode_Experiment-16-1,2387122,polar bear,What is the polar bear doing next to the enclosure edge?,1,5288,1,1,43
