SubjectID,StimID,CueText,CueQuestion,FreeResponse,RT_ms,TrialIndex
Encode-Decode_Experiment-17-1,2394020,horse ride,Which description best matches the image?,"Two men were ridign a horse along a beach wearing cowboy hats, the horses were brown and white",30171,1
Encode-Decode_Experiment-17-1,2385550,tangerines,Which description best matches the image?,Two kids had teangerines in their mouths. One way a blonde young boy and one was a rbown haired young girl with a fringe.,30181,2
Encode-Decode_Experiment-17-1,2349475,blender,Which description best matches the image?,One woman was powerign a blender by using a bicyclre while another was holding down the lid of the blender. The woman in the background was hvaing a cigarate and a beer,37886,3
Encode-Decode_Experiment-17-1,2409918,elephant,Which description best matches the image?,Two men were riding on elephants in a stream or river. One of the elephants was using their trunk to eat some food.,22347,4
Encode-Decode_Experiment-17-1,2408717,surfboard,Which description best matches the image?,4 people in total were walking down a beach towards the water with their surfboards. Two of the surfboards were green while two of them were white,30183,5
Encode-Decode_Experiment-17-1,2410309,laptop,Which description best matches the image?,A mother and her child were both on a laptop each while sitting on a sofa. The kid had their hands on the keyboard and a bottle of coke by their side.,36226,6
Encode-Decode_Experiment-17-1,2367132,video game,Which description best matches the image?,"Two men were playign the wii, with controllers in both hands. There was a girl in the baclground on the sofa.",30792,7
Encode-Decode_Experiment-17-1,2360001,clock,Which description best matches the image?,4 men were standing on scaffolding while trying to raise a big clock up.,21106,8
Encode-Decode_Experiment-17-1,2350974,drink,Which description best matches the image?,A kid was stood in between a blue motorcycle and a red car while sipping his drink. He was lent against the car and had a red hat on.,29839,9
Encode-Decode_Experiment-17-1,2385851,suitcase,Which description best matches the image?,There were a total of 4 airport staff present but 2 were overseeign the other 2 help move baggage onto the conveyor belt.,27222,10
Encode-Decode_Experiment-17-1,2362704,bears,Which description best matches the image?,2 black bears eating pumpkin,7590,11
Encode-Decode_Experiment-17-1,150472,pizza-slice,Which description best matches the image?,2 girls taking a photo of them eating a slice of pizza on a paper plate outside,19608,12
Encode-Decode_Experiment-17-1,2411268,apple,Which description best matches the image?,One young girl reaching for some appples above her head. She had a red bag to collect them,22977,13
Encode-Decode_Experiment-17-1,2356125,airport,Which description best matches the image?,Two women moving baggage onto a conveyor belt,19043,14
Encode-Decode_Experiment-17-1,2347400,wine,Which description best matches the image?,Teo men sat on a sofa smelling red wine. There was a toad plushie in the background.,24969,15
Encode-Decode_Experiment-17-1,2386442,teeth,Which description best matches the image?,,7172,16
Encode-Decode_Experiment-17-1,2356991,baseball,Which description best matches the image?,One man slidign head first with his arm stretched out to try and get to base safely befor ethe catcher catches the ball,24270,17
Encode-Decode_Experiment-17-1,2397102,cake,Which description best matches the image?,A man and a woman cutting into a very colourful cake together. The man was holding a bottle of beer and the woman was holding a glass of wine. The woman was also wearing a very bright pink dress,37180,18
Encode-Decode_Experiment-17-1,2374670,spray-vehicle,Which description best matches the image?,A man was standing on the back of a	 red truck that was spraying some fluid oto a mud track.,19605,19
Encode-Decode_Experiment-17-1,2348899,tie,Which description best matches the image?,A man talkign to his two friends while a woman plays with his white and pink tie,20813,20
Encode-Decode_Experiment-17-1,2371471,bike-stuntmen,Which description best matches the image?,"Two bike stuntmen in the air, one of them doing a handstand, with a dirt ramp underneath them",20046,21
Encode-Decode_Experiment-17-1,2370664,donuts,Which description best matches the image?,2 men and onw woman in the streets all eating one donut each,11807,22
Encode-Decode_Experiment-17-1,2412687,dog,Which description best matches the image?,A man playing frisbee with his dog at night using a red frisbee,25231,23
Encode-Decode_Experiment-17-1,2345035,football,Which description best matches the image?,"2 girls chasing after a ball, one was wearing blue and one was wearing black and white",27128,24
Encode-Decode_Experiment-17-1,2387122,polar bear,Which description best matches the image?,A polar bear in its ensclosure in the water pressed up against the glass,27643,25
Encode-Decode_Experiment-17-1,2383555,boat,Which description best matches the image?,,8642,26
Encode-Decode_Experiment-17-1,2344622,cat,Which description best matches the image?,A cat laying down on a blue blanket besides a mans keyboard,18226,27
Encode-Decode_Experiment-17-1,2347025,umbrella,Which description best matches the image?,A baby holding a colourful umbrella on their mothers back,12603,28
Encode-Decode_Experiment-17-1,2369373,chef,Which description best matches the image?,A pizza chef putting a pizza into a oven that looked like an open mouth,23467,29
Encode-Decode_Experiment-17-1,2379478,baby-milk,Which description best matches the image?,2 babies lying on their backs on their bed while drinking some milk fromm bottles,18017,30
