SubjectID,StimID,CueText,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-21-1,2409918,elephant,What is the elephant on the right (from your perspective) doing with its trunk?,1,4784,2,2,1
Encode-Decode_Experiment-21-1,2379478,baby-milk,What is the position of the babies?,1,3881,4,4,2
Encode-Decode_Experiment-21-1,2411268,apple,Where is the fruit branch relative to the child?,1,5580,4,4,3
Encode-Decode_Experiment-21-1,2370664,donuts,Where are the people located in the scene?,1,3718,1,1,4
Encode-Decode_Experiment-21-1,2410309,laptop,How many laptops or electronic devices are visible?,1,3081,4,4,5
Encode-Decode_Experiment-21-1,2367132,video game,How many men are playing in the scene?,1,3405,2,2,6
Encode-Decode_Experiment-21-1,2411268,apple,What is the child holding while picking fruit?,1,3605,2,2,7
Encode-Decode_Experiment-21-1,2386442,teeth,Who is brushing their teeth in the scene?,0,3381,2,1,8
Encode-Decode_Experiment-21-1,2397102,cake,What is the man holding besides the cake knife?,1,3702,3,3,9
Encode-Decode_Experiment-21-1,150472,pizza-slice,How many women are in the scene?,1,2370,4,4,10
Encode-Decode_Experiment-21-1,2356991,baseball,What is the current action of the gloved player on the base?,1,4699,2,2,11
Encode-Decode_Experiment-21-1,2360001,clock,What are the workers doing to the clock?,1,3271,4,4,12
Encode-Decode_Experiment-21-1,2412687,dog,What is the dog biting onto in the scene?,1,3005,4,4,13
Encode-Decode_Experiment-21-1,2360001,clock,Where are the men standing?,1,6893,4,4,14
Encode-Decode_Experiment-21-1,2344622,cat,What is the cat resting its head on?,1,3433,4,4,15
Encode-Decode_Experiment-21-1,2348899,tie,Where is the woman located relative to the man? (from your perspective),1,4440,1,1,16
Encode-Decode_Experiment-21-1,2387122,polar bear,Where is the polar bear located in the scene?,1,3910,3,3,17
Encode-Decode_Experiment-21-1,2385851,suitcase,Where are the men?,0,4267,1,3,18
Encode-Decode_Experiment-21-1,2412687,dog,What is the human's body position?,1,5361,3,3,19
Encode-Decode_Experiment-21-1,2344622,cat,Where is the cat located?,1,4705,2,2,20
Encode-Decode_Experiment-21-1,150472,pizza-slice,Where is the pizza slice located?,1,4581,2,2,21
Encode-Decode_Experiment-21-1,2347400,wine,What are the men doing with the wine?,1,4261,3,3,22
Encode-Decode_Experiment-21-1,2385550,tangerines,Where are the tangerines in the scene?,1,3729,4,4,23
Encode-Decode_Experiment-21-1,2356991,baseball,How is the player on the left (from your perspective) reaching the base?,1,6132,1,1,24
Encode-Decode_Experiment-21-1,2383555,boat,Who is holding the child in the boat?,1,4006,2,2,25
Encode-Decode_Experiment-21-1,2386442,teeth,What is the person on the right wearing?,1,4590,3,3,26
Encode-Decode_Experiment-21-1,2394020,horse ride,What are the riders wearing on their heads?,0,2943,3,2,27
Encode-Decode_Experiment-21-1,2397102,cake,What are the couple doing with the cake?,1,3336,1,1,28
Encode-Decode_Experiment-21-1,2379478,baby-milk,How many babies are visible in the scene?,1,2642,2,2,29
Encode-Decode_Experiment-21-1,2347025,umbrella,Where is the baby in relation to the mother?,1,4025,1,1,30
Encode-Decode_Experiment-21-1,2349475,blender,What is the man doing to power the blender?,1,2751,1,1,31
Encode-Decode_Experiment-21-1,2369373,chef,What is the appearance of the oven?,1,3777,3,3,32
Encode-Decode_Experiment-21-1,2350974,drink,Between which two objects is the child standing?,1,7594,4,4,33
Encode-Decode_Experiment-21-1,2347400,wine,What are the men sitting on in the scene?,1,5650,1,1,34
Encode-Decode_Experiment-21-1,2410309,laptop,What is the baby touching?,1,2711,2,2,35
Encode-Decode_Experiment-21-1,2385550,tangerines,Which side of the frame is the boy on? (from your perspective),1,4715,3,3,36
Encode-Decode_Experiment-21-1,2383555,boat,What is the woman at the back doing in the boat?,1,4029,4,4,37
Encode-Decode_Experiment-21-1,2349475,blender,Which part of the blender is the woman holding?,1,4475,3,3,38
Encode-Decode_Experiment-21-1,2369373,chef,What tool is the chef using?,1,5280,3,3,39
Encode-Decode_Experiment-21-1,2387122,polar bear,What is the polar bear doing next to the enclosure edge?,1,11197,1,1,40
Encode-Decode_Experiment-21-1,2362704,bears,What are the bears doing with the pumpkins?,1,3245,4,4,41
Encode-Decode_Experiment-21-1,2374670,spray-vehicle,Where is the man standing relative to the vehicle?,1,7675,3,3,42
Encode-Decode_Experiment-21-1,2370664,donuts,How many donuts are in the scene?,1,2616,4,4,43
Encode-Decode_Experiment-21-1,2356125,airport,How many uniformed staff are moving the luggage?,1,4710,2,2,44
Encode-Decode_Experiment-21-1,2356125,airport,Where is the luggage being moved to?,0,9042,2,1,45
Encode-Decode_Experiment-21-1,2345035,football,Who runs toward the football in the scene?,1,5568,2,2,46
Encode-Decode_Experiment-21-1,2374670,spray-vehicle,What vehicle sprays water in the scene?,1,5505,1,1,47
Encode-Decode_Experiment-21-1,2350974,drink,What is the child up against?,1,6372,1,1,48
Encode-Decode_Experiment-21-1,2367132,video game,In which hand(s) are the men holding the controllers?,1,4124,4,4,49
Encode-Decode_Experiment-21-1,2348899,tie,What is the woman doing?,1,4503,4,4,50
Encode-Decode_Experiment-21-1,2345035,football,What are the people doing with the football?,1,6194,3,3,51
Encode-Decode_Experiment-21-1,2394020,horse ride,Where is the scene taking place?,1,3601,1,1,52
Encode-Decode_Experiment-21-1,2385851,suitcase,What are the men doing with the suitcases?,1,3641,2,2,53
Encode-Decode_Experiment-21-1,2362704,bears,How many bears are in the scene?,1,3094,2,2,54
Encode-Decode_Experiment-21-1,2371471,bike-stuntmen,What stunt is one motorcyclist performing?,1,7937,2,2,55
Encode-Decode_Experiment-21-1,2408717,surfboard,What are the surfers doing with the surfboards?,1,3932,3,3,56
Encode-Decode_Experiment-21-1,2347025,umbrella,Who is holding the umbrella in the scene?,1,3726,2,2,57
Encode-Decode_Experiment-21-1,2409918,elephant,Where are the elephants in the scene?,1,5761,4,4,58
Encode-Decode_Experiment-21-1,2371471,bike-stuntmen,What is nearest to the motorcyclists?,1,7739,3,3,59
Encode-Decode_Experiment-21-1,2408717,surfboard,How many surfers are in the scene?,1,5068,2,2,60
