SubjectID,StimID,CueText,CueQuestion,FreeResponse,RT_ms,TrialIndex
Encode-Decode_Experiment-16-1,2411268,apple,Which description best matches the image?,,13264,1
Encode-Decode_Experiment-16-1,150472,pizza-slice,Which description best matches the image?,"two girls eating pizza outside,dim lighting on a street, girl on right had glasses, both mouth open and leaning to pizza on white paper plate",44120,2
Encode-Decode_Experiment-16-1,2408717,surfboard,Which description best matches the image?,"four girls total, two farthest right were holding surboard under their righ arms , other two far left were seperate, all on beach, walkign towards water, sunny",58748,3
Encode-Decode_Experiment-16-1,2410309,laptop,Which description best matches the image?,"mum and baby on counch, mum facing screen and looking at laptop, had annoyed look on her face, baby to right of her facing sideways looking at laption, touching keyboard",56920,4
Encode-Decode_Experiment-16-1,2356125,airport,Which description best matches the image?,"four airport staff next to conveyor belt, two women helping suitcase off ramp to belt, to the left of them one man and to the left of him a women, four suitcases on belt",51005,5
Encode-Decode_Experiment-16-1,2350974,drink,Which description best matches the image?,"man on biki cycling to power blender, women holding lid to right of him",28509,6
Encode-Decode_Experiment-16-1,2367132,video game,Which description best matches the image?,"two men standing up holding wii remotes in both hands playing video game, both hans were up out in front of them. girl with pink shirt on couch in the back table in front of couch had a beer on it",59522,7
Encode-Decode_Experiment-16-1,2348899,tie,Which description best matches the image?,"three men one women in pub, manfar left was a blonde girl reaching right for mans tie. man had pink and white tie. two men to left of him looking and pointing at him",56407,8
Encode-Decode_Experiment-16-1,2349475,blender,Which description best matches the image?,"man on bike cycling to power blender on left side. women on right holding lid shut, another women in background watching",37137,9
Encode-Decode_Experiment-16-1,2409918,elephant,Which description best matches the image?,two elephants in blue green water/lake. elephant on right had shirtless man on him and the elephant was eating leaves. man on left elepahnt was wearing a shirt,51572,10
Encode-Decode_Experiment-16-1,2360001,clock,Which description best matches the image?,"four men standing on scaffoling holding up clock, black and white photo,",38968,11
Encode-Decode_Experiment-16-1,2345035,football,Which description best matches the image?,"football pitch, white goal was in far left of photo, two young girls in right of photo running for the ball. taller girl was to the left of a shorter girl who was to the left of the ball. men in the background and another football pitch behind",78227,12
Encode-Decode_Experiment-16-1,2344622,cat,Which description best matches the image?,"cat on light blue blanket in left side of photo, behind the cat was cds. to the left of cat was white middle aged mans right hand on left edge of old faishioned keyboard",78515,13
Encode-Decode_Experiment-16-1,2385851,suitcase,Which description best matches the image?,two man on covered walkway walking in shade. far left was sunny where there was no sun. men holding red suitcases walking away from camera. suitcases large and on their backs.,56177,14
Encode-Decode_Experiment-16-1,2374670,spray-vehicle,Which description best matches the image?,"red truck on dirt road. guy in front driving was visble, guy on ledge at back of truck bending over. multiple outlets of water spraying along the rear end of car. blue tube at back of car",76411,15
Encode-Decode_Experiment-16-1,2385550,tangerines,Which description best matches the image?,"two kids with peeled tangerines in their mouth, boy on left and girl with fringe on right, outside, sunny",60678,16
Encode-Decode_Experiment-16-1,2386442,teeth,Which description best matches the image?,"mum , toddler and dad all brushing their teeth, close up photo, mum far left then baby to the left of her and dad on far right. dad in purple shirt, baby in pink check top and mum in brown and yellow stripy top",72299,17
Encode-Decode_Experiment-16-1,2371471,bike-stuntmen,Which description best matches the image?,"two bikers mid air. behind them is a metal wall, below them is a dirt ramo, biker on left in on bike and biker on right has one leg with air, botj have helmets on",64297,18
Encode-Decode_Experiment-16-1,2397102,cake,Which description best matches the image?,"man and women cuting cak. women in red,",29687,19
Encode-Decode_Experiment-16-1,2347400,wine,Which description best matches the image?,"two men on couches smelling wine , window behind them",46588,20
Encode-Decode_Experiment-16-1,2347025,umbrella,Which description best matches the image?,"eldery east asian women with hoops earring, lots of jewellery had small east asian child on her back , child holding a pink umbrella",46054,21
Encode-Decode_Experiment-16-1,2394020,horse ride,Which description best matches the image?,"two men with coyboy hats riding by beach, riding on sand with few grassy patches, behind them was sea and then sunset",35341,22
Encode-Decode_Experiment-16-1,2387122,polar bear,Which description best matches the image?,"blonde man crouching with camera behind glass pool, polar bear in behind the glass in water, one paw presses on glass, its head is turned up, behing water are rocks at back of picture",65233,23
Encode-Decode_Experiment-16-1,2412687,dog,Which description best matches the image?,"dog left of photo biting on red frizbee held by man on right who had blakc and white adidas shoes on and shorts, dark lighting",50434,24
Encode-Decode_Experiment-16-1,2362704,bears,Which description best matches the image?,"two brown bears eating pumpkins sitting down, one to the left is looking at camera, one on the right is lookign at pumpkin",32131,25
Encode-Decode_Experiment-16-1,2369373,chef,Which description best matches the image?,,24431,26
Encode-Decode_Experiment-16-1,2383555,boat,Which description best matches the image?,"people on a raft made out of branches on a river, women at front of ratf with triangle hat holding small child, women at back of raft holding paddle and was rowing, another women ot the left of her",64229,27
Encode-Decode_Experiment-16-1,2370664,donuts,Which description best matches the image?,two men and a women holding a donut up to their mouths,16694,28
Encode-Decode_Experiment-16-1,2379478,baby-milk,Which description best matches the image?,"two babies lying in bed, one with nappy, drinking milk from bottle",38132,29
Encode-Decode_Experiment-16-1,2356991,baseball,Which description best matches the image?,"man to the left falling head first with red helmet on. ball mid air. man on right stood trying to catch it, in baseball field",53792,30
