SubjectID,StimID,CueText,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-4-1,2397102,cake,What is the man holding besides the cake knife?,1,9432,3,3,1
Encode-Decode_Experiment-4-1,2356125,airport,How many uniformed staff are moving the luggage?,1,5575,2,2,2
Encode-Decode_Experiment-4-1,2347400,wine,What are the men doing with the wine?,1,6584,3,3,3
Encode-Decode_Experiment-4-1,2379478,baby-milk,What is the position of the babies?,1,6000,4,4,4
Encode-Decode_Experiment-4-1,2385550,tangerines,Which side of the frame is the boy on? (from your perspective),0,4753,2,3,5
Encode-Decode_Experiment-4-1,2356125,airport,Where is the luggage being moved to?,0,7698,4,1,6
Encode-Decode_Experiment-4-1,2362704,bears,How many bears are in the scene?,1,2269,2,2,7
Encode-Decode_Experiment-4-1,2394020,horse ride,What are the riders wearing on their heads?,1,3299,2,2,8
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,Where is the man standing relative to the vehicle?,1,10670,3,3,9
Encode-Decode_Experiment-4-1,2347400,wine,What are the men sitting on in the scene?,1,3796,1,1,10
Encode-Decode_Experiment-4-1,2409918,elephant,What is the elephant on the right (from your perspective) doing with its trunk?,1,5324,2,2,11
Encode-Decode_Experiment-4-1,2345035,football,What are the people doing with the football?,1,7310,3,3,12
Encode-Decode_Experiment-4-1,2383555,boat,Who is holding the child in the boat?,1,4161,2,2,13
Encode-Decode_Experiment-4-1,2386442,teeth,What is the person on the right wearing?,0,4579,1,3,14
Encode-Decode_Experiment-4-1,2374670,spray-vehicle,What vehicle sprays water in the scene?,1,5883,1,1,15
Encode-Decode_Experiment-4-1,2385851,suitcase,Where are the men?,1,9568,3,3,16
Encode-Decode_Experiment-4-1,2369373,chef,What tool is the chef using?,1,4369,3,3,17
Encode-Decode_Experiment-4-1,2385550,tangerines,Where are the tangerines in the scene?,1,3409,4,4,18
Encode-Decode_Experiment-4-1,2410309,laptop,What is the baby touching?,1,4688,2,2,19
Encode-Decode_Experiment-4-1,2385851,suitcase,What are the men doing with the suitcases?,1,3301,2,2,20
Encode-Decode_Experiment-4-1,2412687,dog,What is the dog biting onto in the scene?,1,6241,4,4,21
Encode-Decode_Experiment-4-1,2349475,blender,Which part of the blender is the woman holding?,1,3326,3,3,22
Encode-Decode_Experiment-4-1,2347025,umbrella,Who is holding the umbrella in the scene?,1,4993,2,2,23
Encode-Decode_Experiment-4-1,2409918,elephant,Where are the elephants in the scene?,1,4161,4,4,24
Encode-Decode_Experiment-4-1,2360001,clock,Where are the men standing?,1,4401,4,4,25
Encode-Decode_Experiment-4-1,2370664,donuts,Where are the people located in the scene?,1,4449,1,1,26
Encode-Decode_Experiment-4-1,2411268,apple,Where is the fruit branch relative to the child?,1,5263,4,4,27
Encode-Decode_Experiment-4-1,2349475,blender,What is the man doing to power the blender?,1,12925,1,1,28
Encode-Decode_Experiment-4-1,2410309,laptop,How many laptops or electronic devices are visible?,1,4008,4,4,29
Encode-Decode_Experiment-4-1,2387122,polar bear,What is the polar bear doing next to the enclosure edge?,1,6511,1,1,30
Encode-Decode_Experiment-4-1,2344622,cat,Where is the cat located?,1,5850,2,2,31
Encode-Decode_Experiment-4-1,2408717,surfboard,How many surfers are in the scene?,1,2687,2,2,32
Encode-Decode_Experiment-4-1,2369373,chef,What is the appearance of the oven?,1,5755,3,3,33
Encode-Decode_Experiment-4-1,2367132,video game,In which hand(s) are the men holding the controllers?,1,6597,4,4,34
Encode-Decode_Experiment-4-1,2412687,dog,What is the human's body position?,0,5765,2,3,35
Encode-Decode_Experiment-4-1,2397102,cake,What are the couple doing with the cake?,1,2935,1,1,36
Encode-Decode_Experiment-4-1,2379478,baby-milk,How many babies are visible in the scene?,1,3672,2,2,37
Encode-Decode_Experiment-4-1,2348899,tie,Where is the woman located relative to the man? (from your perspective),0,6606,4,1,38
Encode-Decode_Experiment-4-1,2370664,donuts,How many donuts are in the scene?,1,2957,4,4,39
Encode-Decode_Experiment-4-1,2356991,baseball,What is the current action of the gloved player on the base?,1,7111,2,2,40
Encode-Decode_Experiment-4-1,2344622,cat,What is the cat resting its head on?,1,4554,4,4,41
Encode-Decode_Experiment-4-1,2371471,motorcycle,What stunt is one motorcyclist performing?,1,6244,2,2,42
Encode-Decode_Experiment-4-1,2387122,polar bear,Where is the polar bear located in the scene?,1,3898,3,3,43
Encode-Decode_Experiment-4-1,2362704,bears,What are the bears doing with the pumpkins?,1,2925,4,4,44
Encode-Decode_Experiment-4-1,2367132,video game,How many men are playing in the scene?,1,3408,2,2,45
Encode-Decode_Experiment-4-1,2347025,umbrella,Where is the baby in relation to the mother?,1,6543,1,1,46
Encode-Decode_Experiment-4-1,2394020,horse ride,Where is the scene taking place?,1,5201,1,1,47
Encode-Decode_Experiment-4-1,2408717,surfboard,What are the surfers doing with the surfboards?,0,3872,2,3,48
Encode-Decode_Experiment-4-1,2350974,drink,What is the child up against?,1,2861,1,1,49
Encode-Decode_Experiment-4-1,2360001,clock,What are the workers doing to the clock?,1,5281,4,4,50
Encode-Decode_Experiment-4-1,2348899,tie,What is the woman doing?,1,4062,4,4,51
Encode-Decode_Experiment-4-1,2386442,teeth,Who is brushing their teeth in the scene?,1,4371,1,1,52
Encode-Decode_Experiment-4-1,2345035,football,Who runs toward the football in the scene?,1,4581,2,2,53
Encode-Decode_Experiment-4-1,150472,pizza,Where is the pizza slice located?,1,2838,2,2,54
Encode-Decode_Experiment-4-1,2356991,baseball,How is the player on the left (from your perspective) reaching the base?,1,8700,1,1,55
Encode-Decode_Experiment-4-1,2350974,drink,Between which two objects is the child standing?,1,5144,4,4,56
Encode-Decode_Experiment-4-1,2371471,motorcycle,What is nearest to the motorcyclists?,1,5281,3,3,57
Encode-Decode_Experiment-4-1,150472,pizza,How many women are in the scene?,1,2955,4,4,58
Encode-Decode_Experiment-4-1,2411268,apple,What is the child holding while picking fruit?,1,5133,2,2,59
Encode-Decode_Experiment-4-1,2383555,boat,What is the woman at the back doing in the boat?,1,3201,4,4,60
