SubjectID,StimID,CueText,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-15-1,2347025,umbrella,Who is holding the umbrella in the scene?,1,6200,2,2,1
Encode-Decode_Experiment-15-1,2374670,spray-vehicle,What vehicle sprays water in the scene?,1,7792,1,1,2
Encode-Decode_Experiment-15-1,2369373,chef,What tool is the chef using?,1,4360,3,3,3
Encode-Decode_Experiment-15-1,2371471,bike-stuntmen,What stunt is one motorcyclist performing?,1,5313,2,2,4
Encode-Decode_Experiment-15-1,2349475,blender,Which part of the blender is the woman holding?,1,4076,3,3,5
Encode-Decode_Experiment-15-1,2356125,airport,Where is the luggage being moved to?,1,7624,1,1,6
Encode-Decode_Experiment-15-1,2386442,teeth,What is the person on the right wearing?,1,4191,3,3,7
Encode-Decode_Experiment-15-1,2347025,umbrella,Where is the baby in relation to the mother?,1,2622,1,1,8
Encode-Decode_Experiment-15-1,2385550,tangerines,Where are the tangerines in the scene?,1,3406,4,4,9
Encode-Decode_Experiment-15-1,2386442,teeth,Who is brushing their teeth in the scene?,1,2598,1,1,10
Encode-Decode_Experiment-15-1,2362704,bears,How many bears are in the scene?,1,1438,2,2,11
Encode-Decode_Experiment-15-1,2410309,laptop,What is the baby touching?,1,4005,2,2,12
Encode-Decode_Experiment-15-1,2412687,dog,What is the dog biting onto in the scene?,1,3573,4,4,13
Encode-Decode_Experiment-15-1,2409918,elephant,What is the elephant on the right (from your perspective) doing with its trunk?,0,6143,4,2,14
Encode-Decode_Experiment-15-1,2344622,cat,Where is the cat located?,1,5472,2,2,15
Encode-Decode_Experiment-15-1,150472,pizza-slice,Where is the pizza slice located?,1,4101,2,2,16
Encode-Decode_Experiment-15-1,2409918,elephant,Where are the elephants in the scene?,1,5553,4,4,17
Encode-Decode_Experiment-15-1,2379478,baby-milk,What is the position of the babies?,1,3396,4,4,18
Encode-Decode_Experiment-15-1,2412687,dog,What is the human's body position?,1,4651,3,3,19
Encode-Decode_Experiment-15-1,2410309,laptop,How many laptops or electronic devices are visible?,1,3441,4,4,20
Encode-Decode_Experiment-15-1,2385851,suitcase,Where are the men?,1,5086,3,3,21
Encode-Decode_Experiment-15-1,2383555,boat,Who is holding the child in the boat?,1,3426,2,2,22
