SubjectID,StimID,CueText,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-7-1,2412687,dog,What is the human's body position?,1,5173,3,3,1
Encode-Decode_Experiment-7-1,2370664,donuts,Where are the people located in the scene?,1,3231,1,1,2
Encode-Decode_Experiment-7-1,2348899,tie,What is the woman doing?,1,3589,4,4,3
Encode-Decode_Experiment-7-1,2374670,spray-vehicle,What vehicle sprays water in the scene?,1,6005,1,1,4
Encode-Decode_Experiment-7-1,2349475,blender,What is the man doing to power the blender?,0,6764,4,1,5
Encode-Decode_Experiment-7-1,2385851,suitcase,Where are the men?,1,9372,3,3,6
Encode-Decode_Experiment-7-1,2345035,football,What are the people doing with the football?,1,6958,3,3,7
Encode-Decode_Experiment-7-1,150472,pizza,Where is the pizza slice located?,1,3567,2,2,8
Encode-Decode_Experiment-7-1,2397102,cake,What is the man holding besides the cake knife?,1,8817,3,3,9
Encode-Decode_Experiment-7-1,2367132,video game,In which hand(s) are the men holding the controllers?,0,7599,1,4,10
Encode-Decode_Experiment-7-1,2347400,wine,What are the men doing with the wine?,1,2951,3,3,11
Encode-Decode_Experiment-7-1,2356125,airport,Where is the luggage being moved to?,0,10610,2,1,12
Encode-Decode_Experiment-7-1,2356125,airport,How many uniformed staff are moving the luggage?,1,3552,2,2,13
Encode-Decode_Experiment-7-1,2397102,cake,What are the couple doing with the cake?,1,2618,1,1,14
Encode-Decode_Experiment-7-1,2369373,chef,What tool is the chef using?,1,3545,3,3,15
Encode-Decode_Experiment-7-1,2383555,boat,What is the woman at the back doing in the boat?,1,9011,4,4,16
Encode-Decode_Experiment-7-1,2347025,umbrella,Who is holding the umbrella in the scene?,1,2657,2,2,17
Encode-Decode_Experiment-7-1,2409918,elephant,Where are the elephants in the scene?,1,5909,4,4,18
Encode-Decode_Experiment-7-1,2360001,clock,Where are the men standing?,1,3920,4,4,19
Encode-Decode_Experiment-7-1,2412687,dog,What is the dog biting onto in the scene?,1,5243,4,4,20
Encode-Decode_Experiment-7-1,2386442,teeth,What is the person on the right wearing?,1,8992,3,3,21
Encode-Decode_Experiment-7-1,2347025,umbrella,Where is the baby in relation to the mother?,1,5040,1,1,22
Encode-Decode_Experiment-7-1,2345035,football,Who runs toward the football in the scene?,1,6198,2,2,23
Encode-Decode_Experiment-7-1,2370664,donuts,How many donuts are in the scene?,1,24878,4,4,24
Encode-Decode_Experiment-7-1,2371471,bike-stuntmen,What stunt is one motorcyclist performing?,0,17075,3,2,25
Encode-Decode_Experiment-7-1,2383555,boat,Who is holding the child in the boat?,1,2880,2,2,26
