SubjectID,StimID,CueText,CueQuestion,FreeResponse,RT_ms,TrialIndex
Encode-Decode_Experiment-18-1,2348899,tie,Which description best matches the image?,"three people, two men, one woman, the woman is pointing at the man's tie which is pink and white striped. the men are sat down at what appears to be a restaurant or bar, the table is brown, one man is holding beer, they are all laughing, the woman has blonde hair",58762,1
Encode-Decode_Experiment-18-1,2379478,baby-milk,Which description best matches the image?,"two babies are lying down on a bed, they are holding and drinking from milk bottles, they are wearing bibs and nappies",22156,2
Encode-Decode_Experiment-18-1,2385851,suitcase,Which description best matches the image?,"two men are carrying red suitcases, the leftmost one has his suitcase tied to him, the right one is carrying ti above is head, they are walking on an enclosed sidewalk/passage area",33919,3
Encode-Decode_Experiment-18-1,2370664,donuts,Which description best matches the image?,"three people: two men adn one woman in the middle, are eating donuts. they are on the street, and are pulling silly faces",20020,4
Encode-Decode_Experiment-18-1,2356991,baseball,Which description best matches the image?,"one individual is trying to tackle another to the right of him, the rightmost man is trying to catch the baseball",20923,5
Encode-Decode_Experiment-18-1,2344622,cat,Which description best matches the image?,"a cat is lying on a blue blanket, it is brown/grey, a man has his hand placed on his keyboard to the right of the cat",25559,6
Encode-Decode_Experiment-18-1,150472,pizza-slice,Which description best matches the image?,"two women are eating one half-eaten pizza slice, they are both going in for a bite, they appear to be near a cafe/outside, the woman on the right is wearing glasses, they both have brown hair",27137,7
Encode-Decode_Experiment-18-1,2394020,horse ride,Which description best matches the image?,"two men are riding horses on a beach, they are wearing cowboy hats and checkered shirts, they are near the water",18028,8
Encode-Decode_Experiment-18-1,2356125,airport,Which description best matches the image?,,13597,9
Encode-Decode_Experiment-18-1,2367132,video game,Which description best matches the image?,"two men have wii controllers in both hands, they are in a living room, there is a picture on the wall of three camels, there is a girl on the sofa behind them to their left, they have brown/shaved hair and are wearing t-shirts and jeans",40254,10
Encode-Decode_Experiment-18-1,2408717,surfboard,Which description best matches the image?,"four women are walking on a beach carrying surfboards, the two women on the right have green surfboards, while the two on the left have white/multicoloured surfboards. they are wearing swimming costumes and are walking toward the water",38438,11
Encode-Decode_Experiment-18-1,2371471,bike-stuntmen,Which description best matches the image?,"two men are on motorbikes doing tricks, the one on the left is mid-air sitting on his motorbike, while the one on the right is mid-handstand attempt, they are both heading towards a sandy ramp",33069,12
Encode-Decode_Experiment-18-1,2362704,bears,Which description best matches the image?,"two bears are eating pumpkins, the pumpkins are being ravaged, the bears are brown and we can see one clearly, the bear at the back is slightly obscured by the former bear",29027,13
Encode-Decode_Experiment-18-1,2349475,blender,Which description best matches the image?,"three individuals are surrounding a blender, the man is using some kind of lever/pump to turn the blender, the woman on the right is holding the lid, the man at the back is watching, they are outside, the blender appears to hold some kind of greyish substance",39979,14
Encode-Decode_Experiment-18-1,2369373,chef,Which description best matches the image?,"a chef is wearing a white hat and uniform, he is holding a pizza thingy and putting a pizza into a firey oven, the oven is a stone mouth that is open",29526,15
Encode-Decode_Experiment-18-1,2411268,apple,Which description best matches the image?,,12737,16
Encode-Decode_Experiment-18-1,2386442,teeth,Which description best matches the image?,,2045,17
Encode-Decode_Experiment-18-1,2350974,drink,Which description best matches the image?,"a boy is between a red car and a motorcycle, he is drinking what appears to be water in a coca cola bottle, he is outside on a grey road, he is wearing a helmet",21316,18
Encode-Decode_Experiment-18-1,2383555,boat,Which description best matches the image?,"four individuals are on a boat on a lake, the backmost individual is rowing the boat and is a woman, the front individual is an older women and is holding a baby, the woman towards the left is sitting down, there is greenery around the lake, the boat is brown and wooden",35872,19
Encode-Decode_Experiment-18-1,2347400,wine,Which description best matches the image?,"two individuals are sitting on a coach smelling wine, they are in a living room, the sofa is greyish, they are wearing t shirts and jeans, the wine is red, there is a mario mushroom plushy behind them",25950,20
Encode-Decode_Experiment-18-1,2410309,laptop,Which description best matches the image?,"an older lady on the left of the sofa, a baby is on the right, they both are looking at laptops, the woman has her laptop on her lap and is wearing a purple dress, the baby has its laptop in front of it, it is looking to the right of the image, its hand is on the keyboard",47243,21
Encode-Decode_Experiment-18-1,2409918,elephant,Which description best matches the image?,"there are two elephants wading through deep water, two men are on their backs, the elephant on the right is eating greenery, the man on the right has one leg up on the elephant, the man on the left has a stick",32114,22
Encode-Decode_Experiment-18-1,2347025,umbrella,Which description best matches the image?,"a child is on an older lady's back (grandma?), the child is holding a pink umbrella with cartoon characters in rows on it, the child and the older lady are wearing rain jackets",41751,23
Encode-Decode_Experiment-18-1,2345035,football,Which description best matches the image?,"two girls are chasing a football, the one on the left is taller and is wearing a jersey with the number 20, while the one on the right is closer to the football and is wearing a jersey with the number 3, there are a number of individuals in the background watching, one appears to be a coach wearing blue",38098,24
Encode-Decode_Experiment-18-1,2385550,tangerines,Which description best matches the image?,"there are two children, one boy on the left with blonde hair, one girl on the right with brown hair and a fringe, they have tangerines in their mouths covering their teeth",25215,25
Encode-Decode_Experiment-18-1,2387122,polar bear,Which description best matches the image?,"there is a polar bear in an enclosure of water, it is biting/pressing its mouth against the bannister, a woman is taking a picture of the bear with a black professional looking camera, it is very cute :)",30464,26
Encode-Decode_Experiment-18-1,2397102,cake,Which description best matches the image?,"one woman on the left is cutting a cake wearing a pink dress, with a man on the right who is holding a beer bottle, they appear to be at a party/wedding, the man has a wedding ring on his left ring finger, he is weargin a blue shirt",42367,27
Encode-Decode_Experiment-18-1,2374670,spray-vehicle,Which description best matches the image?,"a man is standing on the back of a red spray vehicle, there are eight spurts of water coming from the back, it is on a grey road in a residential-looking area",24601,28
Encode-Decode_Experiment-18-1,2412687,dog,Which description best matches the image?,,5378,29
Encode-Decode_Experiment-18-1,2360001,clock,Which description best matches the image?,"four workmen are lifting up a big clock, they are standing on scaffolding, it looks to be an urban, city area, they are men, and wearing building clothes",29332,30
