SubjectID,StimID,CueText,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-20-1,2387122,polar bear,What is the polar bear doing next to the enclosure edge?,1,21271,1,1,1
Encode-Decode_Experiment-20-1,2412687,dog,What is the dog biting onto in the scene?,0,9548,2,4,2
Encode-Decode_Experiment-20-1,2370664,donuts,Where are the people located in the scene?,1,5333,1,1,3
Encode-Decode_Experiment-20-1,2369373,chef,What is the appearance of the oven?,1,10080,3,3,4
Encode-Decode_Experiment-20-1,2349475,blender,Which part of the blender is the woman holding?,1,9980,3,3,5
Encode-Decode_Experiment-20-1,2394020,horse ride,What are the riders wearing on their heads?,1,5572,2,2,6
Encode-Decode_Experiment-20-1,2350974,drink,Between which two objects is the child standing?,1,9012,4,4,7
Encode-Decode_Experiment-20-1,2385851,suitcase,What are the men doing with the suitcases?,1,8219,2,2,8
Encode-Decode_Experiment-20-1,2409918,elephant,Where are the elephants in the scene?,1,12794,4,4,9
Encode-Decode_Experiment-20-1,2345035,football,What are the people doing with the football?,1,5161,3,3,10
Encode-Decode_Experiment-20-1,150472,pizza-slice,How many women are in the scene?,1,2425,4,4,11
Encode-Decode_Experiment-20-1,2344622,cat,Where is the cat located?,1,6824,2,2,12
Encode-Decode_Experiment-20-1,2394020,horse ride,Where is the scene taking place?,1,7646,1,1,13
Encode-Decode_Experiment-20-1,2371471,bike-stuntmen,What is nearest to the motorcyclists?,1,16532,3,3,14
Encode-Decode_Experiment-20-1,2360001,clock,Where are the men standing?,0,5543,2,4,15
Encode-Decode_Experiment-20-1,2411268,apple,What is the child holding while picking fruit?,1,4088,2,2,16
Encode-Decode_Experiment-20-1,2412687,dog,What is the human's body position?,1,10741,3,3,17
Encode-Decode_Experiment-20-1,2345035,football,Who runs toward the football in the scene?,1,6502,2,2,18
Encode-Decode_Experiment-20-1,2386442,teeth,What is the person on the right wearing?,1,5746,3,3,19
Encode-Decode_Experiment-20-1,2371471,bike-stuntmen,What stunt is one motorcyclist performing?,0,9388,1,2,20
Encode-Decode_Experiment-20-1,2347025,umbrella,Where is the baby in relation to the mother?,1,4715,1,1,21
Encode-Decode_Experiment-20-1,2379478,baby-milk,What is the position of the babies?,1,4614,4,4,22
Encode-Decode_Experiment-20-1,2408717,surfboard,What are the surfers doing with the surfboards?,1,5069,3,3,23
Encode-Decode_Experiment-20-1,2349475,blender,What is the man doing to power the blender?,0,19273,2,1,24
Encode-Decode_Experiment-20-1,2385851,suitcase,Where are the men?,0,7262,1,3,25
Encode-Decode_Experiment-20-1,2347025,umbrella,Who is holding the umbrella in the scene?,1,2364,2,2,26
Encode-Decode_Experiment-20-1,2360001,clock,What are the workers doing to the clock?,0,13324,1,4,27
Encode-Decode_Experiment-20-1,2374670,spray-vehicle,What vehicle sprays water in the scene?,1,6535,1,1,28
Encode-Decode_Experiment-20-1,2379478,baby-milk,How many babies are visible in the scene?,1,3090,2,2,29
Encode-Decode_Experiment-20-1,2383555,boat,Who is holding the child in the boat?,1,2982,2,2,30
Encode-Decode_Experiment-20-1,2385550,tangerines,Which side of the frame is the boy on? (from your perspective),1,4182,3,3,31
Encode-Decode_Experiment-20-1,150472,pizza-slice,Where is the pizza slice located?,1,4671,2,2,32
Encode-Decode_Experiment-20-1,2408717,surfboard,How many surfers are in the scene?,1,3389,2,2,33
Encode-Decode_Experiment-20-1,2411268,apple,Where is the fruit branch relative to the child?,0,14357,1,4,34
Encode-Decode_Experiment-20-1,2367132,video game,How many men are playing in the scene?,1,3134,2,2,35
Encode-Decode_Experiment-20-1,2350974,drink,What is the child up against?,1,10153,1,1,36
Encode-Decode_Experiment-20-1,2397102,cake,What are the couple doing with the cake?,1,2914,1,1,37
Encode-Decode_Experiment-20-1,2397102,cake,What is the man holding besides the cake knife?,1,15716,3,3,38
Encode-Decode_Experiment-20-1,2370664,donuts,How many donuts are in the scene?,1,2656,4,4,39
Encode-Decode_Experiment-20-1,2410309,laptop,What is the baby touching?,1,4341,2,2,40
Encode-Decode_Experiment-20-1,2362704,bears,How many bears are in the scene?,1,1608,2,2,41
Encode-Decode_Experiment-20-1,2356125,airport,How many uniformed staff are moving the luggage?,0,3687,4,2,42
Encode-Decode_Experiment-20-1,2347400,wine,What are the men sitting on in the scene?,0,10004,2,1,43
