SubjectID,StimID,CueText,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-23-1,2411268,apple,What is the child holding while picking fruit?,1,6027,2,2,1
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,Where is the man standing relative to the vehicle?,0,6656,2,3,2
Encode-Decode_Experiment-23-1,2408717,surfboard,What are the surfers doing with the surfboards?,1,6166,3,3,3
Encode-Decode_Experiment-23-1,2356991,baseball,What is the current action of the gloved player on the base?,1,8759,2,2,4
Encode-Decode_Experiment-23-1,2410309,laptop,How many laptops or electronic devices are visible?,1,4048,4,4,5
Encode-Decode_Experiment-23-1,2345035,football,Who runs toward the football in the scene?,1,5773,2,2,6
Encode-Decode_Experiment-23-1,2397102,cake,What are the couple doing with the cake?,1,5966,1,1,7
Encode-Decode_Experiment-23-1,2371471,bike-stuntmen,What is nearest to the motorcyclists?,0,7855,1,3,8
Encode-Decode_Experiment-23-1,2370664,donuts,How many donuts are in the scene?,1,2965,4,4,9
Encode-Decode_Experiment-23-1,2379478,baby-milk,What is the position of the babies?,1,4614,4,4,10
Encode-Decode_Experiment-23-1,2367132,video game,In which hand(s) are the men holding the controllers?,1,7829,4,4,11
Encode-Decode_Experiment-23-1,2394020,horse ride,Where is the scene taking place?,1,6356,1,1,12
Encode-Decode_Experiment-23-1,2360001,clock,What are the workers doing to the clock?,1,4574,4,4,13
Encode-Decode_Experiment-23-1,2347400,wine,What are the men doing with the wine?,1,3198,3,3,14
Encode-Decode_Experiment-23-1,2344622,cat,Where is the cat located?,1,5693,2,2,15
Encode-Decode_Experiment-23-1,2412687,dog,What is the human's body position?,0,9697,2,3,16
Encode-Decode_Experiment-23-1,2386442,teeth,Who is brushing their teeth in the scene?,1,3157,1,1,17
Encode-Decode_Experiment-23-1,150472,pizza-slice,Where is the pizza slice located?,1,3510,2,2,18
Encode-Decode_Experiment-23-1,2356125,airport,How many uniformed staff are moving the luggage?,1,5858,2,2,19
Encode-Decode_Experiment-23-1,2347400,wine,What are the men sitting on in the scene?,1,4542,1,1,20
Encode-Decode_Experiment-23-1,2383555,boat,What is the woman at the back doing in the boat?,1,4584,4,4,21
Encode-Decode_Experiment-23-1,2362704,bears,How many bears are in the scene?,1,2696,2,2,22
Encode-Decode_Experiment-23-1,2397102,cake,What is the man holding besides the cake knife?,1,4052,3,3,23
Encode-Decode_Experiment-23-1,2360001,clock,Where are the men standing?,1,8177,4,4,24
Encode-Decode_Experiment-23-1,2411268,apple,Where is the fruit branch relative to the child?,1,8146,4,4,25
Encode-Decode_Experiment-23-1,2349475,blender,What is the man doing to power the blender?,1,6420,1,1,26
Encode-Decode_Experiment-23-1,2383555,boat,Who is holding the child in the boat?,1,3484,2,2,27
Encode-Decode_Experiment-23-1,2385550,tangerines,Where are the tangerines in the scene?,1,5720,4,4,28
Encode-Decode_Experiment-23-1,2387122,polar bear,Where is the polar bear located in the scene?,1,4900,3,3,29
Encode-Decode_Experiment-23-1,2387122,polar bear,What is the polar bear doing next to the enclosure edge?,1,10359,1,1,30
Encode-Decode_Experiment-23-1,2362704,bears,What are the bears doing with the pumpkins?,1,4225,4,4,31
Encode-Decode_Experiment-23-1,2408717,surfboard,How many surfers are in the scene?,0,7119,1,2,32
Encode-Decode_Experiment-23-1,2369373,chef,What is the appearance of the oven?,1,3977,3,3,33
Encode-Decode_Experiment-23-1,2385550,tangerines,Which side of the frame is the boy on? (from your perspective),1,5363,3,3,34
Encode-Decode_Experiment-23-1,2367132,video game,How many men are playing in the scene?,1,2916,2,2,35
Encode-Decode_Experiment-23-1,2347025,umbrella,Where is the baby in relation to the mother?,1,4935,1,1,36
Encode-Decode_Experiment-23-1,2370664,donuts,Where are the people located in the scene?,1,4866,1,1,37
Encode-Decode_Experiment-23-1,2348899,tie,What is the woman doing?,1,4262,4,4,38
Encode-Decode_Experiment-23-1,2345035,football,What are the people doing with the football?,1,4386,3,3,39
Encode-Decode_Experiment-23-1,2410309,laptop,What is the baby touching?,1,5643,2,2,40
Encode-Decode_Experiment-23-1,2385851,suitcase,Where are the men?,1,3985,3,3,41
Encode-Decode_Experiment-23-1,2356125,airport,Where is the luggage being moved to?,0,9441,2,1,42
Encode-Decode_Experiment-23-1,2385851,suitcase,What are the men doing with the suitcases?,1,2191,2,2,43
Encode-Decode_Experiment-23-1,2356991,baseball,How is the player on the left (from your perspective) reaching the base?,1,7631,1,1,44
Encode-Decode_Experiment-23-1,2412687,dog,What is the dog biting onto in the scene?,1,3485,4,4,45
Encode-Decode_Experiment-23-1,150472,pizza-slice,How many women are in the scene?,1,2962,4,4,46
Encode-Decode_Experiment-23-1,2350974,drink,Between which two objects is the child standing?,1,4508,4,4,47
Encode-Decode_Experiment-23-1,2379478,baby-milk,How many babies are visible in the scene?,1,2502,2,2,48
Encode-Decode_Experiment-23-1,2349475,blender,Which part of the blender is the woman holding?,1,3587,3,3,49
Encode-Decode_Experiment-23-1,2409918,elephant,What is the elephant on the right (from your perspective) doing with its trunk?,0,7471,4,2,50
Encode-Decode_Experiment-23-1,2350974,drink,What is the child up against?,1,11259,1,1,51
Encode-Decode_Experiment-23-1,2386442,teeth,What is the person on the right wearing?,1,8936,3,3,52
Encode-Decode_Experiment-23-1,2344622,cat,What is the cat resting its head on?,1,4147,4,4,53
Encode-Decode_Experiment-23-1,2347025,umbrella,Who is holding the umbrella in the scene?,1,5933,2,2,54
Encode-Decode_Experiment-23-1,2394020,horse ride,What are the riders wearing on their heads?,1,8096,2,2,55
Encode-Decode_Experiment-23-1,2409918,elephant,Where are the elephants in the scene?,1,5164,4,4,56
Encode-Decode_Experiment-23-1,2369373,chef,What tool is the chef using?,0,5420,2,3,57
Encode-Decode_Experiment-23-1,2348899,tie,Where is the woman located relative to the man? (from your perspective),1,5940,1,1,58
Encode-Decode_Experiment-23-1,2371471,bike-stuntmen,What stunt is one motorcyclist performing?,1,9430,2,2,59
Encode-Decode_Experiment-23-1,2374670,spray-vehicle,What vehicle sprays water in the scene?,0,8156,2,1,60
