SubjectID,StimID,CueText,CueQuestion,FreeResponse,RT_ms,TrialIndex
Encode-Decode_Experiment-20-1,2347025,umbrella,Which description best matches the image?,"pink, hold by child, child is on the back of her mother.",35085,1
Encode-Decode_Experiment-20-1,2345035,football,Which description best matches the image?,two girl are chasing the football,21667,2
Encode-Decode_Experiment-20-1,2356125,airport,Which description best matches the image?,"two stuff are carring the longage to belt, two stuff are wating for something",29147,3
Encode-Decode_Experiment-20-1,2344622,cat,Which description best matches the image?,"cat is lying on the blue blanket,while its owner is typing the keyboard",20278,4
Encode-Decode_Experiment-20-1,2371471,bike-stuntmen,Which description best matches the image?,"two man, one of them is using hand holding it but his body left the motorbyckle",31725,5
Encode-Decode_Experiment-20-1,2397102,cake,Which description best matches the image?,"the man holding womans hand cutting the cake,another hand is holding the beer bottle",26018,6
Encode-Decode_Experiment-20-1,2408717,surfboard,Which description best matches the image?,,5667,7
Encode-Decode_Experiment-20-1,2349475,blender,Which description best matches the image?,"the womans left hand is holding it,another hand is on the top.",43554,8
Encode-Decode_Experiment-20-1,2367132,video game,Which description best matches the image?,two man are playing it using both of their hands. a girl is lying on sofa behind them,27549,9
Encode-Decode_Experiment-20-1,2347400,wine,Which description best matches the image?,two man are smelling it and sitting on the sofa,10985,10
Encode-Decode_Experiment-20-1,2370664,donuts,Which description best matches the image?,"two man and one woman are in the scence, woman wear in red.",23451,11
Encode-Decode_Experiment-20-1,2385550,tangerines,Which description best matches the image?,"in two childrens mouth, one girl and one boy",13194,12
Encode-Decode_Experiment-20-1,2385851,suitcase,Which description best matches the image?,two man are carrying them,13093,13
Encode-Decode_Experiment-20-1,2394020,horse ride,Which description best matches the image?,two man on the horse walking along the beach. wear the cowboy hat,31538,14
Encode-Decode_Experiment-20-1,2411268,apple,Which description best matches the image?,a girl is picking it. there are three apples on the tree. she hold the red bag,30230,15
Encode-Decode_Experiment-20-1,2387122,polar bear,Which description best matches the image?,"on the other side of glass, stay in the water, one of its claw is put on glass",46246,16
Encode-Decode_Experiment-20-1,2350974,drink,Which description best matches the image?,,17174,17
Encode-Decode_Experiment-20-1,2412687,dog,Which description best matches the image?,,20416,18
Encode-Decode_Experiment-20-1,2383555,boat,Which description best matches the image?,"the woman in the front is holding the kid, while the other woman in the back is moving the boat",31849,19
Encode-Decode_Experiment-20-1,2360001,clock,Which description best matches the image?,four mam standing on the scaffhold is rasing the clock,17409,20
Encode-Decode_Experiment-20-1,2369373,chef,Which description best matches the image?,,4667,21
Encode-Decode_Experiment-20-1,2348899,tie,Which description best matches the image?,a woman is touching the mans tie,8322,22
Encode-Decode_Experiment-20-1,2374670,spray-vehicle,Which description best matches the image?,"car in red, a man is standing at the back of the car",9774,23
Encode-Decode_Experiment-20-1,2409918,elephant,Which description best matches the image?,"two man sitting on two elephants, the right people doesnt wear cloth, right elephant is eating plants",42936,24
Encode-Decode_Experiment-20-1,2379478,baby-milk,Which description best matches the image?,two babies,2741,25
Encode-Decode_Experiment-20-1,2362704,bears,Which description best matches the image?,eating,1841,26
Encode-Decode_Experiment-20-1,2386442,teeth,Which description best matches the image?,"man,woman,kid. all of them is brushing thier teeth",20777,27
Encode-Decode_Experiment-20-1,2356991,baseball,Which description best matches the image?,"one man is on the ground,another one is wating for cating the ball",17292,28
Encode-Decode_Experiment-20-1,150472,pizza-slice,Which description best matches the image?,two women. the right one wear glass,13184,29
Encode-Decode_Experiment-20-1,2410309,laptop,Which description best matches the image?,,1299,30
