SubjectID,StimID,CueText,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-3-1,2348899,tie,What is the woman doing?,1,4282,4,4,1
Encode-Decode_Experiment-3-1,2385550,tangerines,Where are the tangerines in the scene?,1,2750,4,4,2
Encode-Decode_Experiment-3-1,2349475,blender,What is the man doing to power the blender?,1,3344,1,1,3
Encode-Decode_Experiment-3-1,2350974,drink,What is the child up against?,1,5201,1,1,4
Encode-Decode_Experiment-3-1,2371471,motorcycle,What stunt is one motorcyclist performing?,1,7735,2,2,5
Encode-Decode_Experiment-3-1,2356125,airport,How many uniformed staff are moving the luggage?,1,3202,2,2,6
Encode-Decode_Experiment-3-1,2387122,polar bear,Where is the polar bear located in the scene?,1,3643,3,3,7
Encode-Decode_Experiment-3-1,2369373,chef,What is the appearance of the oven?,1,3456,3,3,8
Encode-Decode_Experiment-3-1,2394020,horse ride,Where is the scene taking place?,1,2717,1,1,9
Encode-Decode_Experiment-3-1,2370664,donuts,How many donuts are in the scene?,1,3000,4,4,10
Encode-Decode_Experiment-3-1,150472,pizza,How many women are in the scene?,1,4279,4,4,11
Encode-Decode_Experiment-3-1,2411268,apple,What is the child holding while picking fruit?,1,5474,2,2,12
Encode-Decode_Experiment-3-1,2385851,suitcase,What are the men doing with the suitcases?,1,3774,2,2,13
Encode-Decode_Experiment-3-1,2385851,suitcase,Where are the men?,1,9158,3,3,14
Encode-Decode_Experiment-3-1,2379478,baby-milk,How many babies are visible in the scene?,1,3800,2,2,15
Encode-Decode_Experiment-3-1,2347400,wine,What are the men sitting on in the scene?,1,2576,1,1,16
Encode-Decode_Experiment-3-1,2386442,teeth,What is the person on the right wearing?,0,4849,1,3,17
Encode-Decode_Experiment-3-1,2386442,teeth,Who is brushing their teeth in the scene?,1,4988,1,1,18
Encode-Decode_Experiment-3-1,2371471,motorcycle,What is nearest to the motorcyclists?,1,6461,3,3,19
Encode-Decode_Experiment-3-1,2344622,cat,What is the cat resting its head on?,1,5153,4,4,20
Encode-Decode_Experiment-3-1,2410309,laptop,How many laptops or electronic devices are visible?,1,4308,4,4,21
Encode-Decode_Experiment-3-1,2387122,polar bear,What is the polar bear doing next to the enclosure edge?,1,5943,1,1,22
Encode-Decode_Experiment-3-1,2408717,surfboard,How many surfers are in the scene?,1,2913,2,2,23
Encode-Decode_Experiment-3-1,2345035,football,What are the people doing with the football?,0,5740,4,3,24
Encode-Decode_Experiment-3-1,150472,pizza,Where is the pizza slice located?,1,2566,2,2,25
Encode-Decode_Experiment-3-1,2409918,elephant,Where are the elephants in the scene?,1,4704,4,4,26
Encode-Decode_Experiment-3-1,2367132,video game,How many men are playing in the scene?,1,2652,2,2,27
Encode-Decode_Experiment-3-1,2409918,elephant,What is the elephant on the right (from your perspective) doing with its trunk?,1,7098,2,2,28
Encode-Decode_Experiment-3-1,2345035,football,Who runs toward the football in the scene?,1,7094,2,2,29
Encode-Decode_Experiment-3-1,2394020,horse ride,What are the riders wearing on their heads?,1,2682,2,2,30
Encode-Decode_Experiment-3-1,2412687,dog,What is the dog biting onto in the scene?,1,2861,4,4,31
Encode-Decode_Experiment-3-1,2356125,airport,Where is the luggage being moved to?,0,8233,3,1,32
Encode-Decode_Experiment-3-1,2397102,cake,What is the man holding besides the cake knife?,1,2872,3,3,33
Encode-Decode_Experiment-3-1,2369373,chef,What tool is the chef using?,1,3757,3,3,34
Encode-Decode_Experiment-3-1,2349475,blender,Which part of the blender is the woman holding?,1,3399,3,3,35
Encode-Decode_Experiment-3-1,2379478,baby-milk,What is the position of the babies?,1,3966,4,4,36
Encode-Decode_Experiment-3-1,2385550,tangerines,Which side of the frame is the boy on? (from your perspective),1,4765,3,3,37
Encode-Decode_Experiment-3-1,2348899,tie,Where is the woman located relative to the man? (from your perspective),0,6102,4,1,38
Encode-Decode_Experiment-3-1,2362704,bears,What are the bears doing with the pumpkins?,1,3361,4,4,39
Encode-Decode_Experiment-3-1,2362704,bears,How many bears are in the scene?,1,2282,2,2,40
Encode-Decode_Experiment-3-1,2347400,wine,What are the men doing with the wine?,1,4822,3,3,41
Encode-Decode_Experiment-3-1,2356991,baseball,What is the current action of the gloved player on the base?,1,4980,2,2,42
Encode-Decode_Experiment-3-1,2347025,umbrella,Where is the baby in relation to the mother?,1,2461,1,1,43
Encode-Decode_Experiment-3-1,2383555,boat,What is the woman at the back doing in the boat?,1,3169,4,4,44
Encode-Decode_Experiment-3-1,2374670,spray-vehicle,What vehicle sprays water in the scene?,1,2330,1,1,45
Encode-Decode_Experiment-3-1,2410309,laptop,What is the baby touching?,1,3773,2,2,46
Encode-Decode_Experiment-3-1,2360001,clock,Where are the men standing?,0,8085,3,4,47
Encode-Decode_Experiment-3-1,2383555,boat,Who is holding the child in the boat?,1,2954,2,2,48
Encode-Decode_Experiment-3-1,2350974,drink,Between which two objects is the child standing?,1,4508,4,4,49
Encode-Decode_Experiment-3-1,2356991,baseball,How is the player on the left (from your perspective) reaching the base?,1,4967,1,1,50
Encode-Decode_Experiment-3-1,2360001,clock,What are the workers doing to the clock?,1,4486,4,4,51
Encode-Decode_Experiment-3-1,2374670,spray-vehicle,Where is the man standing relative to the vehicle?,0,10675,4,3,52
Encode-Decode_Experiment-3-1,2370664,donuts,Where are the people located in the scene?,1,3536,1,1,53
Encode-Decode_Experiment-3-1,2411268,apple,Where is the fruit branch relative to the child?,1,5107,4,4,54
Encode-Decode_Experiment-3-1,2347025,umbrella,Who is holding the umbrella in the scene?,1,3886,2,2,55
Encode-Decode_Experiment-3-1,2412687,dog,What is the human's body position?,1,3810,3,3,56
Encode-Decode_Experiment-3-1,2408717,surfboard,What are the surfers doing with the surfboards?,1,3465,3,3,57
Encode-Decode_Experiment-3-1,2367132,video game,In which hand(s) are the men holding the controllers?,1,3886,4,4,58
Encode-Decode_Experiment-3-1,2397102,cake,What are the couple doing with the cake?,1,2315,1,1,59
Encode-Decode_Experiment-3-1,2344622,cat,Where is the cat located?,1,4767,2,2,60
