SubjectID,StimID,CueText,CueQuestion,FreeResponse,RT_ms,TrialIndex
Encode-Decode_Experiment-8-1,2411268,apple,Which description best matches the image?,green apple tree,17815,1
Encode-Decode_Experiment-8-1,2347025,umbrella,Which description best matches the image?,"mother and child, child on mothers back, holding a pink umbrella. both wearing hats, woman has hoop earrings",29129,2
Encode-Decode_Experiment-8-1,2362704,bears,Which description best matches the image?,"2 bears, eating pumpkins. black bears. one on right had mouth in pumpkin, other sat next to it",27525,3
Encode-Decode_Experiment-8-1,2379478,baby-milk,Which description best matches the image?,2 babies laid in a bed drinking milk from a bottle,18026,4
Encode-Decode_Experiment-8-1,2350974,drink,Which description best matches the image?,little boy stood between blue motorcycle and red car. holding a bottle with a red lid and label,27851,5
Encode-Decode_Experiment-8-1,2356991,baseball,Which description best matches the image?,"2 baseball players on a pitch, ball flying between them, one on left is on the ground reaching head first, one on the right has his arm out ready to catch the baseball",40546,6
Encode-Decode_Experiment-8-1,2374670,spray-vehicle,Which description best matches the image?,"red vehicle with green pipe spraying water, man on behind of truck",19094,7
Encode-Decode_Experiment-8-1,2347400,wine,Which description best matches the image?,"2 men sat on a sofa , each sniffing a glass of red wine",18373,8
Encode-Decode_Experiment-8-1,2345035,football,Which description best matches the image?,"2 female players on a pitch, one with a blue top with 20 on it, ball on the right of the girls, people in the background on the pitch",35215,9
Encode-Decode_Experiment-8-1,2387122,polar bear,Which description best matches the image?,"blonde man holding a camera to the glass, polar bear in water pressed up against the glass",18877,10
Encode-Decode_Experiment-8-1,2369373,chef,Which description best matches the image?,,8036,11
Encode-Decode_Experiment-8-1,2344622,cat,Which description best matches the image?,cat laid on a blue blanket next to a person typing on a keyboard,14117,12
Encode-Decode_Experiment-8-1,2383555,boat,Which description best matches the image?,"4 people on the boat wearing hats, 3 women one child, lady at the back is rowing",24153,13
Encode-Decode_Experiment-8-1,2410309,laptop,Which description best matches the image?,"2 laptops, lady on left in red dress, baby on right with hands on keyboard",30156,14
Encode-Decode_Experiment-8-1,2370664,donuts,Which description best matches the image?,"3 people eating donuts outside on the street, 2 men and 1 woman",21616,15
Encode-Decode_Experiment-8-1,2397102,cake,Which description best matches the image?,"man and woman cutting white cake with coloured dots, man on right holding beer, woman in dress",23536,16
Encode-Decode_Experiment-8-1,2367132,video game,Which description best matches the image?,"girl in the back on sofa, 2 men stood up playing, holding controller in both hands",22516,17
Encode-Decode_Experiment-8-1,2385550,tangerines,Which description best matches the image?,"2 children, boy on left, girl on right, tangerines inside their mouths",17130,18
Encode-Decode_Experiment-8-1,2412687,dog,Which description best matches the image?,"dog in centre, playing with a man in sliders and grey clothes holding a red frisbee, its dark and outside",21862,19
Encode-Decode_Experiment-8-1,2409918,elephant,Which description best matches the image?,"2 elephants in water, both with a man on top, one man is shirtless.",40278,20
Encode-Decode_Experiment-8-1,2408717,surfboard,Which description best matches the image?,"4 women holding surfboards, 2 green on the right, and 2 others on the left, on a beach, walking towards water",25132,21
Encode-Decode_Experiment-8-1,2348899,tie,Which description best matches the image?,"4 people in photo, 3 men on left, one woman on right. 3rd man from the left is wearing a striped pink and white tie, which is being touched by the woman next to him",34329,22
Encode-Decode_Experiment-8-1,2386442,teeth,Which description best matches the image?,"3 people brushing their teeth, woman on left with white and green brush, child in middle, and man on right hand side",30541,23
Encode-Decode_Experiment-8-1,2371471,bike-stuntmen,Which description best matches the image?,"2 men in the air in front of a building on top of a ramp, the one in the left is seated, whilst the one on the right is doing a handstand in the air",30137,24
Encode-Decode_Experiment-8-1,2360001,clock,Which description best matches the image?,4 men in a black and white photo stood on scaffolding and holding up a big clock that says ZENITH,21461,25
Encode-Decode_Experiment-8-1,2394020,horse ride,Which description best matches the image?,"2 men in cowboy hats on the beach riding horses, the one on the right is more brown, the left horse is white and brown",22893,26
Encode-Decode_Experiment-8-1,2356125,airport,Which description best matches the image?,"airport workers at conveyer belt, 3 suitcases in the photo, 3 women, 1 man, 2 woman onthe right are putting a suitcase in",33265,27
Encode-Decode_Experiment-8-1,150472,pizza,Which description best matches the image?,"2 women outside at night eating a big slice of pizza off a paper plate, one on the right is wearing glasses",21360,28
Encode-Decode_Experiment-8-1,2385851,suitcase,Which description best matches the image?,2 man walking carryinh red suitcases above them,13547,29
Encode-Decode_Experiment-8-1,2349475,blender,Which description best matches the image?,"outdoors, 3 people in photo, man on bike, woman wearing green",17695,30
