SubjectID,StimID,CueText,CueQuestion,FreeResponse,RT_ms,TrialIndex
Encode-Decode_Experiment-11-1,2347025,umbrella,Which description best matches the image?,there was an old woman with a baby on her back carrying the pink umbrella,26319,1
Encode-Decode_Experiment-11-1,2350974,drink,Which description best matches the image?,there was a man holding a beer glass or can,34093,2
Encode-Decode_Experiment-11-1,2410309,laptop,Which description best matches the image?,a woman with a laptop and beside her a baby touching a keyboard of a laptop. some drink plastic bottle in between them,25364,3
Encode-Decode_Experiment-11-1,2394020,horse ride,Which description best matches the image?,two men riding horses on a beach wearing cowboy hats and boots,13614,4
Encode-Decode_Experiment-11-1,2360001,clock,Which description best matches the image?,4 men standing on something raising a big clock,23472,5
Encode-Decode_Experiment-11-1,150472,pizza-slice,Which description best matches the image?,two women sharing a pizza pslice on a paper plate. on of them had glasses,25174,6
Encode-Decode_Experiment-11-1,2356125,airport,Which description best matches the image?,two uniformed officers keeping bags on the conveyor belt. four officers in total but only two helping with the bags,40600,7
Encode-Decode_Experiment-11-1,2356991,baseball,Which description best matches the image?,one boy sliding towards the base headfirst. the other boy trying to catch the ball,30802,8
Encode-Decode_Experiment-11-1,2385851,suitcase,Which description best matches the image?,two men under a covered area carrying red suitcases,18940,9
Encode-Decode_Experiment-11-1,2344622,cat,Which description best matches the image?,a cat sleeping on a blue blanket next to a keyboard which has a hand on it,17160,10
Encode-Decode_Experiment-11-1,2374670,spray-vehicle,Which description best matches the image?,a man standing at the back of a redd truck that is sparying water on what look slike a field,23654,11
Encode-Decode_Experiment-11-1,2367132,video game,Which description best matches the image?,two men playing a game with the remote controls in both their hands. a girl sitting on the couch behind them,28850,12
Encode-Decode_Experiment-11-1,2370664,donuts,Which description best matches the image?,three people standing on a street eating one donut each,13105,13
Encode-Decode_Experiment-11-1,2386442,teeth,Which description best matches the image?,"one man one woman and a child brushing their teeth. man wearing purple shirt, child wearing checked shirt and woman wearing triped shirt",31046,14
Encode-Decode_Experiment-11-1,2345035,football,Which description best matches the image?,two girls from diferent teams chasing a football during a match played on a football field,26199,15
Encode-Decode_Experiment-11-1,2379478,baby-milk,Which description best matches the image?,two babies lying down on a bed drinking milk from a baby bottle,16120,16
Encode-Decode_Experiment-11-1,2385550,tangerines,Which description best matches the image?,"two children, one boy and one girl with tangerines in their mouth",16245,17
Encode-Decode_Experiment-11-1,2412687,dog,Which description best matches the image?,a man holding out a red frisbee which the dog is trying to take with its mouth,18813,18
Encode-Decode_Experiment-11-1,2362704,bears,Which description best matches the image?,"two bears eating something which looks like a pumpkin, something orange",29454,19
Encode-Decode_Experiment-11-1,2408717,surfboard,Which description best matches the image?,4 women on a beach carrying one surfboard each. 2 women have white surfboards and the other two have a neon green surfbpard,32694,20
Encode-Decode_Experiment-11-1,2348899,tie,Which description best matches the image?,a man sitting with 2 of his male friends standing next to him. a woman touching his pink and white tie,29580,21
Encode-Decode_Experiment-11-1,2369373,chef,Which description best matches the image?,dont remember,15477,22
Encode-Decode_Experiment-11-1,2387122,polar bear,Which description best matches the image?,a polar bear in water behind a glass facade and a man looking at him with a camera around his neck,22692,23
Encode-Decode_Experiment-11-1,2371471,bike-stuntmen,Which description best matches the image?,"two stuntmen on bikes in the air, one of them just sitting and the other doing a handstand while in air",31523,24
Encode-Decode_Experiment-11-1,2397102,cake,Which description best matches the image?,"a couple cutting a cake, the man has a beer in his hand. a guinness",16383,25
Encode-Decode_Experiment-11-1,2409918,elephant,Which description best matches the image?,two elephants in water with one man on each. the elephant on the right is eating a plant,21386,26
Encode-Decode_Experiment-11-1,2383555,boat,Which description best matches the image?,dont remember,12147,27
Encode-Decode_Experiment-11-1,2411268,apple,Which description best matches the image?,dont remember,17374,28
Encode-Decode_Experiment-11-1,2347400,wine,Which description best matches the image?,two men smelling a glass of red wine each,11968,29
Encode-Decode_Experiment-11-1,2349475,blender,Which description best matches the image?,a man cycling to power a blender. a woman holding the top lid of the blender and someone standing in the background,23780,30
