SubjectID,StimID,CueText,CueQuestion,FreeResponse,RT_ms,TrialIndex
Encode-Decode_Experiment-28-1,2369373,chef,Which description best matches the image?,man putting pizza into oven that resembles a mouth,20572,1
Encode-Decode_Experiment-28-1,2387122,polar bear,Which description best matches the image?,polar bear is in water in a glass encolsure and pressing against the glass barrier while a person in front of the barrier is holding a camera,36087,2
Encode-Decode_Experiment-28-1,2411268,apple,Which description best matches the image?,a little girl is looking up at the apple tree while holding a red bag,17412,3
Encode-Decode_Experiment-28-1,2410309,laptop,Which description best matches the image?,a woman and a small child are sat on a sofa. The woman has a laptop in her lap and the child is touching the keyboard of another computer. There is a bottle in the middle,41997,4
Encode-Decode_Experiment-28-1,2344622,cat,Which description best matches the image?,"There is a cat on the left of the photo, resting on top of a blue blanket. On the right, a person is typing on a keyboard",33695,5
Encode-Decode_Experiment-28-1,150472,pizza-slice,Which description best matches the image?,Two women are leaning forward to eat a slice of pizza off of a paper plate. The woman on the right is wearing glasses,33844,6
Encode-Decode_Experiment-28-1,2385550,tangerines,Which description best matches the image?,"Two children, a boy on the left and a girl on the right, with tangerines in their mouths",21508,7
Encode-Decode_Experiment-28-1,2371471,bike-stuntmen,Which description best matches the image?,Two stuntmen in the air on their bikes. The man on the right is performing a handstand and there is a dirt ramp at the bottom of the image,36193,8
Encode-Decode_Experiment-28-1,2409918,elephant,Which description best matches the image?,Two elephants in water with a boy on each of their backs. The boy on the left is standing while the boy on the right is sitting. The elephant on the right is eating plants,40890,9
Encode-Decode_Experiment-28-1,2356991,baseball,Which description best matches the image?,One player is diving head-first towards the stump while the other player with a gloved hand is catching the ball,29232,10
Encode-Decode_Experiment-28-1,2348899,tie,Which description best matches the image?,A man with an undone tie is taking to two other men on the left of the image. A woman on the right of the image is reaching forwards to touch the man's tie,36313,11
Encode-Decode_Experiment-28-1,2349475,blender,Which description best matches the image?,One person is cycling on a bike to power the blender and they ar eon the left of the image. The woman on the right is holding the lid of the blender,37493,12
Encode-Decode_Experiment-28-1,2386442,teeth,Which description best matches the image?,"A woman, a man, and a child are all brushing their teeth. The woman is on the left and wearing a pink shirt, the child in the middle is wearing a checked shirt, and the man on the right is wearing a purple shirt",46724,13
Encode-Decode_Experiment-28-1,2379478,baby-milk,Which description best matches the image?,Two babies are lying side by side on a bed with striped pillows under their heads and are ducking milk from bottles,27016,14
Encode-Decode_Experiment-28-1,2385851,suitcase,Which description best matches the image?,Two people are walking on a covered walkway and are each carrying a large red suitcase on their backs,33553,15
Encode-Decode_Experiment-28-1,2347400,wine,Which description best matches the image?,"Two men are sat on a couch, each holding a glass of wine and smelling it. There is a TV in the background on the left",28005,16
Encode-Decode_Experiment-28-1,2362704,bears,Which description best matches the image?,There are two black bears eating pumpkin. The bear on the right of the image is facing away,23670,17
Encode-Decode_Experiment-28-1,2350974,drink,Which description best matches the image?,,20037,18
Encode-Decode_Experiment-28-1,2412687,dog,Which description best matches the image?,A man and a dog are in a back garden. The man is standing on the right holding a red frisbee for the dog to catch,31172,19
Encode-Decode_Experiment-28-1,2408717,surfboard,Which description best matches the image?,Four people are walking along the beach carrying surfboards. The two on the right of the image are holding bright green surfboards,28173,20
Encode-Decode_Experiment-28-1,2367132,video game,Which description best matches the image?,"Two men are standing up and playing a video game, holding the controllers in both hands. Behind them there is a young girl sat on the sofa",30304,21
Encode-Decode_Experiment-28-1,2347025,umbrella,Which description best matches the image?,A baby is on a woman's back and the baby is holding a bright pink umbrella,26005,22
Encode-Decode_Experiment-28-1,2383555,boat,Which description best matches the image?,Two women and a child are ona wooden raft on the river. The woman at the back is rowing and the woman at the front is holding the child,30495,23
Encode-Decode_Experiment-28-1,2374670,spray-vehicle,Which description best matches the image?,"A red truck on a track, spraying out water bahind it while a man is stood at the back of the truck",32716,24
Encode-Decode_Experiment-28-1,2397102,cake,Which description best matches the image?,A man and a woman are cutting a cake together. The woman is wearing a pink dress and the man is in a suit and holding a beer bottle in his other hand,33776,25
Encode-Decode_Experiment-28-1,2370664,donuts,Which description best matches the image?,"Three people are stood in a street, all biting into a donut. There is a woman in the middle and two men either side of her",24027,26
Encode-Decode_Experiment-28-1,2394020,horse ride,Which description best matches the image?,Two men rifing brown and white horses along a beach. Both men are wearing cowboy hats,19219,27
Encode-Decode_Experiment-28-1,2360001,clock,Which description best matches the image?,Four men are stood on scaffolding trying to raise a clock,12330,28
Encode-Decode_Experiment-28-1,2356125,airport,Which description best matches the image?,There are four people in the image. A man and a woman are stood on the left while two other people are lifting a striped suitcase onto the conveyer belt. There are two other suitcases on the conveyer belt. One is plain and the other one has a checked pattern,77247,29
Encode-Decode_Experiment-28-1,2345035,football,Which description best matches the image?,Two girls are chasing a football. The girl on the right is wearing a blue football jersey and the girl on the left is wearing a white football jersey.,34031,30
