SubjectID,StimID,CueText,CueQuestion,FreeResponse,RT_ms,TrialIndex
Encode-Decode_Experiment-6-1,2385851,suitcase,Which description best matches the image?,two men carrying a red suitcase each underneath a covered pathway.,47205,1
Encode-Decode_Experiment-6-1,2348899,tie,Which description best matches the image?,"three men, one sitting down with a loose pink tie. there is a blonde girl to the right of him touching his tie. they;re all drinking and laughing",43181,2
Encode-Decode_Experiment-6-1,2347025,umbrella,Which description best matches the image?,there is an older looking asian woman carrying a baby on her back. the baby is carrying a pink umbrella.,33336,3
Encode-Decode_Experiment-6-1,2379478,baby-milk,Which description best matches the image?,"it is a black and white picture of two babies laying down on a bed, each has its own bottle of baby milk and they;re drinking it.",35508,4
Encode-Decode_Experiment-6-1,2356125,airport,Which description best matches the image?,"there are 3 flight attendants shown, and one pilot. 2 of the flight attendants are moving a suitcase to a black conveyor belt where other suitcases are displayed. the suitcase is big and wrapped in a cellophane type of material.",85753,5
Encode-Decode_Experiment-6-1,2412687,dog,Which description best matches the image?,i dont remember a dog.,56652,6
Encode-Decode_Experiment-6-1,2409918,elephant,Which description best matches the image?,"there were two elephants in water, the one on the left had a man standing on top of it, the one on the right had a man sitting on top of it and was eating plants.",47029,7
Encode-Decode_Experiment-6-1,2410309,laptop,Which description best matches the image?,"it was a woman and a baby on a couch, they both had laptops. the woman was holding one and the baby was next to one, touching the keyboard.",40828,8
Encode-Decode_Experiment-6-1,2362704,bears,Which description best matches the image?,there were 2 black bears eating pumpkins. one was looking towards the camera.,28469,9
Encode-Decode_Experiment-6-1,2360001,clock,Which description best matches the image?,"it was a black and white picture of 4 men raising a clock with the word ZENITH on it, they were on a scaffold.",44066,10
Encode-Decode_Experiment-6-1,150472,pizza,Which description best matches the image?,two women taking a selfie while holding paper plates with a slcie of pizza each. one woman had her mouth open.,32969,11
Encode-Decode_Experiment-6-1,2344622,cat,Which description best matches the image?,there was a cat laying on a blue blanket to the left of a keyboard that had a hand on it.,25836,12
Encode-Decode_Experiment-6-1,2345035,football,Which description best matches the image?,"there were two girls, one was earing the number 20 and the other was wearing the number 3 and they had black knee high socks on and sports kit. they were from opposite teams and were chasing a football.",45787,13
Encode-Decode_Experiment-6-1,2383555,boat,Which description best matches the image?,3 women and a baby on a boat in like a river. the woman in the front was carrying the baby and woman in the back was rowing.,33645,14
Encode-Decode_Experiment-6-1,2408717,surfboard,Which description best matches the image?,"4 women carrying surfboards from the sand into the sea, the two in the front had neon green surfboards.",32628,15
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,Which description best matches the image?,"two stuntmen on motorcycles were in the air above a dirt ramp. one was still on the mototrcycle, the other was doing a handstand, i think they were red.",45165,16
Encode-Decode_Experiment-6-1,2367132,video game,Which description best matches the image?,two men holding videogame controllers standing up. there was also a girl wearing a pink shirt in the background on the couch.,31840,17
Encode-Decode_Experiment-6-1,2394020,horse ride,Which description best matches the image?,two men riding horses on the beach. theyre both wearing cowboy hats and its a landscape image.,37217,18
Encode-Decode_Experiment-6-1,2349475,blender,Which description best matches the image?,there is a woman holding the lid of a blender and a man powering it using his bicycle.,27434,19
Encode-Decode_Experiment-6-1,2369373,chef,Which description best matches the image?,there is a chef moving pizza using a pizza plate into a pizza oven thaat has the design of an open mouth as the oven.,41891,20
Encode-Decode_Experiment-6-1,2347400,wine,Which description best matches the image?,two men on a couch sniffing two glasses of wine.,20320,21
Encode-Decode_Experiment-6-1,2370664,donuts,Which description best matches the image?,3 people in a close up photo showing holding a donut each.,32453,22
Encode-Decode_Experiment-6-1,2350974,drink,Which description best matches the image?,A SMALL CHILD BETWEEN A RED CAR AND A BLUE MOTORCYCLE SHOWN TO BE DRINKING LIKE AN ENERGY DRINK.,47620,23
Encode-Decode_Experiment-6-1,2397102,cake,Which description best matches the image?,"A COUPLE, MAYBE AT A WEDDING, THEYRE BOTH HOLDING THE KNIFE AND CUTTING THE FIRST PIECE OF THE CAKE. THE MAN IS ALSO HOLDING BEER.",33845,24
Encode-Decode_Experiment-6-1,2374670,spray-vehicle,Which description best matches the image?,"a red truck spraying water onto a field, there is a man standing at the back of it.",40420,25
Encode-Decode_Experiment-6-1,2387122,polar bear,Which description best matches the image?,"there is a white polar bear swimming in water with its snout up against the glass enclosure and there is a photographer on the other side, a blond woman with a camera.",54180,26
Encode-Decode_Experiment-6-1,2385550,tangerines,Which description best matches the image?,"a boy on the left, a girl on the right, both have brown eyes, the girl has brown hair and bangs, theyboth have peeled tangerines in their mouths.",45975,27
Encode-Decode_Experiment-6-1,2411268,apple,Which description best matches the image?,a small girl reaching to pick an apple from apple tree while holding a red bag.,29480,28
Encode-Decode_Experiment-6-1,2386442,teeth,Which description best matches the image?,"a woman on the left, a child in the middle, and a man on the right whos wearing a purple shirt and theyre all brushing their teeth.",35751,29
Encode-Decode_Experiment-6-1,2356991,baseball,Which description best matches the image?,"a man with a glove as at base trying to catch the ball that is incoming, and another man sliding into the base headfirst.",49578,30
