SubjectID,StimID,CueText,CueQuestion,FreeResponse,RT_ms,TrialIndex
Encode-Decode_Experiment-5-1,2347025,umbrella,Which description best matches the image?,"small baby holding an umbrella either pink or red on the bcak of an older woman who was holding her. The baby held the umbrella with her right hand, and was a girl. Both the baby and the woman appeared to ne asian and i beleive the baby perhaps had her hood up aswell, it looked like it was raining",101350,1
Encode-Decode_Experiment-5-1,2371471,bike-stuntmen,Which description best matches the image?,"two bike stuntmen, one in front and one behind. the one in front was holding on to the handle bars of the bike but his body was risen from his seat because he was doing a handstand, while the other rider was sat on the bike. both of them were suspended in mid air and looked like they were heading towards the brown but of ground on the image. There were grey pannels behund them and i believe there was one rider in a red costume and helmet, and another rider in a blue costume and helmet",112618,2
Encode-Decode_Experiment-5-1,2370664,donuts,Which description best matches the image?,"3 friends eating donuts, 2 men and one woman in the middle with the 2 men at eaither side of her. both men were just holding the donut up to their mouths but not actually eatung it, the man on the right sunk his teeth into his donut and you could see his two front teeth. the woman simply held the docut up to her mouth withought placing it in her mouth and she had brown hair",110859,3
Encode-Decode_Experiment-5-1,2369373,chef,Which description best matches the image?,"a grey pizza oven in the shape of a big face, the chef was using a pizza slider to put the pizza inside of the oven and he had on a white apron and chefs hat",42578,4
Encode-Decode_Experiment-5-1,2386442,teeth,Which description best matches the image?,"a woman, man and a child brushing their teeth, with the woman at the left side with visible toothpaste around her mouth, the child in the middle with the toothbrush inside his mouth and the man on the right with the toothbrush also in his mouth and wearing a purple sweater",68421,5
Encode-Decode_Experiment-5-1,2374670,spray-vehicle,Which description best matches the image?,"man stood at the back of a red spraying truck where there were 4 hoses off of the truck, he is at the back of the vehicle and stood on a fixture that looks like a wooden plank",62125,6
Encode-Decode_Experiment-5-1,2410309,laptop,Which description best matches the image?,"a person's hand is on the black keyboard and there is a grey and black cat to the left of the person , laying ona  blue cloth.",52776,7
Encode-Decode_Experiment-5-1,2360001,clock,Which description best matches the image?,"3 or 4 men attempting to raise a large clock on a street, stood on a wooden plank in a black and white image",42092,8
Encode-Decode_Experiment-5-1,2350974,drink,Which description best matches the image?,a small child is drinking from a coca cola bottle and leaning with his hand against a red car. someone who i think was on a bike is infront of the child,54546,9
Encode-Decode_Experiment-5-1,2379478,baby-milk,Which description best matches the image?,2 babies in a black and white photograph holding each their own bottle of milk lat,52990,10
Encode-Decode_Experiment-5-1,2412687,dog,Which description best matches the image?,"a dog was about to take a red frisbee from the hand of its owner, it was in a back garden of some sort and looked like a blonde labrador",93447,11
Encode-Decode_Experiment-5-1,2347400,wine,Which description best matches the image?,"two men sat on a couch dwith two glasses of red wine on on each hand, they were holding the glasses up to their noses and smelling it. the couch was brown and the man on the right was squinting his eyes as he smelled the wine, and the man on the left had his wine glass held lower to around his mouth area",75047,12
Encode-Decode_Experiment-5-1,2397102,cake,Which description best matches the image?,"a man and a woman were cutting a cake, the cake had white frosting on it and blue letters as well as red, they were holding the cake knife together when cutting the cake and were both white individuals",49814,13
