SubjectID,StimID,node_id,concept,content_type,evidence_type,status,recalled,matched_phrase
Encode-Decode_Experiment-12-1,2347400,2347400_001,two,object_attribute,literal,correct,1,two
Encode-Decode_Experiment-12-1,2347400,2347400_002,person,object_identity,literal,correct,1,men
Encode-Decode_Experiment-12-1,2347400,2347400_004,smelling,action_relation,latent,correct,1,smelling
Encode-Decode_Experiment-12-1,2347400,2347400_005,red,object_attribute,literal,correct,1,red wine
Encode-Decode_Experiment-12-1,2347400,2347400_006,wine,object_identity,literal,correct,1,wine
Encode-Decode_Experiment-12-1,2347400,2347400_007,sitting,action_relation,literal,correct,1,sitting
Encode-Decode_Experiment-12-1,2347400,2347400_009,sofa,object_identity,literal,correct,1,sofa
Encode-Decode_Experiment-12-1,2347400,2347400_010,on,spatial_relation,literal,correct,1,on a sofa
Encode-Decode_Experiment-12-1,2347400,2347400_013,glass,object_identity,literal,correct,1,glasses of red wine
Encode-Decode_Experiment-12-1,2347400,2347400_042,man,object_attribute,latent,correct,1,men
Encode-Decode_Experiment-14-1,2347400,2347400_001,two,object_attribute,literal,correct,1,two men
Encode-Decode_Experiment-14-1,2347400,2347400_002,person,object_identity,literal,correct,1,men
Encode-Decode_Experiment-14-1,2347400,2347400_004,smelling,action_relation,latent,correct,1,smelling
Encode-Decode_Experiment-14-1,2347400,2347400_005,red,object_attribute,literal,correct,1,red wine
Encode-Decode_Experiment-14-1,2347400,2347400_006,wine,object_identity,literal,correct,1,wine
Encode-Decode_Experiment-14-1,2347400,2347400_007,sitting,action_relation,literal,correct,1,sat on the couch
Encode-Decode_Experiment-14-1,2347400,2347400_008,couch,object_identity,literal,correct,1,couch
Encode-Decode_Experiment-14-1,2347400,2347400_010,on,spatial_relation,literal,correct,1,on the couch
Encode-Decode_Experiment-14-1,2347400,2347400_013,glass,object_identity,literal,correct,1,a glass of red wine
Encode-Decode_Experiment-14-1,2347400,2347400_042,man,object_attribute,latent,correct,1,men
Encode-Decode_Experiment-15-1,2347400,2347400_001,two,object_attribute,literal,correct,1,two men
Encode-Decode_Experiment-15-1,2347400,2347400_002,person,object_identity,literal,correct,1,men
Encode-Decode_Experiment-15-1,2347400,2347400_004,smelling,action_relation,latent,correct,1,appearing to sniff them
Encode-Decode_Experiment-15-1,2347400,2347400_005,red,object_attribute,literal,correct,1,red wine
Encode-Decode_Experiment-15-1,2347400,2347400_006,wine,object_identity,literal,correct,1,wine
Encode-Decode_Experiment-15-1,2347400,2347400_007,sitting,action_relation,literal,correct,1,sat on couch
Encode-Decode_Experiment-15-1,2347400,2347400_008,couch,object_identity,literal,correct,1,couch
Encode-Decode_Experiment-15-1,2347400,2347400_010,on,spatial_relation,literal,correct,1,on couch
Encode-Decode_Experiment-15-1,2347400,2347400_013,glass,object_identity,literal,correct,1,wine glasses
Encode-Decode_Experiment-15-1,2347400,2347400_015,inside,scene_gist,latent,correct,1,inside
Encode-Decode_Experiment-15-1,2347400,2347400_016,holding,action_relation,literal,correct,1,holding wine glasses
Encode-Decode_Experiment-15-1,2347400,2347400_042,man,object_attribute,latent,correct,1,men
Encode-Decode_Experiment-10-1,2347400,2347400_001,two,object_attribute,literal,correct,1,2 men
Encode-Decode_Experiment-10-1,2347400,2347400_002,person,object_identity,literal,correct,1,men
Encode-Decode_Experiment-10-1,2347400,2347400_004,smelling,action_relation,latent,correct,1,smelling red wine
Encode-Decode_Experiment-10-1,2347400,2347400_005,red,object_attribute,literal,correct,1,red wine
Encode-Decode_Experiment-10-1,2347400,2347400_006,wine,object_identity,literal,correct,1,wine
Encode-Decode_Experiment-10-1,2347400,2347400_007,sitting,action_relation,literal,correct,1,sat
Encode-Decode_Experiment-10-1,2347400,2347400_009,sofa,object_identity,literal,correct,1,sofa
Encode-Decode_Experiment-10-1,2347400,2347400_010,on,spatial_relation,literal,correct,1,on a sofa
Encode-Decode_Experiment-10-1,2347400,2347400_042,man,object_attribute,latent,correct,1,men
Encode-Decode_Experiment-13-1,2347400,2347400_001,two,object_attribute,literal,correct,1,two men
Encode-Decode_Experiment-13-1,2347400,2347400_002,person,object_identity,literal,correct,1,men
Encode-Decode_Experiment-13-1,2347400,2347400_004,smelling,action_relation,latent,correct,1,sniffing
Encode-Decode_Experiment-13-1,2347400,2347400_005,red,object_attribute,literal,correct,1,red wine
Encode-Decode_Experiment-13-1,2347400,2347400_006,wine,object_identity,literal,correct,1,wine
Encode-Decode_Experiment-13-1,2347400,2347400_009,sofa,object_identity,literal,correct,1,sofa
Encode-Decode_Experiment-13-1,2347400,2347400_010,on,spatial_relation,literal,correct,1,on sofa
Encode-Decode_Experiment-13-1,2347400,2347400_042,man,object_attribute,latent,correct,1,men
Encode-Decode_Experiment-11-1,2347400,2347400_001,two,object_attribute,literal,correct,1,two men
Encode-Decode_Experiment-11-1,2347400,2347400_002,person,object_identity,literal,correct,1,men
Encode-Decode_Experiment-11-1,2347400,2347400_004,smelling,action_relation,latent,correct,1,smelling
Encode-Decode_Experiment-11-1,2347400,2347400_005,red,object_attribute,literal,correct,1,red
Encode-Decode_Experiment-11-1,2347400,2347400_006,wine,object_identity,literal,correct,1,wine
Encode-Decode_Experiment-11-1,2347400,2347400_013,glass,object_identity,literal,correct,1,glass
Encode-Decode_Experiment-11-1,2347400,2347400_014,each,object_attribute,literal,correct,1,each
Encode-Decode_Experiment-11-1,2347400,2347400_042,man,object_attribute,latent,correct,1,men
Encode-Decode_Experiment-16-1,2347400,2347400_001,two,object_attribute,literal,correct,1,two men
Encode-Decode_Experiment-16-1,2347400,2347400_002,person,object_identity,literal,correct,1,men
Encode-Decode_Experiment-16-1,2347400,2347400_004,smelling,action_relation,latent,correct,1,smelling
Encode-Decode_Experiment-16-1,2347400,2347400_006,wine,object_identity,literal,correct,1,wine
Encode-Decode_Experiment-16-1,2347400,2347400_008,couch,object_identity,literal,correct,1,couches
Encode-Decode_Experiment-16-1,2347400,2347400_010,on,spatial_relation,literal,correct,1,on couches
Encode-Decode_Experiment-16-1,2347400,2347400_017,window,object_identity,literal,correct,1,window
Encode-Decode_Experiment-16-1,2347400,2347400_018,behind,spatial_relation,literal,correct,1,behind them
Encode-Decode_Experiment-16-1,2347400,2347400_042,man,object_attribute,latent,correct,1,men
Encode-Decode_Experiment-1-1,2347400,2347400_001,two,object_attribute,literal,correct,1,two men
Encode-Decode_Experiment-1-1,2347400,2347400_002,person,object_identity,literal,correct,1,men
Encode-Decode_Experiment-1-1,2347400,2347400_004,smelling,action_relation,latent,correct,1,smelling red wine
Encode-Decode_Experiment-1-1,2347400,2347400_005,red,object_attribute,literal,correct,1,red wine
Encode-Decode_Experiment-1-1,2347400,2347400_006,wine,object_identity,literal,correct,1,wine
Encode-Decode_Experiment-1-1,2347400,2347400_007,sitting,action_relation,literal,correct,1,sitting on a couch
Encode-Decode_Experiment-1-1,2347400,2347400_008,couch,object_identity,literal,correct,1,couch
Encode-Decode_Experiment-1-1,2347400,2347400_010,on,spatial_relation,literal,correct,1,on a couch
Encode-Decode_Experiment-1-1,2347400,2347400_012,background,scene_gist,literal,correct,1,in the background
Encode-Decode_Experiment-1-1,2347400,2347400_042,man,object_attribute,latent,correct,1,men
Encode-Decode_Experiment-2-1,2347400,2347400_001,two,object_attribute,literal,correct,1,two men
Encode-Decode_Experiment-2-1,2347400,2347400_002,person,object_identity,literal,correct,1,men
Encode-Decode_Experiment-2-1,2347400,2347400_004,smelling,action_relation,latent,correct,1,smelling the wine
Encode-Decode_Experiment-2-1,2347400,2347400_006,wine,object_identity,literal,correct,1,wine
Encode-Decode_Experiment-2-1,2347400,2347400_007,sitting,action_relation,literal,correct,1,sitting
Encode-Decode_Experiment-2-1,2347400,2347400_008,couch,object_identity,literal,correct,1,couch
Encode-Decode_Experiment-2-1,2347400,2347400_010,on,spatial_relation,literal,correct,1,on a couch
Encode-Decode_Experiment-2-1,2347400,2347400_020,right,spatial_relation,literal,correct,1,right
Encode-Decode_Experiment-2-1,2347400,2347400_022,left,spatial_relation,literal,correct,1,left
Encode-Decode_Experiment-2-1,2347400,2347400_023,blonde,object_attribute,literal,correct,1,blonde
Encode-Decode_Experiment-2-1,2347400,2347400_033,hair,object_identity,literal,correct,1,blonde
Encode-Decode_Experiment-2-1,2347400,2347400_042,man,object_attribute,latent,correct,1,men
Encode-Decode_Experiment-3-1,2347400,2347400_001,two,object_attribute,literal,correct,1,two boys
Encode-Decode_Experiment-3-1,2347400,2347400_002,person,object_identity,literal,correct,1,boys
Encode-Decode_Experiment-3-1,2347400,2347400_004,smelling,action_relation,latent,correct,1,smell red wine
Encode-Decode_Experiment-3-1,2347400,2347400_005,red,object_attribute,literal,correct,1,red wine
Encode-Decode_Experiment-3-1,2347400,2347400_006,wine,object_identity,literal,correct,1,wine
Encode-Decode_Experiment-3-1,2347400,2347400_007,sitting,action_relation,literal,correct,1,sat
Encode-Decode_Experiment-3-1,2347400,2347400_008,couch,object_identity,literal,correct,1,cpuch
Encode-Decode_Experiment-3-1,2347400,2347400_010,on,spatial_relation,literal,correct,1,on cpuch
Encode-Decode_Experiment-3-1,2347400,2347400_015,inside,scene_gist,latent,correct,1,in living room
Encode-Decode_Experiment-3-1,2347400,2347400_024,casual,object_attribute,latent,correct,1,casual
Encode-Decode_Experiment-3-1,2347400,2347400_025,clothes,object_identity,literal,correct,1,clothes
Encode-Decode_Experiment-3-1,2347400,2347400_026,living room,scene_gist,latent,correct,1,living room
Encode-Decode_Experiment-3-1,2347400,2347400_042,man,object_attribute,latent,correct,1,boys
Encode-Decode_Experiment-5-1,2347400,2347400_001,two,object_attribute,literal,correct,1,two men
Encode-Decode_Experiment-5-1,2347400,2347400_002,person,object_identity,literal,correct,1,men
