SubjectID,StimID,CueText,Phase,TrialIndex,TrialID,FixStart_ms,FixEnd_ms,Duration_ms,GazeX,GazeY,Salience,ImgX,ImgY,ObjectID,ObjectName,AssignmentMethod,ProximityDist_px,SalienceAtFixation
Encode-Decode_Experiment-16-1,2412687,dog,encoding,1,1,4,30,26,922.4,546.4,0.0959,491.95,388.55,2.0,red frisbee being held by a person,polygon,,0.09437
Encode-Decode_Experiment-16-1,2412687,dog,encoding,1,1,40,730,690,939.9,553.4,0.0947,501.28,393.53,2.0,red frisbee being held by a person,polygon,,0.093163
Encode-Decode_Experiment-16-1,2412687,dog,encoding,1,1,756,1398,642,882.0,613.9,0.1369,470.4,436.55,10.0,tan dog playing and looking at frisbee,polygon,,0.130671
Encode-Decode_Experiment-16-1,2412687,dog,encoding,1,1,1424,2062,638,993.5,513.9,0.1958,529.87,365.44,2.0,red frisbee being held by a person,polygon,,0.190271
Encode-Decode_Experiment-16-1,2412687,dog,encoding,1,1,2082,2314,232,1047.3,485.1,0.3154,558.56,344.96,2.0,red frisbee being held by a person,polygon,,0.308905
Encode-Decode_Experiment-16-1,2412687,dog,encoding,1,1,2332,2920,588,1023.2,485.6,0.2986,545.71,345.32,2.0,red frisbee being held by a person,polygon,,0.290896
Encode-Decode_Experiment-16-1,2412687,dog,encoding,1,1,2946,3040,94,1119.3,475.1,0.4053,596.96,337.85,6.0,arm in short sleeve shirt holding a frisbee,polygon,,0.4005
Encode-Decode_Experiment-16-1,2412687,dog,encoding,1,1,3100,3222,122,1433.2,877.7,0.1524,764.37,624.14,7.0,person wearing a light gray shirt and gray shorts,polygon,,0.150628
Encode-Decode_Experiment-16-1,2412687,dog,encoding,1,1,3250,3480,230,1365.8,1011.1,0.7493,728.43,719.0,14.0,black and white shoes worn by a person,polygon,,0.745481
Encode-Decode_Experiment-16-1,2412687,dog,encoding,1,1,3494,3642,148,1335.4,1037.4,0.3434,712.21,737.71,5.0,black and white sneakers worn by a person,polygon,,0.335656
Encode-Decode_Experiment-16-1,2412687,dog,encoding,1,1,4812,5040,228,694.7,180.5,0.0024,370.51,128.36,0.0,fence in the background,polygon,,0.002462
Encode-Decode_Experiment-16-1,2410309,laptop,encoding,2,2,5092,5376,284,949.7,553.6,0.0551,506.51,393.67,3.0,woman's arm resting on the couch,polygon,,0.051973
Encode-Decode_Experiment-16-1,2410309,laptop,encoding,2,2,5428,5696,268,441.7,88.8,0.3313,235.57,63.15,0.0,"hair in brown, dark brown color",polygon,,0.325215
Encode-Decode_Experiment-16-1,2410309,laptop,encoding,2,2,6206,6360,154,491.9,347.5,0.2061,262.35,247.11,8.0,woman and baby sitting on a couch,polygon,,0.203478
Encode-Decode_Experiment-16-1,2410309,laptop,encoding,2,2,6426,6522,96,1147.8,710.5,0.4589,612.16,505.24,7.0,baby sitting on the couch looking at a laptop,polygon,,0.444391
Encode-Decode_Experiment-16-1,2410309,laptop,encoding,2,2,6580,6674,94,641.1,446.4,0.0054,341.92,317.44,11.0,gray Dell laptop,polygon,,0.004879
Encode-Decode_Experiment-16-1,2410309,laptop,encoding,2,2,6748,6962,214,1266.3,612.8,0.3714,675.36,435.77,19.0,baby's head,polygon,,0.373465
Encode-Decode_Experiment-16-1,2410309,laptop,encoding,2,2,7002,7316,314,1196.2,870.0,0.682,637.97,618.67,7.0,baby sitting on the couch looking at a laptop,polygon,,0.667399
Encode-Decode_Experiment-16-1,2410309,laptop,encoding,2,2,7364,7552,188,1410.7,801.1,0.8074,752.37,569.67,,,none,,0.818173
Encode-Decode_Experiment-16-1,2410309,laptop,encoding,2,2,7614,7974,360,1041.5,963.2,0.5232,555.47,684.94,2.0,empty plastic bottle on the couch,polygon,,0.506205
Encode-Decode_Experiment-16-1,2410309,laptop,encoding,2,2,7990,8248,258,1025.3,934.7,0.6819,546.83,664.68,2.0,empty plastic bottle on the couch,polygon,,0.675746
Encode-Decode_Experiment-16-1,2410309,laptop,encoding,2,2,8262,8442,180,996.9,954.3,0.588,531.68,678.61,2.0,empty plastic bottle on the couch,polygon,,0.579249
Encode-Decode_Experiment-16-1,2410309,laptop,encoding,2,2,8496,8770,274,977.9,300.4,0.0691,521.55,213.62,6.0,grey wall behind the couch,polygon,,0.067028
Encode-Decode_Experiment-16-1,2410309,laptop,encoding,2,2,9798,10032,234,1224.1,568.9,0.0952,652.85,404.55,19.0,baby's head,polygon,,0.091834
Encode-Decode_Experiment-16-1,2410309,laptop,encoding,2,2,10050,10160,110,1260.1,555.7,0.1289,672.05,395.16,19.0,baby's head,polygon,,0.126408
Encode-Decode_Experiment-16-1,2397102,cake,encoding,3,3,10168,10422,254,963.8,526.5,0.0517,514.03,374.4,11.0,couple smiling and celebrating together.,polygon,,0.049884
Encode-Decode_Experiment-16-1,2397102,cake,encoding,3,3,10468,10634,166,528.1,240.5,0.0457,281.65,171.02,18.0,"woman in a pink dress, smiling and cutting the cake with a man.",polygon,,0.04454
Encode-Decode_Experiment-16-1,2397102,cake,encoding,3,3,10916,11144,228,803.9,975.1,0.112,428.75,693.4,14.0,hand of the woman holding the knife.,polygon,,0.109881
