SubjectID,StimID,Phase,svg_z,svg_obs,svg_null_mean,svg_null_std,n_transitions,n_relational,low_n,mean_salience_relational,mean_salience_nonrelational,n_relational_fixations,n_nonrelational_fixations,n_fixations,n_aoi,aoi_prop,mean_salience,enc_q1_accuracy,enc_q1_rt_ms,enc_q1_response,enc_q1_correct_key,enc_q1_question,enc_q2_accuracy,enc_q2_rt_ms,enc_q2_response,enc_q2_correct_key,enc_q2_question,enc_trial_index,enc_total_correct,dec_free_response,dec_rt_ms,dec_trial_index,dec_cue_question
Encode-Decode_Experiment-18-1,2383555,encoding,0.348292,0.083333,0.063417,0.057184,24,2,False,0.33018,0.23994,5,30,40,35,0.875,0.248987,1.0,3029.0,4.0,4.0,What is the woman at the back doing in the boat?,1.0,1558.0,2.0,2.0,Who is holding the child in the boat?,1.0,2.0,,,,
Encode-Decode_Experiment-18-1,2369373,encoding,2.250563,0.45,0.22125,0.101641,20,9,False,0.182174,0.156596,25,9,39,34,0.8718,0.158456,1.0,2996.0,3.0,3.0,What tool is the chef using?,1.0,2070.0,3.0,3.0,What is the appearance of the oven?,2.0,2.0,,,,
Encode-Decode_Experiment-18-1,2409918,encoding,3.932721,0.64,0.24948,0.0993,25,16,False,0.142431,0.078619,31,7,41,38,0.9268,0.137314,1.0,3427.0,2.0,2.0,What is the elephant on the right (from your perspective) doing with its trunk?,1.0,2426.0,4.0,4.0,Where are the elephants in the scene?,3.0,2.0,,,,
Encode-Decode_Experiment-18-1,2345035,encoding,2.77727,0.466667,0.2211,0.08842,30,14,False,0.250669,0.173298,23,11,37,34,0.9189,0.220003,0.0,3746.0,2.0,3.0,What are the people doing with the football?,1.0,1681.0,2.0,2.0,Who runs toward the football in the scene?,4.0,1.0,,,,
Encode-Decode_Experiment-18-1,2386442,encoding,2.593652,0.4375,0.219281,0.084136,32,14,False,0.135992,0.124497,27,14,41,41,1.0,0.132067,1.0,2900.0,1.0,1.0,Who is brushing their teeth in the scene?,1.0,2387.0,3.0,3.0,What is the person on the right wearing?,5.0,2.0,,,,
Encode-Decode_Experiment-18-1,2347025,encoding,1.643563,0.789474,0.570526,0.133215,19,15,False,0.090388,0.041747,33,2,35,35,1.0,0.087608,0.0,3487.0,2.0,1.0,Where is the baby in relation to the mother?,1.0,1926.0,2.0,2.0,Who is holding the umbrella in the scene?,7.0,1.0,,,,
Encode-Decode_Experiment-18-1,2385851,encoding,0.227211,0.157895,0.137842,0.088255,19,3,False,0.244742,0.289585,6,20,35,26,0.7429,0.311601,0.0,2491.0,1.0,3.0,Where are the men?,1.0,1643.0,2.0,2.0,What are the men doing with the suitcases?,8.0,1.0,,,,
Encode-Decode_Experiment-18-1,2350974,encoding,-0.283036,0.217391,0.245609,0.099695,23,5,False,0.242986,0.124281,14,22,37,36,0.973,0.168832,1.0,3255.0,4.0,4.0,Between which two objects is the child standing?,1.0,2027.0,1.0,1.0,What is the child up against?,9.0,2.0,,,,
Encode-Decode_Experiment-18-1,2379478,encoding,0.753618,0.416667,0.329375,0.11583,24,10,False,0.416667,0.262988,18,17,35,35,1.0,0.342023,1.0,1260.0,2.0,2.0,How many babies are visible in the scene?,1.0,2718.0,4.0,4.0,What is the position of the babies?,10.0,2.0,,,,
Encode-Decode_Experiment-18-1,2349475,encoding,3.397228,0.321429,0.108929,0.062551,28,9,False,0.075442,0.074394,17,16,37,33,0.8919,0.081491,0.0,2858.0,2.0,1.0,What is the man doing to power the blender?,1.0,1990.0,3.0,3.0,Which part of the blender is the woman holding?,11.0,1.0,,,,
