SubjectID,StimID,CueText,Phase,TrialIndex,TrialID,FixStart_ms,FixEnd_ms,Duration_ms,GazeX,GazeY,Salience,ImgX,ImgY,ObjectID,ObjectName,AssignmentMethod,ProximityDist_px,SalienceAtFixation
Encode-Decode_Experiment-22-1,2397102,cake,encoding,1,1,4,176,172,1785.0,461.5,0.003,952.0,328.18,,,none,,0.002846
Encode-Decode_Experiment-22-1,2397102,cake,encoding,1,1,248,404,156,1110.1,381.3,0.1629,592.05,271.15,32.0,rolled up sleeves of the man's shirt.,polygon,,0.158731
Encode-Decode_Experiment-22-1,2397102,cake,encoding,1,1,450,648,198,1072.9,220.1,0.0574,572.21,156.52,31.0,head of the man with a beard and mustache.,polygon,,0.056025
Encode-Decode_Experiment-22-1,2397102,cake,encoding,1,1,726,942,216,1078.2,941.5,0.2068,575.04,669.51,6.0,sprinkles on top of the birthday cake.,polygon,,0.198462
Encode-Decode_Experiment-22-1,2397102,cake,encoding,1,1,1024,1186,162,1085.5,215.5,0.0812,578.93,153.24,31.0,head of the man with a beard and mustache.,polygon,,0.079332
Encode-Decode_Experiment-22-1,2397102,cake,encoding,1,1,1252,1546,294,650.7,227.0,0.0419,347.04,161.42,18.0,"woman in a pink dress, smiling and cutting the cake with a man.",polygon,,0.040624
Encode-Decode_Experiment-22-1,2397102,cake,encoding,1,1,1626,1818,192,1129.0,562.5,0.0537,602.13,400.0,21.0,"man in a white shirt, smiling and cutting the cake with a woman.",polygon,,0.051636
Encode-Decode_Experiment-22-1,2397102,cake,encoding,1,1,1872,2112,240,1046.7,940.1,0.2197,558.24,668.52,29.0,"decorative cake being cut, frosted with sprinkles and candles.",polygon,,0.209946
Encode-Decode_Experiment-22-1,2397102,cake,encoding,1,1,2188,2406,218,1205.0,370.4,0.1198,642.67,263.4,24.0,beer bottle held by the man in his right hand.,polygon,,0.118266
Encode-Decode_Experiment-22-1,2397102,cake,encoding,1,1,2458,2818,360,1052.9,184.5,0.0362,561.55,131.2,31.0,head of the man with a beard and mustache.,polygon,,0.035073
Encode-Decode_Experiment-22-1,2397102,cake,encoding,1,1,2894,3094,200,1108.1,909.1,0.091,590.99,646.47,6.0,sprinkles on top of the birthday cake.,proximity,31.82,0.089421
Encode-Decode_Experiment-22-1,2397102,cake,encoding,1,1,3158,3364,206,1210.1,355.6,0.0845,645.39,252.87,7.0,white shirt worn by the man.,polygon,,0.080859
Encode-Decode_Experiment-22-1,2397102,cake,encoding,1,1,3414,3648,234,1039.3,178.1,0.0364,554.29,126.65,31.0,head of the man with a beard and mustache.,polygon,,0.035849
Encode-Decode_Experiment-22-1,2397102,cake,encoding,1,1,3716,3904,188,1096.4,865.7,0.0286,584.75,615.61,21.0,"man in a white shirt, smiling and cutting the cake with a woman.",polygon,,0.026358
Encode-Decode_Experiment-22-1,2397102,cake,encoding,1,1,3988,4156,168,984.8,195.8,0.0352,525.23,139.24,31.0,head of the man with a beard and mustache.,polygon,,0.033447
Encode-Decode_Experiment-22-1,2397102,cake,encoding,1,1,4210,4618,408,619.3,230.6,0.0486,330.29,163.98,18.0,"woman in a pink dress, smiling and cutting the cake with a man.",polygon,,0.047522
Encode-Decode_Experiment-22-1,2397102,cake,encoding,1,1,4702,4912,210,1085.2,777.6,0.0486,578.77,552.96,21.0,"man in a white shirt, smiling and cutting the cake with a woman.",polygon,,0.047198
Encode-Decode_Experiment-22-1,2397102,cake,encoding,1,1,4982,5076,94,1204.1,288.7,0.0794,642.19,205.3,32.0,rolled up sleeves of the man's shirt.,polygon,,0.076091
Encode-Decode_Experiment-22-1,2356991,baseball,encoding,2,2,5084,5280,196,1004.0,531.2,0.0043,535.47,377.74,34.0,tarp in green color,polygon,,0.003466
Encode-Decode_Experiment-22-1,2356991,baseball,encoding,2,2,5322,5458,136,1308.1,337.1,0.2479,697.65,239.72,43.0,man's head wearing a baseball cap.,polygon,,0.244124
Encode-Decode_Experiment-22-1,2356991,baseball,encoding,2,2,5486,5608,122,1373.6,455.7,0.3058,732.59,324.05,4.0,"jersey of the baseball player, part of his uniform.",polygon,,0.30489
Encode-Decode_Experiment-22-1,2356991,baseball,encoding,2,2,5674,5806,132,909.4,485.7,0.0839,485.01,345.39,34.0,tarp in green color,polygon,,0.083105
Encode-Decode_Experiment-22-1,2356991,baseball,encoding,2,2,5862,5986,124,1387.9,487.3,0.3757,740.21,346.52,4.0,"jersey of the baseball player, part of his uniform.",polygon,,0.374488
Encode-Decode_Experiment-22-1,2356991,baseball,encoding,2,2,6066,6302,236,597.9,688.0,0.3284,318.88,489.24,40.0,jersey in gray color worn by the sliding player.,polygon,,0.327742
Encode-Decode_Experiment-22-1,2356991,baseball,encoding,2,2,6328,6438,110,498.0,647.4,0.3491,265.6,460.37,40.0,jersey in gray color worn by the sliding player.,polygon,,0.357817
Encode-Decode_Experiment-22-1,2356991,baseball,encoding,2,2,6498,6742,244,1383.8,291.9,0.1294,738.03,207.57,34.0,tarp in green color,polygon,,0.120903
Encode-Decode_Experiment-22-1,2356991,baseball,encoding,2,2,6812,7014,202,866.6,498.3,0.1864,462.19,354.35,34.0,tarp in green color,polygon,,0.188486
Encode-Decode_Experiment-22-1,2356991,baseball,encoding,2,2,7034,7786,752,876.4,458.7,0.127,467.41,326.19,34.0,tarp in green color,polygon,,0.127156
Encode-Decode_Experiment-22-1,2356991,baseball,encoding,2,2,7822,7972,150,979.2,516.9,0.007,522.24,367.57,34.0,tarp in green color,polygon,,0.007109
Encode-Decode_Experiment-22-1,2356991,baseball,encoding,2,2,8000,8882,882,887.3,443.6,0.0692,473.23,315.45,34.0,tarp in green color,polygon,,0.073045
Encode-Decode_Experiment-22-1,2356991,baseball,encoding,2,2,8898,9238,340,928.0,450.9,0.0297,494.93,320.64,34.0,tarp in green color,polygon,,0.029805
Encode-Decode_Experiment-22-1,2356991,baseball,encoding,2,2,9280,9428,148,927.3,508.1,0.04,494.56,361.32,34.0,tarp in green color,polygon,,0.040899
Encode-Decode_Experiment-22-1,2356991,baseball,encoding,2,2,9480,9780,300,1315.7,482.2,0.2523,701.71,342.9,38.0,baseball glove in brown color worn by the player.,polygon,,0.250475
Encode-Decode_Experiment-22-1,2356991,baseball,encoding,2,2,9820,10156,336,903.3,462.8,0.0798,481.76,329.1,34.0,tarp in green color,polygon,,0.081153
Encode-Decode_Experiment-22-1,2356991,baseball,encoding,3,3,10164,10378,214,1007.0,518.5,0.0058,537.07,368.71,34.0,tarp in green color,polygon,,0.005789
Encode-Decode_Experiment-22-1,2356991,baseball,encoding,3,3,10420,10598,178,1392.2,350.7,0.6278,742.51,249.39,27.0,dark stripes in dark blue on a baseball uniform.,polygon,,0.639631
Encode-Decode_Experiment-22-1,2356991,baseball,encoding,3,3,10654,10994,340,914.0,492.3,0.0774,487.47,350.08,34.0,tarp in green color,polygon,,0.073292
Encode-Decode_Experiment-22-1,2356991,baseball,encoding,3,3,11052,11254,202,1368.8,460.9,0.3278,730.03,327.75,4.0,"jersey of the baseball player, part of his uniform.",polygon,,0.329798
Encode-Decode_Experiment-22-1,2356991,baseball,encoding,3,3,11308,11548,240,1022.4,550.8,0.0171,545.28,391.68,34.0,tarp in green color,polygon,,0.016281
Encode-Decode_Experiment-22-1,2356991,baseball,encoding,3,3,11574,12106,532,908.8,483.5,0.083,484.69,343.82,34.0,tarp in green color,polygon,,0.083629
Encode-Decode_Experiment-22-1,2356991,baseball,encoding,3,3,12138,12418,280,1136.8,511.1,0.0795,606.29,363.45,8.0,"man in a baseball uniform, standing and ready to catch a ball.",polygon,,0.076679
