SubjectID,StimID,Phase,svg_z,svg_obs,svg_null_mean,svg_null_std,n_transitions,n_relational,low_n,mean_salience_relational,mean_salience_nonrelational,n_relational_fixations,n_nonrelational_fixations,n_fixations,n_aoi,aoi_prop,mean_salience,enc_q1_accuracy,enc_q1_rt_ms,enc_q1_response,enc_q1_correct_key,enc_q1_question,enc_q2_accuracy,enc_q2_rt_ms,enc_q2_response,enc_q2_correct_key,enc_q2_question,enc_trial_index,enc_total_correct,dec_free_response,dec_rt_ms,dec_trial_index,dec_cue_question
Encode-Decode_Experiment-17-1,2410309,encoding,0.917876,0.333333,0.236417,0.105588,24,8,False,0.220246,0.207684,19,17,38,36,0.9474,0.233016,1.0,10977.0,2.0,2.0,What is the baby touching?,1.0,4306.0,4.0,4.0,How many laptops or electronic devices are visible?,1.0,2.0,,,,
Encode-Decode_Experiment-17-1,2412687,encoding,2.276804,0.727273,0.359182,0.16167,11,8,False,0.120767,0.259159,18,2,22,20,0.9091,0.132624,1.0,4220.0,4.0,4.0,What is the dog biting onto in the scene?,0.0,8767.0,2.0,3.0,What is the human's body position?,3.0,1.0,,,,
Encode-Decode_Experiment-17-1,2356991,encoding,0.3468,0.208333,0.175917,0.093474,24,5,False,0.110121,0.155443,13,22,41,35,0.8537,0.144013,1.0,13642.0,1.0,1.0,How is the player on the left (from your perspective) reaching the base?,1.0,6659.0,2.0,2.0,What is the current action of the gloved player on the base?,4.0,2.0,,,,
Encode-Decode_Experiment-17-1,2385550,encoding,1.33861,0.266667,0.169633,0.072488,30,8,False,0.230702,0.207848,18,22,41,40,0.9756,0.214427,1.0,6136.0,3.0,3.0,Which side of the frame is the boy on? (from your perspective),1.0,2772.0,4.0,4.0,Where are the tangerines in the scene?,5.0,2.0,,,,
Encode-Decode_Experiment-17-1,2371471,encoding,2.160601,0.4,0.20628,0.08966,25,10,False,0.262993,0.605929,20,14,34,34,1.0,0.404202,1.0,4562.0,3.0,3.0,What is nearest to the motorcyclists?,1.0,5394.0,2.0,2.0,What stunt is one motorcyclist performing?,6.0,2.0,,,,
Encode-Decode_Experiment-17-1,2347400,encoding,1.893527,0.421053,0.220158,0.106096,19,8,False,0.267098,0.17995,14,10,28,24,0.8571,0.223158,1.0,3899.0,1.0,1.0,What are the men sitting on in the scene?,1.0,2364.0,3.0,3.0,What are the men doing with the wine?,7.0,2.0,,,,
Encode-Decode_Experiment-17-1,2344622,encoding,-0.185769,0.153846,0.175846,0.118427,13,2,False,0.21542,0.227953,6,14,27,20,0.7407,0.241792,1.0,3407.0,4.0,4.0,What is the cat resting its head on?,0.0,6552.0,3.0,2.0,Where is the cat located?,8.0,1.0,,,,
Encode-Decode_Experiment-17-1,2356125,encoding,0.20174,0.178571,0.163214,0.076123,28,5,False,0.287984,0.211072,11,24,39,35,0.8974,0.236858,0.0,3093.0,4.0,2.0,How many uniformed staff are moving the luggage?,1.0,3642.0,1.0,1.0,Where is the luggage being moved to?,9.0,1.0,,,,
Encode-Decode_Experiment-17-1,2362704,encoding,-0.039814,0.125,0.128083,0.077443,24,3,False,0.25766,0.200556,6,23,29,29,1.0,0.212371,1.0,2433.0,2.0,2.0,How many bears are in the scene?,1.0,3419.0,4.0,4.0,What are the bears doing with the pumpkins?,10.0,2.0,,,,
Encode-Decode_Experiment-17-1,2409918,encoding,3.22498,0.6,0.24765,0.109256,20,12,False,0.098868,0.060821,28,3,37,31,0.8378,0.102743,1.0,3262.0,2.0,2.0,What is the elephant on the right (from your perspective) doing with its trunk?,1.0,3529.0,4.0,4.0,Where are the elephants in the scene?,11.0,2.0,,,,
