SubjectID,StimID,Phase,svg_z,svg_obs,svg_null_mean,svg_null_std,n_transitions,n_relational,low_n,mean_salience_relational,mean_salience_nonrelational,n_relational_fixations,n_nonrelational_fixations,n_fixations,n_aoi,aoi_prop,mean_salience,enc_q1_accuracy,enc_q1_rt_ms,enc_q1_response,enc_q1_correct_key,enc_q1_question,enc_q2_accuracy,enc_q2_rt_ms,enc_q2_response,enc_q2_correct_key,enc_q2_question,enc_trial_index,enc_total_correct,dec_free_response,dec_rt_ms,dec_trial_index,dec_cue_question
Encode-Decode_Experiment-14-1,2369373,encoding,1.436457,0.444444,0.269333,0.121905,18,8,False,0.201006,0.326698,14,8,25,22,0.88,0.222772,0.0,5927.0,2.0,3.0,What is the appearance of the oven?,1.0,4681.0,3.0,3.0,What tool is the chef using?,1.0,1.0,,,,
Encode-Decode_Experiment-14-1,2397102,encoding,3.841226,0.37931,0.122724,0.066798,29,11,False,0.11555,0.149194,21,15,37,36,0.973,0.126972,1.0,4256.0,1.0,1.0,What are the couple doing with the cake?,1.0,4480.0,3.0,3.0,What is the man holding besides the cake knife?,2.0,2.0,,,,
Encode-Decode_Experiment-14-1,2350974,encoding,2.712301,0.6,0.28845,0.114866,20,12,False,0.287804,0.272957,27,3,33,30,0.9091,0.279347,1.0,12366.0,4.0,4.0,Between which two objects is the child standing?,1.0,3297.0,1.0,1.0,What is the child up against?,3.0,2.0,,,,
Encode-Decode_Experiment-14-1,2362704,encoding,1.405212,0.173913,0.082522,0.065037,23,4,False,0.323391,0.188194,9,19,30,28,0.9333,0.248635,1.0,2038.0,2.0,2.0,How many bears are in the scene?,1.0,3418.0,4.0,4.0,What are the bears doing with the pumpkins?,4.0,2.0,,,,
Encode-Decode_Experiment-14-1,2347025,encoding,0.138287,0.684211,0.667737,0.119127,19,13,False,0.144578,0.062884,21,4,29,25,0.8621,0.129955,1.0,6163.0,1.0,1.0,Where is the baby in relation to the mother?,0.0,4779.0,3.0,2.0,Who is holding the umbrella in the scene?,5.0,1.0,,,,
Encode-Decode_Experiment-14-1,2408717,encoding,1.009447,0.26087,0.178,0.082094,23,6,False,0.321244,0.267482,12,14,33,26,0.7879,0.264068,1.0,2100.0,2.0,2.0,How many surfers are in the scene?,1.0,4261.0,3.0,3.0,What are the surfers doing with the surfboards?,6.0,2.0,,,,
Encode-Decode_Experiment-14-1,2383555,encoding,-0.84846,0.045455,0.107,0.072538,22,1,False,0.40903,0.212643,2,23,32,25,0.7812,0.213888,1.0,4001.0,2.0,2.0,Who is holding the child in the boat?,1.0,3810.0,4.0,4.0,What is the woman at the back doing in the boat?,7.0,2.0,,,,
Encode-Decode_Experiment-14-1,2347400,encoding,2.033132,0.375,0.195417,0.088328,24,9,False,0.190789,0.219729,20,11,36,31,0.8611,0.205055,1.0,4992.0,3.0,3.0,What are the men doing with the wine?,1.0,2760.0,1.0,1.0,What are the men sitting on in the scene?,8.0,2.0,,,,
Encode-Decode_Experiment-14-1,2409918,encoding,1.515797,0.45,0.28035,0.111921,20,9,False,0.095327,0.10184,20,11,33,31,0.9394,0.104578,0.0,9799.0,1.0,2.0,What is the elephant on the right (from your perspective) doing with its trunk?,1.0,3591.0,4.0,4.0,Where are the elephants in the scene?,9.0,1.0,,,,
Encode-Decode_Experiment-14-1,2356991,encoding,0.473833,0.2,0.15932,0.085853,25,5,False,0.155579,0.201171,8,24,33,32,0.9697,0.189783,1.0,9904.0,2.0,2.0,What is the current action of the gloved player on the base?,1.0,6912.0,1.0,1.0,How is the player on the left (from your perspective) reaching the base?,10.0,2.0,,,,
