SubjectID,StimID,Phase,svg_z,svg_obs,svg_null_mean,svg_null_std,n_transitions,n_relational,low_n,mean_salience_relational,mean_salience_nonrelational,n_relational_fixations,n_nonrelational_fixations,n_fixations,n_aoi,aoi_prop,mean_salience,enc_q1_accuracy,enc_q1_rt_ms,enc_q1_response,enc_q1_correct_key,enc_q1_question,enc_q2_accuracy,enc_q2_rt_ms,enc_q2_response,enc_q2_correct_key,enc_q2_question,enc_trial_index,enc_total_correct,dec_free_response,dec_rt_ms,dec_trial_index,dec_cue_question
Encode-Decode_Experiment-15-1,2347025,encoding,-0.104589,0.785714,0.798929,0.126345,14,11,False,0.067175,0.083575,42,2,49,44,0.898,0.079173,1.0,6200.0,2.0,2.0,Who is holding the umbrella in the scene?,1.0,2622.0,1.0,1.0,Where is the baby in relation to the mother?,1.0,2.0,,,,
Encode-Decode_Experiment-15-1,2374670,encoding,0.823044,0.416667,0.323792,0.112843,24,10,False,0.230862,0.247911,25,9,35,34,0.9714,0.242316,1.0,7792.0,1.0,1.0,What vehicle sprays water in the scene?,0.0,4486.0,2.0,3.0,Where is the man standing relative to the vehicle?,2.0,1.0,,,,
Encode-Decode_Experiment-15-1,2369373,encoding,1.50858,0.4375,0.250875,0.123709,16,7,False,0.185941,0.287374,21,10,37,31,0.8378,0.191001,1.0,4360.0,3.0,3.0,What tool is the chef using?,1.0,3235.0,3.0,3.0,What is the appearance of the oven?,3.0,2.0,,,,
Encode-Decode_Experiment-15-1,2371471,encoding,0.760647,0.45,0.35825,0.120621,20,9,False,0.214091,0.578966,21,17,38,38,1.0,0.377325,1.0,5313.0,2.0,2.0,What stunt is one motorcyclist performing?,1.0,8140.0,3.0,3.0,What is nearest to the motorcyclists?,4.0,2.0,,,,
Encode-Decode_Experiment-15-1,2349475,encoding,0.74524,0.285714,0.209952,0.101661,21,6,False,0.088462,0.044051,16,19,37,35,0.9459,0.068249,1.0,4076.0,3.0,3.0,Which part of the blender is the woman holding?,1.0,4491.0,1.0,1.0,What is the man doing to power the blender?,5.0,2.0,,,,
Encode-Decode_Experiment-15-1,2356125,encoding,0.744871,0.28,0.216,0.085921,25,7,False,0.289355,0.192174,15,25,45,40,0.8889,0.230506,1.0,7624.0,1.0,1.0,Where is the luggage being moved to?,1.0,5413.0,2.0,2.0,How many uniformed staff are moving the luggage?,6.0,2.0,,,,
Encode-Decode_Experiment-15-1,2386442,encoding,5.329251,0.708333,0.202167,0.094979,24,17,False,0.119667,0.143727,49,4,53,53,1.0,0.121483,1.0,4191.0,3.0,3.0,What is the person on the right wearing?,1.0,2598.0,1.0,1.0,Who is brushing their teeth in the scene?,7.0,2.0,,,,
Encode-Decode_Experiment-15-1,2385550,encoding,-0.241808,0.076923,0.098077,0.087482,13,1,False,0.219235,0.15114,7,30,38,37,0.9737,0.176826,1.0,3406.0,4.0,4.0,Where are the tangerines in the scene?,1.0,3460.0,3.0,3.0,Which side of the frame is the boy on? (from your perspective),9.0,2.0,,,,
Encode-Decode_Experiment-15-1,2362704,encoding,-0.729997,0.190476,0.26981,0.108676,21,4,False,0.178577,0.16486,13,21,34,34,1.0,0.170104,1.0,1438.0,2.0,2.0,How many bears are in the scene?,1.0,2827.0,4.0,4.0,What are the bears doing with the pumpkins?,11.0,2.0,,,,
Encode-Decode_Experiment-15-1,2410309,encoding,0.413012,0.25,0.201,0.11864,16,4,False,0.325309,0.279604,6,23,30,29,0.9667,0.288897,1.0,4005.0,2.0,2.0,What is the baby touching?,1.0,3441.0,4.0,4.0,How many laptops or electronic devices are visible?,12.0,2.0,,,,
Encode-Decode_Experiment-15-1,2412687,encoding,2.720342,0.647059,0.313882,0.122476,17,11,False,0.14633,0.40504,30,2,35,32,0.9143,0.15471,1.0,3573.0,4.0,4.0,What is the dog biting onto in the scene?,1.0,4651.0,3.0,3.0,What is the human's body position?,13.0,2.0,,,,
Encode-Decode_Experiment-15-1,2409918,encoding,2.357866,0.521739,0.277652,0.10352,23,12,False,0.12614,0.121713,23,9,39,32,0.8205,0.14756,0.0,6143.0,4.0,2.0,What is the elephant on the right (from your perspective) doing with its trunk?,1.0,5553.0,4.0,4.0,Where are the elephants in the scene?,14.0,1.0,,,,
Encode-Decode_Experiment-15-1,2344622,encoding,1.846181,0.388889,0.193167,0.106015,18,7,False,0.164272,0.119036,15,16,35,31,0.8857,0.154646,1.0,5472.0,2.0,2.0,Where is the cat located?,1.0,3186.0,4.0,4.0,What is the cat resting its head on?,15.0,2.0,,,,
Encode-Decode_Experiment-15-1,150472,encoding,1.306447,0.423077,0.290346,0.101597,26,11,False,0.069874,0.099435,27,12,39,39,1.0,0.07897,1.0,4101.0,2.0,2.0,Where is the pizza slice located?,1.0,2987.0,4.0,4.0,How many women are in the scene?,16.0,2.0,,,,
Encode-Decode_Experiment-15-1,2379478,encoding,2.059029,0.5,0.25655,0.118235,20,10,False,0.367436,0.24903,29,8,43,37,0.8605,0.325753,1.0,3396.0,4.0,4.0,What is the position of the babies?,1.0,2596.0,2.0,2.0,How many babies are visible in the scene?,18.0,2.0,,,,
Encode-Decode_Experiment-15-1,2385851,encoding,-1.46333,0.05,0.19455,0.098782,20,1,False,0.317342,0.201548,3,28,37,31,0.8378,0.242951,1.0,5086.0,3.0,3.0,Where are the men?,1.0,2998.0,2.0,2.0,What are the men doing with the suitcases?,21.0,2.0,,,,
Encode-Decode_Experiment-15-1,2383555,encoding,1.462279,0.1,0.0349,0.04452,20,2,False,0.168497,0.179873,10,35,49,45,0.9184,0.184244,1.0,3426.0,2.0,2.0,Who is holding the child in the boat?,1.0,5662.0,4.0,4.0,What is the woman at the back doing in the boat?,22.0,2.0,,,,
Encode-Decode_Experiment-15-1,2397102,encoding,2.239179,0.6,0.33215,0.11962,20,12,False,0.108911,0.125918,31,4,35,35,1.0,0.110855,1.0,2329.0,1.0,1.0,What are the couple doing with the cake?,1.0,3435.0,3.0,3.0,What is the man holding besides the cake knife?,23.0,2.0,,,,
Encode-Decode_Experiment-15-1,2348899,encoding,2.156522,0.5,0.255389,0.113428,18,9,False,0.190768,0.093918,20,14,34,34,1.0,0.150888,1.0,4196.0,1.0,1.0,Where is the woman located relative to the man? (from your perspective),1.0,2770.0,4.0,4.0,What is the woman doing?,25.0,2.0,,,,
Encode-Decode_Experiment-15-1,2360001,encoding,0.797404,0.217391,0.152087,0.081896,23,5,False,0.413988,0.240979,12,21,33,33,1.0,0.303891,0.0,3772.0,1.0,4.0,What are the workers doing to the clock?,0.0,4063.0,1.0,4.0,Where are the men standing?,26.0,0.0,,,,
Encode-Decode_Experiment-15-1,2370664,encoding,1.268825,0.238095,0.139095,0.078025,21,5,False,0.199412,0.103866,10,31,41,41,1.0,0.12717,1.0,2589.0,1.0,1.0,Where are the people located in the scene?,1.0,2830.0,4.0,4.0,How many donuts are in the scene?,27.0,2.0,,,,
Encode-Decode_Experiment-15-1,2350974,encoding,1.187243,0.409091,0.278227,0.110225,22,9,False,0.187802,0.212155,21,20,45,41,0.9111,0.192998,1.0,4588.0,4.0,4.0,Between which two objects is the child standing?,1.0,2251.0,1.0,1.0,What is the child up against?,28.0,2.0,,,,
Encode-Decode_Experiment-15-1,2356991,encoding,-0.764326,0.173913,0.254956,0.106033,23,4,False,0.077566,0.240647,14,28,42,42,1.0,0.186287,1.0,5553.0,2.0,2.0,What is the current action of the gloved player on the base?,1.0,12279.0,1.0,1.0,How is the player on the left (from your perspective) reaching the base?,30.0,2.0,,,,
Encode-Decode_Experiment-15-1,2387122,encoding,1.388081,0.555556,0.360833,0.140282,18,10,False,0.127178,0.047365,25,3,31,28,0.9032,0.128996,1.0,2723.0,3.0,3.0,Where is the polar bear located in the scene?,1.0,9753.0,1.0,1.0,What is the polar bear doing next to the enclosure edge?,33.0,2.0,,,,
Encode-Decode_Experiment-15-1,2394020,encoding,1.790214,0.652174,0.444565,0.115969,23,15,False,0.29277,0.351148,26,5,36,31,0.8611,0.309275,1.0,2942.0,2.0,2.0,What are the riders wearing on their heads?,1.0,2465.0,1.0,1.0,Where is the scene taking place?,34.0,2.0,,,,
Encode-Decode_Experiment-15-1,2345035,encoding,0.752731,0.473684,0.376526,0.129074,19,9,False,0.20552,0.219194,19,7,30,26,0.8667,0.19444,1.0,5744.0,2.0,2.0,Who runs toward the football in the scene?,0.0,3747.0,2.0,3.0,What are the people doing with the football?,39.0,1.0,,,,
Encode-Decode_Experiment-15-1,2411268,encoding,3.119016,0.619048,0.248667,0.118749,21,13,False,0.169197,0.11267,24,10,39,34,0.8718,0.173714,1.0,5627.0,4.0,4.0,Where is the fruit branch relative to the child?,1.0,3900.0,2.0,2.0,What is the child holding while picking fruit?,43.0,2.0,,,,
Encode-Decode_Experiment-15-1,2367132,encoding,1.733934,0.266667,0.1365,0.07507,30,8,False,0.11272,0.088811,17,25,49,42,0.8571,0.093946,1.0,3457.0,4.0,4.0,In which hand(s) are the men holding the controllers?,1.0,2026.0,2.0,2.0,How many men are playing in the scene?,44.0,2.0,,,,
Encode-Decode_Experiment-15-1,2347400,encoding,-0.862426,0.272727,0.374,0.117428,22,6,False,0.263116,0.350251,23,15,42,38,0.9048,0.283332,1.0,2560.0,3.0,3.0,What are the men doing with the wine?,1.0,2462.0,1.0,1.0,What are the men sitting on in the scene?,48.0,2.0,,,,
Encode-Decode_Experiment-15-1,2408717,encoding,0.567745,0.368421,0.304421,0.112727,19,7,False,0.182601,0.196408,19,8,40,27,0.675,0.200389,1.0,3120.0,2.0,2.0,How many surfers are in the scene?,1.0,2779.0,3.0,3.0,What are the surfers doing with the surfboards?,53.0,2.0,,,,
Encode-Decode_Experiment-15-1,2394020,decoding,,1.0,1.0,0.0,1,1,True,0.069254,,4,0,4,4,1.0,0.069254,,,,,,,,,,,,,two horses waliing along beach with 2 men riding them in cowboy hats,22776.0,1.0,Which description best matches the image?
Encode-Decode_Experiment-15-1,2348899,decoding,0.855981,0.333333,0.199889,0.155896,9,3,False,0.071757,0.051705,9,12,21,21,1.0,0.060299,,,,,,,,,,,,,women reaching to hold mans pink and white tie with two other men stood to the left of him,17186.0,2.0,Which description best matches the image?
Encode-Decode_Experiment-15-1,2412687,decoding,,,,,0,0,True,,0.208947,0,9,9,9,1.0,0.208947,,,,,,,,,,,,,dog trying to bite red frisbee out of mans hand with man standing up to the right oft he dog,16772.0,3.0,Which description best matches the image?
Encode-Decode_Experiment-15-1,2350974,decoding,,,,,0,0,True,,0.126477,0,4,4,4,1.0,0.126477,,,,,,,,,,,,,child drinking drink from a bottle between a blue motorcyle and a red car,13175.0,4.0,Which description best matches the image?
Encode-Decode_Experiment-15-1,2371471,decoding,,,,,0,0,True,,0.090892,0,12,12,12,1.0,0.090892,,,,,,,,,,,,,two men on motorbikes in the air with the one on the right flying off the seat and holding onto handle bars about to land on dirt ramp,30537.0,5.0,Which description best matches the image?
Encode-Decode_Experiment-15-1,2397102,decoding,,,,,0,0,True,,0.037627,0,6,6,6,1.0,0.037627,,,,,,,,,,,,,woman on left in pink dress and men stood to the right holding a beer bottle anf theyre both cutting a cake with multicoloured writing on top,26318.0,6.0,Which description best matches the image?
Encode-Decode_Experiment-15-1,2374670,decoding,,,,,0,0,True,,0.288654,0,5,5,5,1.0,0.288654,,,,,,,,,,,,,red van spraying liquid out of the back onto the road with man stood at the back,13234.0,7.0,Which description best matches the image?
Encode-Decode_Experiment-15-1,2344622,decoding,,1.0,1.0,0.0,3,3,False,0.063025,,9,0,9,9,1.0,0.063025,,,,,,,,,,,,,cat lying on blue blanket to the left of someone typing on a keyboard,15099.0,8.0,Which description best matches the image?
Encode-Decode_Experiment-15-1,2360001,decoding,,0.0,0.0,0.0,4,0,False,,0.047729,0,10,10,10,1.0,0.047729,,,,,,,,,,,,,multiple men stood on scaffolding raising a large clock above their heads in a balck and white image,17465.0,9.0,Which description best matches the image?
Encode-Decode_Experiment-15-1,2370664,decoding,,,,,0,0,True,,0.384257,0,8,8,8,1.0,0.384257,,,,,,,,,,,,,"three people, one man on the left and one on the right and a woman looking at the camera in the middle all eating ring donuts",25047.0,10.0,Which description best matches the image?
Encode-Decode_Experiment-15-1,2411268,decoding,-1.068241,0.333333,0.659,0.304863,3,1,False,0.075112,0.078353,2,8,10,10,1.0,0.077705,,,,,,,,,,,,,little girl with pink wellies reaching up in an orchard to pick a green apple off the tree above her head and she is holding a red bag,27680.0,11.0,Which description best matches the image?
Encode-Decode_Experiment-15-1,2356125,decoding,,0.0,0.0,0.0,3,0,False,,0.317386,0,5,5,5,1.0,0.317386,,,,,,,,,,,,,4 people in the image with two women in uniform lifting luggage onto a conveyorbelt and two others stood against a wall in the back,27919.0,12.0,Which description best matches the image?
Encode-Decode_Experiment-15-1,2385550,decoding,,0.0,0.0,0.0,1,0,True,,0.328141,0,8,8,8,1.0,0.328141,,,,,,,,,,,,,"two children with tangerines in their mouths, girl on the right has brown hair with a fringe and there is a boy on the left",25743.0,13.0,Which description best matches the image?
Encode-Decode_Experiment-15-1,2362704,decoding,,1.0,1.0,0.0,2,2,False,0.275856,,8,0,8,8,1.0,0.275856,,,,,,,,,,,,,two bears in the middle of eating pumpkins,11259.0,14.0,Which description best matches the image?
Encode-Decode_Experiment-15-1,2387122,decoding,,,,,0,0,True,,0.088052,0,5,5,5,1.0,0.088052,,,,,,,,,,,,,polar bear up against the see through wall with mouth on railing and woman stood the other side with a camera,28290.0,15.0,Which description best matches the image?
Encode-Decode_Experiment-15-1,2383555,decoding,,,,,0,0,True,,0.387442,0,5,5,5,1.0,0.387442,,,,,,,,,,,,,4 people on a boat with a little boy sat in womans lap and woman at the back is rowing the boat,21503.0,16.0,Which description best matches the image?
Encode-Decode_Experiment-15-1,2386442,decoding,-0.023239,0.333333,0.340333,0.301212,3,1,False,0.099836,0.121788,6,3,9,9,1.0,0.107153,,,,,,,,,,,,,"three people, a man, woman and child all brushing their teeth with man on the right wearing a purple shir",21565.0,17.0,Which description best matches the image?
Encode-Decode_Experiment-15-1,2345035,decoding,,,,,0,0,True,,0.388414,0,12,12,12,1.0,0.388414,,,,,,,,,,,,,two girls with numbers 20 amd 3 on their backs are chasing after a ball infront on them,18009.0,18.0,Which description best matches the image?
Encode-Decode_Experiment-15-1,2347400,decoding,,0.0,0.0,0.0,3,0,False,,0.153412,0,13,13,13,1.0,0.153412,,,,,,,,,,,,,"two men sat on couch inside holding wine glasses and appearing to sniff them, red wine",17882.0,19.0,Which description best matches the image?
