SubjectID,StimID,CueText,Phase,TrialIndex,TrialID,FixStart_ms,FixEnd_ms,Duration_ms,GazeX,GazeY,Salience,ImgX,ImgY,ObjectID,ObjectName,AssignmentMethod,ProximityDist_px,SalienceAtFixation,MeaningAtFixation
Encode-Decode_Experiment-5-1,2349475,blender,encoding,1,1,4,240,236,949.2,553.1,0.0236,506.24,393.32,2.0,smoothie inside the blender with orange liquid.,polygon,,0.023433,0.606003
Encode-Decode_Experiment-5-1,2349475,blender,encoding,1,1,270,408,138,754.2,470.6,0.0704,402.24,334.65,29.0,"person wearing a blue shirt and black shorts, with a yellow hat, smiling and leaning over to operate a blender, pedaling.",polygon,,0.071017,0.802522
Encode-Decode_Experiment-5-1,2349475,blender,encoding,1,1,436,918,482,956.1,486.6,0.0218,509.92,346.03,2.0,smoothie inside the blender with orange liquid.,polygon,,0.02197,0.638599
Encode-Decode_Experiment-5-1,2349475,blender,encoding,1,1,966,1194,228,1459.4,216.0,0.1394,778.35,153.6,7.0,"woman wearing a green shirt and jeans, smiling and holding the blender lid.",polygon,,0.139127,0.9662
Encode-Decode_Experiment-5-1,2349475,blender,encoding,1,1,1250,1452,202,935.3,503.6,0.0347,498.83,358.12,2.0,smoothie inside the blender with orange liquid.,polygon,,0.03508,0.640284
Encode-Decode_Experiment-5-1,2349475,blender,encoding,1,1,1488,2036,548,674.1,502.3,0.0409,359.52,357.19,29.0,"person wearing a blue shirt and black shorts, with a yellow hat, smiling and leaning over to operate a blender, pedaling.",polygon,,0.041158,0.7849
Encode-Decode_Experiment-5-1,2349475,blender,encoding,1,1,2088,2168,80,541.3,679.3,0.0489,288.69,483.06,29.0,"person wearing a blue shirt and black shorts, with a yellow hat, smiling and leaning over to operate a blender, pedaling.",polygon,,0.050011,0.660522
Encode-Decode_Experiment-5-1,2349475,blender,encoding,1,1,2214,2798,584,153.2,791.3,0.0915,81.71,562.7,,,none,,0.091964,0.706926
Encode-Decode_Experiment-5-1,2349475,blender,encoding,1,1,2846,3222,376,760.7,754.8,0.3464,405.71,536.75,,,none,,0.351322,0.678632
Encode-Decode_Experiment-5-1,2349475,blender,encoding,1,1,3276,3482,206,1099.5,962.7,0.037,586.4,684.59,4.0,green table with scalloped edge stand.,polygon,,0.037136,0.271186
Encode-Decode_Experiment-5-1,2349475,blender,encoding,1,1,3538,3646,108,1460.2,296.2,0.0745,778.77,210.63,7.0,"woman wearing a green shirt and jeans, smiling and holding the blender lid.",polygon,,0.075053,0.941141
Encode-Decode_Experiment-5-1,2349475,blender,encoding,1,1,3668,3886,218,1427.7,237.1,0.1428,761.44,168.6,7.0,"woman wearing a green shirt and jeans, smiling and holding the blender lid.",polygon,,0.142319,0.955571
Encode-Decode_Experiment-5-1,2349475,blender,encoding,1,1,3934,4126,192,1267.9,458.6,0.1248,676.21,326.12,8.0,woman wearing a green shirt and blue jeans,proximity,41.99,0.126224,0.757088
Encode-Decode_Experiment-5-1,2349475,blender,encoding,1,1,4160,4412,252,1295.2,570.3,0.0522,690.77,405.55,8.0,woman wearing a green shirt and blue jeans,polygon,,0.052179,0.672539
Encode-Decode_Experiment-5-1,2349475,blender,encoding,1,1,4574,4896,322,675.3,475.2,0.0599,360.16,337.92,29.0,"person wearing a blue shirt and black shorts, with a yellow hat, smiling and leaning over to operate a blender, pedaling.",polygon,,0.06057,0.779646
Encode-Decode_Experiment-5-1,2349475,blender,encoding,1,1,4920,5072,152,769.3,379.8,0.2057,410.29,270.08,17.0,hat on a man's head,polygon,,0.201463,0.804099
Encode-Decode_Experiment-5-1,2360001,clock,encoding,2,2,5080,5304,224,916.4,538.8,0.0515,488.75,383.15,12.0,clothing in winter worn by a man.,polygon,,0.047019,0.265301
Encode-Decode_Experiment-5-1,2360001,clock,encoding,2,2,5342,5470,128,822.2,349.6,0.3,438.51,248.6,2.0,building with a balcony and a clock,polygon,,0.293022,0.521068
Encode-Decode_Experiment-5-1,2360001,clock,encoding,2,2,5498,5838,340,972.2,368.0,0.4113,518.51,261.69,1.0,large round analog clock with white and black colors,polygon,,0.395661,0.702194
Encode-Decode_Experiment-5-1,2360001,clock,encoding,2,2,5904,6074,170,1060.0,864.8,0.0846,565.33,614.97,28.0,"man wearing a black jacket and jeans, standing on a ladder.",polygon,,0.082148,0.568268
Encode-Decode_Experiment-5-1,2360001,clock,encoding,2,2,6232,6398,166,1423.7,928.6,0.1653,759.31,660.34,24.0,building with a balcony and windows.,polygon,,0.158612,0.930959
Encode-Decode_Experiment-5-1,2360001,clock,encoding,2,2,6418,6620,202,1508.3,896.8,0.1687,804.43,637.72,31.0,awning with the word 'BROOK' on it.,polygon,,0.16355,0.98589
Encode-Decode_Experiment-5-1,2360001,clock,encoding,2,2,6698,7094,396,494.8,704.2,0.3602,263.89,500.76,2.0,building with a balcony and a clock,polygon,,0.346159,0.477381
Encode-Decode_Experiment-5-1,2360001,clock,encoding,2,2,7142,7284,142,839.9,628.5,0.04,447.95,446.93,16.0,"bracket in clock's, for wall mounting.",polygon,,0.039001,0.212394
Encode-Decode_Experiment-5-1,2360001,clock,encoding,2,2,7346,7616,270,792.9,956.3,0.2962,422.88,680.04,6.0,jeans worn by a man.,polygon,,0.287923,0.425284
Encode-Decode_Experiment-5-1,2360001,clock,encoding,2,2,7658,7962,304,462.5,953.1,0.0529,246.67,677.76,29.0,planks in wood used for mounting the clock.,polygon,,0.043783,0.353138
Encode-Decode_Experiment-5-1,2360001,clock,encoding,2,2,8032,8270,238,847.2,251.9,0.3412,451.84,179.13,2.0,building with a balcony and a clock,polygon,,0.333524,0.553315
Encode-Decode_Experiment-5-1,2360001,clock,encoding,2,2,8298,8498,200,697.0,188.6,0.422,371.73,134.12,2.0,building with a balcony and a clock,polygon,,0.411997,0.469628
Encode-Decode_Experiment-5-1,2360001,clock,encoding,2,2,8528,8862,334,615.3,267.5,0.2157,328.16,190.22,33.0,"man in a grey jacket and jeans, standing on a ladder, holding a camera",polygon,,0.205326,0.409276
Encode-Decode_Experiment-5-1,2360001,clock,encoding,2,2,8882,9158,276,672.5,225.0,0.4736,358.67,160.0,33.0,"man in a grey jacket and jeans, standing on a ladder, holding a camera",polygon,,0.457261,0.452264
Encode-Decode_Experiment-5-1,2360001,clock,encoding,2,2,9206,9484,278,975.6,379.3,0.4106,520.32,269.72,1.0,large round analog clock with white and black colors,polygon,,0.397229,0.692078
Encode-Decode_Experiment-5-1,2360001,clock,encoding,2,2,9498,9736,238,976.7,347.4,0.3274,520.91,247.04,1.0,large round analog clock with white and black colors,polygon,,0.313488,0.716181
Encode-Decode_Experiment-5-1,2360001,clock,encoding,2,2,9784,9946,162,867.8,590.0,0.0656,462.83,419.56,16.0,"bracket in clock's, for wall mounting.",polygon,,0.065412,0.199534
Encode-Decode_Experiment-5-1,2360001,clock,encoding,2,2,9990,10152,162,1133.7,186.5,0.1219,604.64,132.62,2.0,building with a balcony and a clock,polygon,,0.118272,0.480156
Encode-Decode_Experiment-5-1,2348899,tie,encoding,3,3,10160,10400,240,942.1,549.1,0.1124,502.45,390.47,12.0,brown hair of man with gray suit,polygon,,0.107385,0.892697
Encode-Decode_Experiment-5-1,2348899,tie,encoding,3,3,10424,10558,134,844.7,570.2,0.2075,450.51,405.48,14.0,man with gray suit jacket smiling,polygon,,0.205782,0.902563
Encode-Decode_Experiment-5-1,2348899,tie,encoding,3,3,10606,11176,570,956.3,797.7,0.0928,510.03,567.25,14.0,man with gray suit jacket smiling,polygon,,0.090565,0.938992
Encode-Decode_Experiment-5-1,2348899,tie,encoding,3,3,11236,11580,344,1420.4,375.5,0.1308,757.55,267.02,6.0,long blonde hair of woman adjusting tie,polygon,,0.127041,0.677945
Encode-Decode_Experiment-5-1,2348899,tie,encoding,3,3,11742,12214,472,1533.6,366.6,0.3235,817.92,260.69,6.0,long blonde hair of woman adjusting tie,polygon,,0.317375,0.63536
Encode-Decode_Experiment-5-1,2348899,tie,encoding,3,3,12236,12336,100,1614.2,339.9,0.1705,860.91,241.71,6.0,long blonde hair of woman adjusting tie,polygon,,0.166446,0.575112
Encode-Decode_Experiment-5-1,2348899,tie,encoding,3,3,12414,12638,224,430.8,411.9,0.0503,229.76,292.91,0.0,dark hair of man in black suit,polygon,,0.046512,0.83316
Encode-Decode_Experiment-5-1,2348899,tie,encoding,3,3,12678,12828,150,551.6,236.1,0.157,294.19,167.89,5.0,picture in brown frame on orange wall,polygon,,0.155318,0.657314
Encode-Decode_Experiment-5-1,2348899,tie,encoding,3,3,12842,13196,354,509.0,211.7,0.0584,271.47,150.54,5.0,picture in brown frame on orange wall,polygon,,0.055195,0.607839
Encode-Decode_Experiment-5-1,2348899,tie,encoding,3,3,13242,13510,268,136.7,331.4,0.054,72.91,235.66,1.0,picture with a dark frame on wall,polygon,,0.052605,0.618624
Encode-Decode_Experiment-5-1,2348899,tie,encoding,3,3,13564,13782,218,178.9,608.5,0.3339,95.41,432.71,4.0,"man with short hair wearing a black shirt and watch, sitting",polygon,,0.327906,0.822075
Encode-Decode_Experiment-5-1,2348899,tie,encoding,3,3,13820,14010,190,484.3,519.9,0.3831,258.29,369.71,9.0,man in black suit pointing,polygon,,0.369965,0.868531
Encode-Decode_Experiment-5-1,2348899,tie,encoding,3,3,14058,14226,168,862.0,591.4,0.1313,459.73,420.55,14.0,man with gray suit jacket smiling,polygon,,0.129646,0.935662
Encode-Decode_Experiment-5-1,2348899,tie,encoding,3,3,14260,14486,226,934.9,786.8,0.0893,498.61,559.5,14.0,man with gray suit jacket smiling,polygon,,0.086021,0.939556
Encode-Decode_Experiment-5-1,2348899,tie,encoding,3,3,14508,14756,248,950.4,830.1,0.1492,506.88,590.29,2.0,red and white striped tie worn by man in gray suit,polygon,,0.144095,0.910605
Encode-Decode_Experiment-5-1,2348899,tie,encoding,3,3,14778,14946,168,932.7,767.0,0.1239,497.44,545.42,14.0,man with gray suit jacket smiling,polygon,,0.116917,0.954081
Encode-Decode_Experiment-5-1,2348899,tie,encoding,3,3,14968,15228,260,927.4,825.7,0.1572,494.61,587.16,2.0,red and white striped tie worn by man in gray suit,polygon,,0.15489,0.901975
Encode-Decode_Experiment-5-1,2410309,laptop,encoding,4,4,15236,15444,208,927.8,542.5,0.0625,494.83,385.78,3.0,woman's arm resting on the couch,polygon,,0.061441,0.659508
Encode-Decode_Experiment-5-1,2410309,laptop,encoding,4,4,15488,15686,198,1216.4,544.5,0.0485,648.75,387.2,19.0,baby's head,polygon,,0.045195,0.876885
Encode-Decode_Experiment-5-1,2410309,laptop,encoding,4,4,15752,15968,216,1451.9,800.3,0.9707,774.35,569.1,7.0,baby sitting on the couch looking at a laptop,polygon,,0.974375,0.794523
