SubjectID,StimID,CueText,Phase,TrialIndex,TrialID,FixStart_ms,FixEnd_ms,Duration_ms,GazeX,GazeY,Salience,ImgX,ImgY,ObjectID,ObjectName,AssignmentMethod,ProximityDist_px,SalienceAtFixation,MeaningAtFixation
Encode-Decode_Experiment-3-1,2348899,tie,encoding,1,1,4,252,248,946.9,544.2,0.1041,505.01,386.99,12.0,brown hair of man with gray suit,polygon,,0.100386,0.881164
Encode-Decode_Experiment-3-1,2348899,tie,encoding,1,1,280,510,230,819.7,596.6,0.2672,437.17,424.25,14.0,man with gray suit jacket smiling,polygon,,0.265812,0.89957
Encode-Decode_Experiment-3-1,2348899,tie,encoding,1,1,542,724,182,919.6,767.4,0.1533,490.45,545.71,14.0,man with gray suit jacket smiling,polygon,,0.149348,0.946484
Encode-Decode_Experiment-3-1,2348899,tie,encoding,1,1,750,894,144,975.5,840.0,0.2134,520.27,597.33,2.0,red and white striped tie worn by man in gray suit,proximity,31.94,0.214772,0.910344
Encode-Decode_Experiment-3-1,2348899,tie,encoding,1,1,936,1092,156,820.9,579.1,0.3002,437.81,411.8,14.0,man with gray suit jacket smiling,polygon,,0.302552,0.889808
Encode-Decode_Experiment-3-1,2348899,tie,encoding,1,1,1104,1188,84,785.1,578.3,0.2643,418.72,411.24,14.0,man with gray suit jacket smiling,polygon,,0.260067,0.851745
Encode-Decode_Experiment-3-1,2348899,tie,encoding,1,1,1236,1422,186,377.2,476.2,0.6,201.17,338.63,9.0,man in black suit pointing,polygon,,0.589835,0.887563
Encode-Decode_Experiment-3-1,2348899,tie,encoding,1,1,1492,1964,472,161.9,597.5,0.3207,86.35,424.89,4.0,"man with short hair wearing a black shirt and watch, sitting",polygon,,0.323569,0.84545
Encode-Decode_Experiment-3-1,2348899,tie,encoding,1,1,2006,2500,494,480.5,481.7,0.2456,256.27,342.54,9.0,man in black suit pointing,polygon,,0.234523,0.869506
Encode-Decode_Experiment-3-1,2348899,tie,encoding,1,1,2540,2686,146,816.1,528.4,0.2664,435.25,375.75,14.0,man with gray suit jacket smiling,polygon,,0.259376,0.822918
Encode-Decode_Experiment-3-1,2348899,tie,encoding,1,1,2698,3444,746,766.3,548.2,0.2302,408.69,389.83,9.0,man in black suit pointing,polygon,,0.229239,0.809864
Encode-Decode_Experiment-3-1,2348899,tie,encoding,1,1,3500,3762,262,1375.6,413.5,0.1601,733.65,294.04,13.0,woman with long blonde hair adjusting man's tie,polygon,,0.157479,0.698772
Encode-Decode_Experiment-3-1,2348899,tie,encoding,1,1,3786,3960,174,1272.5,439.8,0.1535,678.67,312.75,7.0,doorway with white frame leading to another room,polygon,,0.149265,0.652418
Encode-Decode_Experiment-3-1,2348899,tie,encoding,1,1,4006,4140,134,837.2,552.2,0.2822,446.51,392.68,14.0,man with gray suit jacket smiling,polygon,,0.282318,0.874541
Encode-Decode_Experiment-3-1,2348899,tie,encoding,1,1,4156,4626,470,776.9,562.1,0.2416,414.35,399.72,14.0,man with gray suit jacket smiling,polygon,,0.235223,0.831961
Encode-Decode_Experiment-3-1,2348899,tie,encoding,1,1,4676,4814,138,380.4,441.0,0.2704,202.88,313.6,0.0,dark hair of man in black suit,polygon,,0.260138,0.864587
Encode-Decode_Experiment-3-1,2348899,tie,encoding,1,1,4832,4986,154,448.7,462.6,0.2211,239.31,328.96,0.0,dark hair of man in black suit,polygon,,0.215624,0.875991
Encode-Decode_Experiment-3-1,2348899,tie,encoding,1,1,5028,5078,50,141.6,584.1,0.2572,75.52,415.36,4.0,"man with short hair wearing a black shirt and watch, sitting",polygon,,0.250611,0.867414
Encode-Decode_Experiment-3-1,2385550,tangerines,encoding,2,2,5086,5354,268,920.9,524.2,0.4358,491.15,372.76,15.0,ear of the boy.,proximity,43.83,0.41981,0.829405
Encode-Decode_Experiment-3-1,2385550,tangerines,encoding,2,2,5396,5618,222,475.9,508.0,0.1402,253.81,361.24,20.0,"face in boy's hood, part of a child's attire.",polygon,,0.135773,0.821359
Encode-Decode_Experiment-3-1,2385550,tangerines,encoding,2,2,5638,5938,300,476.0,438.9,0.1374,253.87,312.11,11.0,nose of a child.,polygon,,0.134486,0.828521
Encode-Decode_Experiment-3-1,2385550,tangerines,encoding,2,2,5998,6214,216,1321.5,515.8,0.1315,704.8,366.79,23.0,nose of the girl,polygon,,0.128067,0.972417
Encode-Decode_Experiment-3-1,2385550,tangerines,encoding,2,2,6222,6474,252,1331.7,493.0,0.0964,710.24,350.58,23.0,nose of the girl,polygon,,0.091406,0.982093
Encode-Decode_Experiment-3-1,2385550,tangerines,encoding,2,2,6496,6626,130,1377.3,426.8,0.1506,734.56,303.5,5.0,girl's face with brown hair,polygon,,0.144641,0.959273
Encode-Decode_Experiment-3-1,2385550,tangerines,encoding,2,2,6646,6792,146,1435.9,368.5,0.2657,765.81,262.04,24.0,young girl with brown hair,polygon,,0.256995,0.889197
Encode-Decode_Experiment-3-1,2385550,tangerines,encoding,2,2,6826,7046,220,1303.7,461.1,0.1203,695.31,327.89,5.0,girl's face with brown hair,polygon,,0.108263,0.993274
Encode-Decode_Experiment-3-1,2385550,tangerines,encoding,2,2,7108,7356,248,456.5,430.1,0.1985,243.47,305.85,11.0,nose of a child.,polygon,,0.190364,0.825558
Encode-Decode_Experiment-3-1,2385550,tangerines,encoding,2,2,7368,7572,204,472.7,397.9,0.1009,252.11,282.95,20.0,"face in boy's hood, part of a child's attire.",polygon,,0.097975,0.796497
Encode-Decode_Experiment-3-1,2385550,tangerines,encoding,2,2,7590,7834,244,512.6,352.0,0.0369,273.39,250.31,20.0,"face in boy's hood, part of a child's attire.",polygon,,0.036228,0.734961
Encode-Decode_Experiment-3-1,2385550,tangerines,encoding,2,2,7858,8150,292,445.5,428.5,0.2444,237.6,304.71,11.0,nose of a child.,polygon,,0.24299,0.825183
Encode-Decode_Experiment-3-1,2385550,tangerines,encoding,2,2,8168,8450,282,459.8,366.3,0.0655,245.23,260.48,20.0,"face in boy's hood, part of a child's attire.",polygon,,0.063498,0.757247
Encode-Decode_Experiment-3-1,2385550,tangerines,encoding,2,2,8470,8638,168,435.9,446.0,0.285,232.48,317.16,20.0,"face in boy's hood, part of a child's attire.",polygon,,0.290265,0.833906
Encode-Decode_Experiment-3-1,2385550,tangerines,encoding,2,2,8696,8938,242,1245.6,441.8,0.2697,664.32,314.17,5.0,girl's face with brown hair,polygon,,0.261797,0.98597
Encode-Decode_Experiment-3-1,2385550,tangerines,encoding,2,2,8958,9238,280,1316.8,426.1,0.0989,702.29,303.0,5.0,girl's face with brown hair,polygon,,0.095592,0.971808
Encode-Decode_Experiment-3-1,2385550,tangerines,encoding,2,2,9254,9462,208,1281.9,480.8,0.2033,683.68,341.9,5.0,girl's face with brown hair,polygon,,0.198659,0.998325
Encode-Decode_Experiment-3-1,2385550,tangerines,encoding,2,2,9520,9712,192,593.1,427.7,0.4518,316.32,304.14,20.0,"face in boy's hood, part of a child's attire.",polygon,,0.451627,0.806589
Encode-Decode_Experiment-3-1,2385550,tangerines,encoding,2,2,9742,10026,284,528.7,324.7,0.0475,281.97,230.9,20.0,"face in boy's hood, part of a child's attire.",polygon,,0.046535,0.698986
Encode-Decode_Experiment-3-1,2385550,tangerines,encoding,2,2,10036,10162,126,565.3,331.5,0.0505,301.49,235.73,20.0,"face in boy's hood, part of a child's attire.",polygon,,0.049837,0.711424
Encode-Decode_Experiment-3-1,2349475,blender,encoding,3,3,10170,10398,228,938.1,501.7,0.0331,500.32,356.76,2.0,smoothie inside the blender with orange liquid.,polygon,,0.032682,0.63919
Encode-Decode_Experiment-3-1,2349475,blender,encoding,3,3,10438,10670,232,678.6,486.7,0.0448,361.92,346.1,29.0,"person wearing a blue shirt and black shorts, with a yellow hat, smiling and leaning over to operate a blender, pedaling.",polygon,,0.044872,0.785347
Encode-Decode_Experiment-3-1,2349475,blender,encoding,3,3,10708,10810,102,898.5,626.8,0.0314,479.2,445.72,10.0,"blender with a silver base and a black top, containing orange smoothie.",polygon,,0.030649,0.648685
Encode-Decode_Experiment-3-1,2349475,blender,encoding,3,3,10854,11004,150,654.6,447.4,0.1151,349.12,318.15,0.0,"head of a person wearing a yellow hat, smiling, leaning forward.",polygon,,0.115512,0.748467
Encode-Decode_Experiment-3-1,2349475,blender,encoding,3,3,11018,11334,316,641.1,474.2,0.0501,341.92,337.21,29.0,"person wearing a blue shirt and black shorts, with a yellow hat, smiling and leaning over to operate a blender, pedaling.",polygon,,0.048578,0.746004
Encode-Decode_Experiment-3-1,2349475,blender,encoding,3,3,11398,11574,176,1492.7,243.2,0.0651,796.11,172.94,7.0,"woman wearing a green shirt and jeans, smiling and holding the blender lid.",polygon,,0.06446,0.98206
Encode-Decode_Experiment-3-1,2349475,blender,encoding,3,3,11590,12126,536,1504.9,216.2,0.074,802.61,153.74,7.0,"woman wearing a green shirt and jeans, smiling and holding the blender lid.",polygon,,0.074314,0.986705
Encode-Decode_Experiment-3-1,2349475,blender,encoding,3,3,12174,12380,206,1021.6,544.7,0.0259,544.85,387.34,2.0,smoothie inside the blender with orange liquid.,polygon,,0.026331,0.573475
Encode-Decode_Experiment-3-1,2349475,blender,encoding,3,3,12418,12630,212,799.8,735.6,0.2857,426.56,523.09,,,none,,0.285706,0.676055
Encode-Decode_Experiment-3-1,2349475,blender,encoding,3,3,12674,12940,266,469.3,739.2,0.1248,250.29,525.65,23.0,crank attached to the blender being used by a person.,polygon,,0.125808,0.705449
Encode-Decode_Experiment-3-1,2349475,blender,encoding,3,3,12958,13140,182,415.2,714.1,0.1376,221.44,507.8,29.0,"person wearing a blue shirt and black shorts, with a yellow hat, smiling and leaning over to operate a blender, pedaling.",polygon,,0.138897,0.699394
Encode-Decode_Experiment-3-1,2349475,blender,encoding,3,3,13186,13766,580,648.9,464.7,0.0727,346.08,330.45,29.0,"person wearing a blue shirt and black shorts, with a yellow hat, smiling and leaning over to operate a blender, pedaling.",polygon,,0.070499,0.75088
Encode-Decode_Experiment-3-1,2349475,blender,encoding,3,3,13820,14116,296,1253.9,491.5,0.1333,668.75,349.51,,,none,,0.133823,0.718694
Encode-Decode_Experiment-3-1,2349475,blender,encoding,3,3,14138,14284,146,1203.4,553.5,0.0419,641.81,393.6,8.0,woman wearing a green shirt and blue jeans,polygon,,0.04104,0.657601
Encode-Decode_Experiment-3-1,2349475,blender,encoding,3,3,14306,14586,280,1101.3,554.6,0.0466,587.36,394.38,2.0,smoothie inside the blender with orange liquid.,polygon,,0.047568,0.593497
Encode-Decode_Experiment-3-1,2349475,blender,encoding,3,3,14628,14876,248,1119.3,285.9,0.0933,596.96,203.31,,,none,,0.092937,0.950852
Encode-Decode_Experiment-3-1,2349475,blender,encoding,3,3,14912,15120,208,1133.7,553.5,0.0531,604.64,393.6,,,none,,0.052195,0.613985
Encode-Decode_Experiment-3-1,2349475,blender,encoding,3,3,15176,15246,70,464.4,438.8,0.0748,247.68,312.04,,,none,,0.074597,0.448798
