SubjectID,StimID,CueText,Phase,TrialIndex,TrialID,FixStart_ms,FixEnd_ms,Duration_ms,GazeX,GazeY,Salience,ImgX,ImgY,ObjectID,ObjectName,AssignmentMethod,ProximityDist_px,SalienceAtFixation
Encode-Decode_Experiment-19-1,2412687,dog,encoding,1,1,4,440,436,967.6,577.7,0.1159,516.05,410.81,2.0,red frisbee being held by a person,polygon,,0.113959
Encode-Decode_Experiment-19-1,2412687,dog,encoding,1,1,464,750,286,877.1,645.5,0.1604,467.79,459.02,10.0,tan dog playing and looking at frisbee,polygon,,0.157798
Encode-Decode_Experiment-19-1,2412687,dog,encoding,1,1,766,1002,236,865.4,675.1,0.1891,461.55,480.07,10.0,tan dog playing and looking at frisbee,polygon,,0.187742
Encode-Decode_Experiment-19-1,2412687,dog,encoding,1,1,1028,1256,228,1007.5,598.1,0.1268,537.33,425.32,2.0,red frisbee being held by a person,polygon,,0.126021
Encode-Decode_Experiment-19-1,2412687,dog,encoding,1,1,1436,1884,448,1064.1,545.2,0.0396,567.52,387.7,2.0,red frisbee being held by a person,polygon,,0.035665
Encode-Decode_Experiment-19-1,2412687,dog,encoding,1,1,1894,2018,124,1035.5,545.6,0.0535,552.27,387.98,2.0,red frisbee being held by a person,polygon,,0.049036
Encode-Decode_Experiment-19-1,2412687,dog,encoding,1,1,2214,2326,112,1580.3,47.9,0.1451,842.83,34.06,15.0,light gray shirt worn by a person,polygon,,0.141587
Encode-Decode_Experiment-19-1,2412687,dog,encoding,1,1,2358,2572,214,1773.2,67.6,0.3986,945.71,48.07,15.0,light gray shirt worn by a person,polygon,,0.390352
Encode-Decode_Experiment-19-1,2412687,dog,encoding,1,1,2580,2758,178,1789.4,50.2,0.4534,954.35,35.7,15.0,light gray shirt worn by a person,polygon,,0.447154
Encode-Decode_Experiment-19-1,2412687,dog,encoding,1,1,2792,3176,384,1575.0,8.8,0.2422,840.0,6.26,7.0,person wearing a light gray shirt and gray shorts,polygon,,0.234579
Encode-Decode_Experiment-19-1,2412687,dog,encoding,1,1,3266,3452,186,1693.7,924.2,0.042,903.31,657.21,,,none,,0.03777
Encode-Decode_Experiment-19-1,2412687,dog,encoding,1,1,3474,3664,190,1803.5,927.5,0.4315,961.87,659.56,7.0,person wearing a light gray shirt and gray shorts,polygon,,0.424337
Encode-Decode_Experiment-19-1,2412687,dog,encoding,1,1,3680,3818,138,1760.4,973.8,0.2163,938.88,692.48,,,none,,0.210799
Encode-Decode_Experiment-19-1,2412687,dog,encoding,1,1,3860,4430,570,1393.0,1008.8,0.9798,742.93,717.37,14.0,black and white shoes worn by a person,polygon,,0.979414
Encode-Decode_Experiment-19-1,2412687,dog,encoding,1,1,4506,4718,212,489.2,733.5,0.0165,260.91,521.6,4.0,green and brown grass,polygon,,0.015884
Encode-Decode_Experiment-19-1,2412687,dog,encoding,1,1,4752,5076,324,329.8,612.0,0.0075,175.89,435.2,4.0,green and brown grass,polygon,,0.007528
Encode-Decode_Experiment-19-1,2348899,tie,encoding,2,2,5084,5390,306,966.3,568.8,0.1352,515.36,404.48,12.0,brown hair of man with gray suit,polygon,,0.133667
Encode-Decode_Experiment-19-1,2348899,tie,encoding,2,2,5414,5542,128,834.8,603.0,0.2055,445.23,428.8,14.0,man with gray suit jacket smiling,polygon,,0.201305
Encode-Decode_Experiment-19-1,2348899,tie,encoding,2,2,5578,5718,140,881.2,802.4,0.1204,469.97,570.6,2.0,red and white striped tie worn by man in gray suit,polygon,,0.118546
