SubjectID,StimID,CueText,Phase,TrialIndex,TrialID,FixStart_ms,FixEnd_ms,Duration_ms,GazeX,GazeY,Salience,ImgX,ImgY,ObjectID,ObjectName,AssignmentMethod,ProximityDist_px,SalienceAtFixation
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,4,298,294,986.0,566.5,0.0609,525.87,402.84,12.0,"right elephant with shirtless man on its back, eating grass",polygon,,0.05788
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,336,550,214,1171.1,443.2,0.3156,624.59,315.16,8.0,shirtless man on right elephant,polygon,,0.305408
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,620,940,320,433.4,612.0,0.0335,231.15,435.2,10.0,left elephant with man standing on its back,polygon,,0.030902
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,1118,1208,90,373.7,479.5,0.2747,199.31,340.98,14.0,"man in blue shirt and shorts, standing on left elephant",polygon,,0.271055
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,1234,1518,284,345.4,346.8,0.2785,184.21,246.61,14.0,"man in blue shirt and shorts, standing on left elephant",polygon,,0.264731
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,1534,1760,226,326.7,314.2,0.2105,174.24,223.43,1.0,blue shirt worn by man on left elephant,polygon,,0.204976
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,1830,2004,174,1151.1,318.9,0.1415,613.92,226.77,8.0,shirtless man on right elephant,polygon,,0.137209
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,2034,2462,428,1122.6,461.4,0.3812,598.72,328.11,8.0,shirtless man on right elephant,polygon,,0.370072
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,2484,2512,28,1165.0,499.8,0.1697,621.33,355.41,8.0,shirtless man on right elephant,polygon,,0.160741
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,2542,2776,234,1027.9,568.3,0.0511,548.21,404.12,12.0,"right elephant with shirtless man on its back, eating grass",polygon,,0.048371
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,2836,3258,422,1599.8,695.5,0.0474,853.23,494.58,,,none,,0.04207
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,3282,3430,148,1562.7,595.7,0.0146,833.44,423.61,12.0,"right elephant with shirtless man on its back, eating grass",polygon,,0.014304
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,3470,3572,102,1312.9,639.0,0.0375,700.21,454.4,17.0,ear of right elephant,polygon,,0.036524
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,3760,4092,332,1264.9,614.4,0.0288,674.61,436.91,17.0,ear of right elephant,polygon,,0.026838
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,4112,4334,222,1319.4,646.2,0.0413,703.68,459.52,17.0,ear of right elephant,polygon,,0.039804
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,4360,4488,128,1207.3,586.9,0.0388,643.89,417.35,17.0,ear of right elephant,polygon,,0.03736
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,4548,4826,278,1705.7,242.2,0.0328,909.71,172.23,4.0,tree trunk on right side,polygon,,0.032519
Encode-Decode_Experiment-21-1,2409918,elephant,encoding,1,1,4886,5058,172,1209.5,194.1,0.2289,645.07,138.03,,,none,,0.215257
Encode-Decode_Experiment-21-1,2379478,baby-milk,encoding,2,2,5084,5328,244,941.4,558.8,0.6207,502.08,397.37,,,none,,0.585816
Encode-Decode_Experiment-21-1,2379478,baby-milk,encoding,2,2,5362,5786,424,1135.0,547.0,0.3551,605.33,388.98,1.0,"baby lying on bed, wearing cartoon-themed shirt and diaper, holding a bottle",polygon,,0.331251
Encode-Decode_Experiment-21-1,2379478,baby-milk,encoding,2,2,5810,6068,258,1010.4,518.4,0.9357,538.88,368.64,7.0,bottle of milk being held and drunk by baby,polygon,,0.896596
Encode-Decode_Experiment-21-1,2379478,baby-milk,encoding,2,2,6114,6360,246,911.5,316.8,0.2748,486.13,225.28,16.0,milk inside bottle,polygon,,0.253652
Encode-Decode_Experiment-21-1,2379478,baby-milk,encoding,2,2,6382,6716,334,986.2,280.0,0.4744,525.97,199.11,14.0,"baby lying on bed, wearing white shirt and pants, drinking from bottle",polygon,,0.449494
Encode-Decode_Experiment-21-1,2379478,baby-milk,encoding,2,2,6742,7022,280,890.1,306.2,0.3232,474.72,217.74,16.0,milk inside bottle,polygon,,0.307691
Encode-Decode_Experiment-21-1,2379478,baby-milk,encoding,2,2,7060,7226,166,1025.6,504.0,0.8766,546.99,358.4,7.0,bottle of milk being held and drunk by baby,polygon,,0.839795
Encode-Decode_Experiment-21-1,2379478,baby-milk,encoding,2,2,7240,7528,288,1001.5,483.7,0.5658,534.13,343.96,7.0,bottle of milk being held and drunk by baby,polygon,,0.52744
Encode-Decode_Experiment-21-1,2379478,baby-milk,encoding,2,2,7540,7688,148,1016.9,472.8,0.4874,542.35,336.21,7.0,bottle of milk being held and drunk by baby,polygon,,0.464023
