SubjectID,StimID,CueText,Phase,TrialIndex,TrialID,FixStart_ms,FixEnd_ms,Duration_ms,GazeX,GazeY,Salience,ImgX,ImgY,ObjectID,ObjectName,AssignmentMethod,ProximityDist_px,SalienceAtFixation
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,4,324,320,983.6,610.6,0.1572,524.59,434.2,14.0,man with gray suit jacket smiling,polygon,,0.155202
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,354,584,230,843.2,658.6,0.1799,449.71,468.34,14.0,man with gray suit jacket smiling,polygon,,0.179063
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,624,996,372,943.6,864.5,0.2018,503.25,614.76,2.0,red and white striped tie worn by man in gray suit,polygon,,0.192641
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,1052,1266,214,514.7,743.5,0.3631,274.51,528.71,9.0,man in black suit pointing,polygon,,0.359937
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,1312,1740,428,467.2,487.7,0.2949,249.17,346.81,9.0,man in black suit pointing,polygon,,0.288242
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,1782,2040,258,189.3,594.9,0.3354,100.96,423.04,4.0,"man with short hair wearing a black shirt and watch, sitting",polygon,,0.331421
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,2098,2350,252,817.1,624.6,0.1576,435.79,444.16,14.0,man with gray suit jacket smiling,polygon,,0.153979
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,2366,2584,218,811.8,597.8,0.2597,432.96,425.1,14.0,man with gray suit jacket smiling,polygon,,0.256321
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,2624,3042,418,913.6,824.0,0.1694,487.25,585.96,2.0,red and white striped tie worn by man in gray suit,polygon,,0.171776
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,3068,3368,300,941.9,865.9,0.1984,502.35,615.75,2.0,red and white striped tie worn by man in gray suit,polygon,,0.192226
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,3390,3714,324,985.6,813.6,0.1585,525.65,578.56,14.0,man with gray suit jacket smiling,polygon,,0.154669
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,3732,3974,242,1038.8,785.1,0.135,554.03,558.29,14.0,man with gray suit jacket smiling,polygon,,0.137501
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,4000,4546,546,934.7,845.7,0.1751,498.51,601.39,2.0,red and white striped tie worn by man in gray suit,polygon,,0.173073
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,4570,4930,360,942.1,933.5,0.159,502.45,663.82,2.0,red and white striped tie worn by man in gray suit,polygon,,0.15553
Encode-Decode_Experiment-12-1,2348899,tie,encoding,1,1,4952,5078,126,957.1,850.4,0.2232,510.45,604.73,14.0,man with gray suit jacket smiling,polygon,,0.223443
