SubjectID,StimID,CueText,Phase,TrialIndex,TrialID,FixStart_ms,FixEnd_ms,Duration_ms,GazeX,GazeY,Salience,ImgX,ImgY,ObjectID,ObjectName,AssignmentMethod,ProximityDist_px,SalienceAtFixation
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,4,108,104,993.2,536.2,0.1456,529.71,381.3,16.0,face in black color.,polygon,,0.143711
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,118,388,270,974.9,542.0,0.1433,519.95,385.42,16.0,face in black color.,polygon,,0.141842
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,408,734,326,916.4,542.6,0.169,488.75,385.85,8.0,two bears eating a pumpkin,polygon,,0.168322
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,770,1208,438,922.8,688.3,0.1832,492.16,489.46,20.0,"pumpkin in smashed, half-eaten condition.",polygon,,0.175545
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,1250,1454,204,856.3,431.4,0.0451,456.69,306.77,4.0,bear in looking at the pumpkin,polygon,,0.040892
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,1512,2062,550,1276.4,631.4,0.1311,680.75,449.0,5.0,"black bear on the right, eating a pumpkin",polygon,,0.121221
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,2102,2314,212,1003.2,681.3,0.2643,535.04,484.48,2.0,pumpkin in broken halves.,polygon,,0.25101
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,2342,2572,230,796.0,614.0,0.3337,424.53,436.62,8.0,two bears eating a pumpkin,polygon,,0.33697
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,2622,2924,302,1103.9,981.4,0.1479,588.75,697.88,8.0,two bears eating a pumpkin,polygon,,0.144214
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,3002,3248,246,884.1,84.6,0.1317,471.52,60.16,,,none,,0.126272
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,3292,3490,198,854.4,344.3,0.0611,455.68,244.84,26.0,"bear with its snout on a pumpkin, indicating it is eating.",polygon,,0.058216
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,3530,3668,138,816.7,498.9,0.0856,435.57,354.77,4.0,bear in looking at the pumpkin,polygon,,0.083752
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,3712,3912,200,914.7,628.6,0.7078,487.84,447.0,8.0,two bears eating a pumpkin,polygon,,0.699747
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,3958,4208,250,1214.7,639.5,0.3292,647.84,454.76,5.0,"black bear on the right, eating a pumpkin",polygon,,0.329618
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,4252,4422,170,935.8,723.9,0.1451,499.09,514.77,2.0,pumpkin in broken halves.,polygon,,0.14285
Encode-Decode_Experiment-10-1,2362704,bears,encoding,1,1,4624,4812,188,891.7,754.6,0.2901,475.57,536.6,9.0,pumpkin being eaten by bears.,polygon,,0.279515
