SubjectID,StimID,Phase,svg_z,svg_obs,svg_null_mean,svg_null_std,n_transitions,n_relational,low_n,mean_salience_relational,mean_salience_nonrelational,n_relational_fixations,n_nonrelational_fixations,n_fixations,n_aoi,aoi_prop,mean_salience,enc_q1_accuracy,enc_q1_rt_ms,enc_q1_response,enc_q1_correct_key,enc_q1_question,enc_q2_accuracy,enc_q2_rt_ms,enc_q2_response,enc_q2_correct_key,enc_q2_question,enc_trial_index,enc_total_correct,dec_free_response,dec_rt_ms,dec_trial_index,dec_cue_question
Encode-Decode_Experiment-20-1,2387122,encoding,-0.500685,0.466667,0.541867,0.150194,15,7,False,0.090496,0.099701,10,11,27,21,0.7778,0.105529,1.0,21271.0,1.0,1.0,What is the polar bear doing next to the enclosure edge?,1.0,4534.0,3.0,3.0,Where is the polar bear located in the scene?,1.0,2.0,,,,
Encode-Decode_Experiment-20-1,2412687,encoding,0.046227,0.333333,0.323167,0.219929,6,2,False,0.082444,0.192228,7,6,22,13,0.5909,0.107319,0.0,9548.0,2.0,4.0,What is the dog biting onto in the scene?,1.0,10741.0,3.0,3.0,What is the human's body position?,2.0,1.0,,,,
Encode-Decode_Experiment-20-1,2370664,encoding,-1.571133,0.05,0.19235,0.090603,20,1,False,0.163178,0.162902,2,28,30,30,1.0,0.162921,1.0,5333.0,1.0,1.0,Where are the people located in the scene?,1.0,2656.0,4.0,4.0,How many donuts are in the scene?,3.0,2.0,,,,
Encode-Decode_Experiment-20-1,2369373,encoding,0.681133,0.35,0.2737,0.112019,20,7,False,0.189706,0.206521,13,13,28,26,0.9286,0.188057,1.0,10080.0,3.0,3.0,What is the appearance of the oven?,0.0,2902.0,1.0,3.0,What tool is the chef using?,4.0,1.0,,,,
Encode-Decode_Experiment-20-1,2349475,encoding,0.259424,0.166667,0.143722,0.088444,18,3,False,0.047595,0.06977,11,16,33,27,0.8182,0.074041,1.0,9980.0,3.0,3.0,Which part of the blender is the woman holding?,0.0,19273.0,2.0,1.0,What is the man doing to power the blender?,5.0,1.0,,,,
Encode-Decode_Experiment-20-1,2394020,encoding,0.604157,0.647059,0.568177,0.130566,17,11,False,0.239512,0.249999,17,3,28,20,0.7143,0.281346,1.0,5572.0,2.0,2.0,What are the riders wearing on their heads?,1.0,7646.0,1.0,1.0,Where is the scene taking place?,6.0,2.0,,,,
Encode-Decode_Experiment-20-1,2350974,encoding,3.14549,0.619048,0.270905,0.11068,21,13,False,0.294967,0.233087,25,4,34,29,0.8529,0.312031,1.0,9012.0,4.0,4.0,Between which two objects is the child standing?,1.0,10153.0,1.0,1.0,What is the child up against?,7.0,2.0,,,,
Encode-Decode_Experiment-20-1,2385851,encoding,0.742519,0.2,0.1404,0.080267,20,4,False,0.104538,0.139383,12,14,28,26,0.9286,0.130587,1.0,8219.0,2.0,2.0,What are the men doing with the suitcases?,0.0,7262.0,1.0,3.0,Where are the men?,8.0,1.0,,,,
Encode-Decode_Experiment-20-1,2409918,encoding,0.724462,0.36,0.28952,0.097286,25,9,False,0.140941,0.154172,20,12,34,32,0.9412,0.148943,1.0,12794.0,4.0,4.0,Where are the elephants in the scene?,1.0,4088.0,2.0,2.0,What is the elephant on the right (from your perspective) doing with its trunk?,9.0,2.0,,,,
Encode-Decode_Experiment-20-1,2345035,encoding,-0.381287,0.269231,0.310423,0.108035,26,7,False,0.164801,0.203606,11,22,35,33,0.9429,0.183238,1.0,5161.0,3.0,3.0,What are the people doing with the football?,1.0,6502.0,2.0,2.0,Who runs toward the football in the scene?,10.0,2.0,,,,
