SubjectID,StimID,CueText,Phase,TrialIndex,TrialID,FixStart_ms,FixEnd_ms,Duration_ms,GazeX,GazeY,Salience,ImgX,ImgY,ObjectID,ObjectName,AssignmentMethod,ProximityDist_px,SalienceAtFixation
Encode-Decode_Experiment-27-1,2367132,video game,encoding,1,1,4,224,220,941.1,576.4,0.0655,501.92,409.88,12.0,brown shirt with yellow logo worn by man playing Wii,polygon,,0.061857
Encode-Decode_Experiment-27-1,2367132,video game,encoding,1,1,262,354,92,729.9,361.5,0.1499,389.28,257.07,2.0,man in brown shirt playing Wii with a controller,polygon,,0.14339
Encode-Decode_Experiment-27-1,2367132,video game,encoding,1,1,374,598,224,700.9,302.5,0.1055,373.81,215.11,2.0,man in brown shirt playing Wii with a controller,polygon,,0.099238
Encode-Decode_Experiment-27-1,2367132,video game,encoding,1,1,650,1456,806,1296.9,323.0,0.1423,691.68,229.69,11.0,man in gray shirt and blue jeans holding a Wii controller,polygon,,0.133842
Encode-Decode_Experiment-27-1,2367132,video game,encoding,1,1,1508,1884,376,724.2,267.3,0.0944,386.24,190.08,2.0,man in brown shirt playing Wii with a controller,polygon,,0.087923
Encode-Decode_Experiment-27-1,2367132,video game,encoding,1,1,1906,2870,964,666.8,228.1,0.1288,355.63,162.2,2.0,man in brown shirt playing Wii with a controller,polygon,,0.12082
Encode-Decode_Experiment-27-1,2367132,video game,encoding,1,1,3004,3266,262,645.2,213.2,0.1275,344.11,151.61,2.0,man in brown shirt playing Wii with a controller,polygon,,0.118776
Encode-Decode_Experiment-27-1,2367132,video game,encoding,1,1,4596,4692,96,739.6,325.6,0.1121,394.45,231.54,2.0,man in brown shirt playing Wii with a controller,polygon,,0.103726
Encode-Decode_Experiment-27-1,2367132,video game,encoding,1,1,4722,4912,190,661.8,196.4,0.1263,352.96,139.66,2.0,man in brown shirt playing Wii with a controller,polygon,,0.118259
Encode-Decode_Experiment-27-1,2367132,video game,encoding,1,1,5020,5076,56,295.0,660.5,0.0947,157.33,469.69,2.0,man in brown shirt playing Wii with a controller,polygon,,0.088845
Encode-Decode_Experiment-27-1,2344622,cat,encoding,2,2,5084,5262,178,974.5,569.8,0.0454,519.73,405.19,2.0,blue blanket on desk,polygon,,0.039961
Encode-Decode_Experiment-27-1,2344622,cat,encoding,2,2,5290,5506,216,845.9,497.6,0.2331,451.15,353.85,23.0,striped cat's head,polygon,,0.218434
Encode-Decode_Experiment-27-1,2344622,cat,encoding,2,2,5528,5922,394,808.6,556.4,0.18,431.25,395.66,23.0,striped cat's head,polygon,,0.169711
Encode-Decode_Experiment-27-1,2344622,cat,encoding,2,2,5976,6168,192,1380.0,667.2,0.1297,736.0,474.45,9.0,hand typing on black computer keyboard,polygon,,0.117282
Encode-Decode_Experiment-27-1,2344622,cat,encoding,2,2,6592,6734,142,954.7,506.2,0.0883,509.17,359.96,23.0,striped cat's head,polygon,,0.082507
Encode-Decode_Experiment-27-1,2344622,cat,encoding,2,2,6758,6974,216,873.0,548.0,0.1489,465.6,389.69,23.0,striped cat's head,polygon,,0.142889
Encode-Decode_Experiment-27-1,2344622,cat,encoding,2,2,7102,8072,970,745.4,505.3,0.2863,397.55,359.32,23.0,striped cat's head,polygon,,0.266522
Encode-Decode_Experiment-27-1,2344622,cat,encoding,2,2,8122,8448,326,1233.5,688.4,0.2838,657.87,489.53,,,none,,0.263385
Encode-Decode_Experiment-27-1,2344622,cat,encoding,2,2,8476,8606,130,1175.5,596.5,0.3758,626.93,424.18,6.0,keyboard in black color,polygon,,0.353285
Encode-Decode_Experiment-27-1,2344622,cat,encoding,2,2,8650,8848,198,853.1,491.2,0.2394,454.99,349.3,23.0,striped cat's head,polygon,,0.224695
Encode-Decode_Experiment-27-1,2344622,cat,encoding,2,2,8870,9344,474,764.6,501.1,0.3002,407.79,356.34,23.0,striped cat's head,polygon,,0.283849
Encode-Decode_Experiment-27-1,2344622,cat,encoding,2,2,9392,9632,240,529.6,601.1,0.1113,282.45,427.45,35.0,blanket in blue color on the table.,polygon,,0.102206
Encode-Decode_Experiment-27-1,2344622,cat,encoding,2,2,9660,9918,258,693.6,513.8,0.2054,369.92,365.37,23.0,striped cat's head,polygon,,0.189689
