SubjectID,StimID,CueText,Phase,TrialIndex,TrialID,FixStart_ms,FixEnd_ms,Duration_ms,GazeX,GazeY,Salience,ImgX,ImgY,ObjectID,ObjectName,AssignmentMethod,ProximityDist_px,SalienceAtFixation
Encode-Decode_Experiment-13-1,2383555,boat,encoding,1,1,4,234,230,983.8,573.1,0.3418,524.69,407.54,10.0,people sitting in the boat,polygon,,0.321706
Encode-Decode_Experiment-13-1,2383555,boat,encoding,1,1,272,532,260,807.0,447.5,0.1247,430.4,318.22,11.0,"white, purple, and red scarf worn by the woman at the front",polygon,,0.121406
Encode-Decode_Experiment-13-1,2383555,boat,encoding,1,1,558,808,250,862.8,353.6,0.1087,460.16,251.45,6.0,head of the woman wearing a conical hat,polygon,,0.101874
Encode-Decode_Experiment-13-1,2383555,boat,encoding,1,1,852,1108,256,1101.0,244.8,0.1694,587.2,174.08,20.0,woman rowing the boat at the back,polygon,,0.156904
Encode-Decode_Experiment-13-1,2383555,boat,encoding,1,1,1156,1514,358,757.4,497.6,0.1079,403.95,353.85,26.0,toddler sitting in the woman's lap,polygon,,0.105953
Encode-Decode_Experiment-13-1,2383555,boat,encoding,1,1,1534,1694,160,746.2,437.9,0.0577,397.97,311.4,3.0,hair of the woman at the back,polygon,,0.056133
Encode-Decode_Experiment-13-1,2383555,boat,encoding,1,1,1744,1874,130,1135.5,681.8,0.3682,605.6,484.84,10.0,people sitting in the boat,polygon,,0.347092
Encode-Decode_Experiment-13-1,2383555,boat,encoding,1,1,1924,2368,444,972.1,303.7,0.7257,518.45,215.96,14.0,large cream conical hat,polygon,,0.695881
Encode-Decode_Experiment-13-1,2383555,boat,encoding,1,1,2392,2640,248,1071.5,253.6,0.1848,571.47,180.34,20.0,woman rowing the boat at the back,polygon,,0.177075
Encode-Decode_Experiment-13-1,2383555,boat,encoding,1,1,2682,2944,262,1327.2,360.5,0.1861,707.84,256.36,,,none,,0.181967
Encode-Decode_Experiment-13-1,2383555,boat,encoding,1,1,2996,3186,190,735.8,299.2,0.6627,392.43,212.76,14.0,large cream conical hat,polygon,,0.646466
Encode-Decode_Experiment-13-1,2383555,boat,encoding,1,1,3238,3428,190,153.3,221.4,0.0437,81.76,157.44,,,none,,0.042299
Encode-Decode_Experiment-13-1,2383555,boat,encoding,1,1,3498,3942,444,1410.0,310.7,0.0334,752.0,220.94,,,none,,0.033441
Encode-Decode_Experiment-13-1,2383555,boat,encoding,1,1,4018,4150,132,45.8,277.7,0.2017,24.43,197.48,,,none,,0.207246
Encode-Decode_Experiment-13-1,2383555,boat,encoding,1,1,4166,4308,142,88.2,272.6,0.1306,47.04,193.85,,,none,,0.125208
Encode-Decode_Experiment-13-1,2383555,boat,encoding,1,1,4372,4674,302,785.0,735.7,0.2768,418.67,523.16,17.0,small wooden boat floating on the water,polygon,,0.265647
Encode-Decode_Experiment-13-1,2383555,boat,encoding,1,1,4728,4966,238,1215.4,572.9,0.245,648.21,407.4,20.0,woman rowing the boat at the back,polygon,,0.234921
Encode-Decode_Experiment-13-1,2383555,boat,encoding,1,1,5018,5080,62,939.9,286.3,0.9441,501.28,203.59,14.0,large cream conical hat,polygon,,0.90796
Encode-Decode_Experiment-13-1,2362704,bears,encoding,2,2,5088,5330,242,1000.7,575.6,0.1848,533.71,409.32,27.0,"nose in shiny, black bear.",polygon,,0.187261
Encode-Decode_Experiment-13-1,2362704,bears,encoding,2,2,5372,5722,350,865.2,377.9,0.0408,461.44,268.73,0.0,"two bear heads, one with a black nose and another with a tan snout, near a pumpkin",polygon,,0.041188
Encode-Decode_Experiment-13-1,2362704,bears,encoding,2,2,5764,6066,302,941.5,613.4,0.7751,502.13,436.2,8.0,two bears eating a pumpkin,polygon,,0.787395
Encode-Decode_Experiment-13-1,2362704,bears,encoding,2,2,6254,6546,292,924.8,512.5,0.1341,493.23,364.44,8.0,two bears eating a pumpkin,polygon,,0.128135
Encode-Decode_Experiment-13-1,2362704,bears,encoding,2,2,6592,6916,324,1155.6,386.5,0.0141,616.32,274.84,28.0,bear in eating position,polygon,,0.011773
Encode-Decode_Experiment-13-1,2362704,bears,encoding,2,2,6948,7174,226,912.7,384.5,0.1543,486.77,273.42,4.0,bear in looking at the pumpkin,polygon,,0.154106
Encode-Decode_Experiment-13-1,2362704,bears,encoding,2,2,7196,7636,440,832.2,385.6,0.0239,443.84,274.2,4.0,bear in looking at the pumpkin,polygon,,0.023664
Encode-Decode_Experiment-13-1,2362704,bears,encoding,2,2,7658,7944,286,927.5,351.2,0.1983,494.67,249.74,26.0,"bear with its snout on a pumpkin, indicating it is eating.",polygon,,0.194222
Encode-Decode_Experiment-13-1,2362704,bears,encoding,2,2,7958,8236,278,956.4,363.2,0.2945,510.08,258.28,26.0,"bear with its snout on a pumpkin, indicating it is eating.",polygon,,0.29535
Encode-Decode_Experiment-13-1,2362704,bears,encoding,2,2,8284,8500,216,903.8,580.8,0.3142,482.03,413.01,8.0,two bears eating a pumpkin,polygon,,0.303494
Encode-Decode_Experiment-13-1,2362704,bears,encoding,2,2,8534,8906,372,923.0,351.3,0.1859,492.27,249.81,26.0,"bear with its snout on a pumpkin, indicating it is eating.",polygon,,0.184594
Encode-Decode_Experiment-13-1,2362704,bears,encoding,2,2,8922,9328,406,855.4,372.8,0.0341,456.21,265.1,0.0,"two bear heads, one with a black nose and another with a tan snout, near a pumpkin",polygon,,0.033039
Encode-Decode_Experiment-13-1,2362704,bears,encoding,2,2,9374,9780,406,963.0,602.7,0.6015,513.6,428.59,27.0,"nose in shiny, black bear.",polygon,,0.595854
Encode-Decode_Experiment-13-1,2362704,bears,encoding,2,2,9820,10162,342,929.0,358.2,0.2004,495.47,254.72,26.0,"bear with its snout on a pumpkin, indicating it is eating.",polygon,,0.200959
Encode-Decode_Experiment-13-1,2408717,surfboard,encoding,3,3,10170,10420,250,961.4,553.6,0.0618,512.75,393.67,13.0,"surfboard in lime green, green , and yellow colors.",polygon,,0.059596
Encode-Decode_Experiment-13-1,2408717,surfboard,encoding,3,3,10454,10582,128,890.9,541.9,0.0604,475.15,385.35,6.0,ocean water with waves,polygon,,0.057072
Encode-Decode_Experiment-13-1,2408717,surfboard,encoding,3,3,10612,10768,156,731.1,429.1,0.2539,389.92,305.14,18.0,young surfer holding a lime green surfboard,polygon,,0.230467
Encode-Decode_Experiment-13-1,2408717,surfboard,encoding,3,3,10810,11048,238,355.6,426.4,0.2763,189.65,303.22,14.0,surfer in lady 's shirt,polygon,,0.253152
Encode-Decode_Experiment-13-1,2408717,surfboard,encoding,3,3,11076,11312,236,466.2,492.8,0.2896,248.64,350.44,15.0,"wetsuit in ladies, black and red",proximity,46.59,0.277282
