SubjectID,StimID,CueText,Phase,TrialIndex,TrialID,FixStart_ms,FixEnd_ms,Duration_ms,GazeX,GazeY,Salience,ImgX,ImgY,ObjectID,ObjectName,AssignmentMethod,ProximityDist_px,SalienceAtFixation
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,4,308,304,971.8,525.3,0.074,518.29,373.55,5.0,sidewalk made of concrete tiles,polygon,,0.067063
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,334,688,354,849.4,445.5,0.1796,453.01,316.8,30.0,suitcase being carried by the left person,polygon,,0.175524
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,712,904,192,971.7,389.4,0.5376,518.24,276.91,,,none,,0.518355
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,930,1100,170,1069.6,325.8,0.1228,570.45,231.68,9.0,luggages being carried by two people,polygon,,0.111679
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,1130,1580,450,859.7,385.1,0.1695,458.51,273.85,18.0,red suitcases being carried by two people,polygon,,0.158235
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,1596,1778,182,894.5,406.0,0.2666,477.07,288.71,18.0,red suitcases being carried by two people,polygon,,0.25531
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,1808,2020,212,1053.0,400.6,0.2685,561.6,284.87,16.0,"two people walking with luggage, one carrying a red suitcase on their shoulders",polygon,,0.257896
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,2050,2330,280,863.0,489.7,0.2373,460.27,348.23,23.0,man on the left carrying a red suitcase on his shoulder,polygon,,0.22757
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,2352,2558,206,850.1,430.9,0.1608,453.39,306.42,18.0,red suitcases being carried by two people,polygon,,0.157796
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,2598,2862,264,1094.8,489.1,0.0783,583.89,347.8,27.0,"men walking with luggage, one in red shirt, one in gray shirt",polygon,,0.077098
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,2886,2948,62,1084.7,539.2,0.0535,578.51,383.43,27.0,"men walking with luggage, one in red shirt, one in gray shirt",polygon,,0.051765
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,2982,3144,162,851.7,534.1,0.1822,454.24,379.8,14.0,sweatshirt worn by a person.,polygon,,0.173046
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,3176,3434,258,811.1,379.6,0.1058,432.59,269.94,18.0,red suitcases being carried by two people,polygon,,0.092687
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,3466,3652,186,1067.3,283.0,0.118,569.23,201.24,9.0,luggages being carried by two people,polygon,,0.109888
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,3682,3864,182,1238.5,298.1,0.1927,660.53,211.98,1.0,concrete wall with a sign on it on the right,polygon,,0.184524
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,3904,4098,194,837.4,363.3,0.2517,446.61,258.35,4.0,black bag on the left person's back,polygon,,0.237231
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,4130,4340,210,659.5,414.1,0.3706,351.73,294.47,2.0,metal fence on the left side of the walkway,proximity,39.59,0.356429
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,4368,4590,222,796.3,406.9,0.0634,424.69,289.35,18.0,red suitcases being carried by two people,polygon,,0.05963
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,4610,4722,112,849.9,402.8,0.1358,453.28,286.44,18.0,red suitcases being carried by two people,polygon,,0.131746
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,4776,4986,210,1112.7,292.8,0.0163,593.44,208.21,13.0,"red suitcase with a handle, carried by the right person",polygon,,0.013335
Encode-Decode_Experiment-24-1,2385851,suitcase,encoding,1,1,5008,5072,64,1057.5,294.8,0.1053,564.0,209.64,9.0,luggages being carried by two people,polygon,,0.088063
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,5080,5366,286,939.0,564.6,0.7284,500.8,401.49,26.0,jacket in blue color,polygon,,0.719501
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,5416,5604,188,1265.8,615.0,0.1079,675.09,437.33,5.0,girl's face with brown hair,polygon,,0.101301
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,5666,5826,160,543.7,568.3,0.1665,289.97,404.12,0.0,young boy with blonde hair and blue jacket,polygon,,0.162527
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,5856,5930,74,484.3,459.2,0.1084,258.29,326.54,11.0,nose of a child.,polygon,,0.104951
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,5996,6324,328,1276.0,545.4,0.1977,680.53,387.84,23.0,nose of the girl,polygon,,0.194498
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,6340,6494,154,1240.4,533.5,0.1862,661.55,379.38,23.0,nose of the girl,polygon,,0.176463
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,6520,6696,176,1219.6,467.5,0.4392,650.45,332.44,23.0,nose of the girl,polygon,,0.425282
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,6750,6900,150,528.2,452.9,0.13,281.71,322.06,11.0,nose of a child.,polygon,,0.124236
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,6926,7286,360,540.5,530.6,0.2005,288.27,377.32,0.0,young boy with blonde hair and blue jacket,polygon,,0.195833
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,7346,7616,270,1305.5,632.6,0.1249,696.27,449.85,6.0,mouth in girl's face with a piece of orange food on it.,polygon,,0.119508
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,7642,7846,204,1292.0,553.0,0.1978,689.07,393.24,23.0,nose of the girl,polygon,,0.193026
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,7902,8258,356,523.6,530.0,0.2057,279.25,376.89,20.0,"face in boy's hood, part of a child's attire.",polygon,,0.207221
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,8278,8422,144,505.6,507.9,0.1711,269.65,361.17,20.0,"face in boy's hood, part of a child's attire.",polygon,,0.165075
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,8446,8732,286,474.1,426.5,0.1267,252.85,303.29,11.0,nose of a child.,polygon,,0.125725
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,8758,9128,370,434.1,480.5,0.1191,231.52,341.69,11.0,nose of a child.,polygon,,0.112711
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,9154,9388,234,429.0,411.0,0.2959,228.8,292.27,20.0,"face in boy's hood, part of a child's attire.",polygon,,0.288559
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,9416,9574,158,544.1,478.4,0.1618,290.19,340.2,20.0,"face in boy's hood, part of a child's attire.",polygon,,0.156011
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,9640,9804,164,1232.5,543.7,0.1949,657.33,386.63,5.0,girl's face with brown hair,polygon,,0.190019
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,9830,9970,140,1292.8,601.3,0.1658,689.49,427.59,5.0,girl's face with brown hair,polygon,,0.165646
Encode-Decode_Experiment-24-1,2385550,tangerines,encoding,2,2,9996,10152,156,1296.9,553.2,0.1957,691.68,393.39,23.0,nose of the girl,polygon,,0.191333
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,10160,10480,320,966.5,546.4,0.049,515.47,388.55,26.0,brown and black cat laying head down,polygon,,0.044499
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,10504,10862,358,870.5,588.6,0.1615,464.27,418.56,23.0,striped cat's head,polygon,,0.148749
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,10902,11042,140,1004.4,423.3,0.1349,535.68,301.01,23.0,striped cat's head,polygon,,0.123466
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,11090,11274,184,644.7,615.6,0.1328,343.84,437.76,2.0,blue blanket on desk,polygon,,0.123327
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,11302,11476,174,780.4,582.6,0.1325,416.21,414.29,23.0,striped cat's head,polygon,,0.120371
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,11532,11702,170,1107.9,308.4,0.513,590.88,219.31,,,none,,0.481703
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,11742,11878,136,1263.9,512.3,0.7874,674.08,364.3,6.0,keyboard in black color,polygon,,0.741783
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,11922,12156,234,1439.2,644.9,0.1067,767.57,458.6,28.0,"hand in person's hand, typing on a keyboard.",polygon,,0.102402
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,12186,12390,204,1574.0,680.4,0.0533,839.47,483.84,28.0,"hand in person's hand, typing on a keyboard.",polygon,,0.051588
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,12424,12582,158,1267.7,728.3,0.1332,676.11,517.9,9.0,hand typing on black computer keyboard,polygon,,0.124318
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,12624,12786,162,1300.1,616.3,0.1879,693.39,438.26,12.0,keyboard in black color.,polygon,,0.172394
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,12844,13258,414,1105.8,304.4,0.5053,589.76,216.46,,,none,,0.4744
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,13288,13506,218,1285.2,204.7,0.2737,685.44,145.56,,,none,,0.255347
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,13536,13724,188,1499.9,255.6,0.6931,799.95,181.76,5.0,black speaker on desk,polygon,,0.650944
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,13766,14084,318,1073.0,270.1,0.235,572.27,192.07,,,none,,0.219756
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,14100,14286,186,1095.4,302.7,0.508,584.21,215.25,,,none,,0.484588
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,14304,14364,60,1066.3,291.7,0.359,568.69,207.43,,,none,,0.341374
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,14402,14582,180,691.6,350.0,0.0881,368.85,248.89,26.0,brown and black cat laying head down,polygon,,0.082652
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,14612,14766,154,517.0,306.5,0.1616,275.73,217.96,20.0,cat's head resting on blue blanket,polygon,,0.150981
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,14798,14982,184,405.5,157.0,0.0808,216.27,111.64,20.0,cat's head resting on blue blanket,polygon,,0.075675
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,15022,15134,112,204.3,303.8,0.0325,108.96,216.04,26.0,brown and black cat laying head down,polygon,,0.030443
Encode-Decode_Experiment-24-1,2344622,cat,encoding,3,3,15182,15234,52,745.5,469.4,0.2151,397.6,333.8,23.0,striped cat's head,polygon,,0.199179
Encode-Decode_Experiment-24-1,2383555,boat,encoding,4,4,15242,15490,248,936.6,544.5,0.1791,499.52,387.2,10.0,people sitting in the boat,polygon,,0.169747
Encode-Decode_Experiment-24-1,2383555,boat,encoding,4,4,15518,15692,174,787.9,520.5,0.1191,420.21,370.13,2.0,woman wearing a conical hat holding a child,polygon,,0.113724
Encode-Decode_Experiment-24-1,2383555,boat,encoding,4,4,15734,15908,174,859.7,408.3,0.092,458.51,290.35,6.0,head of the woman wearing a conical hat,polygon,,0.089378
Encode-Decode_Experiment-24-1,2383555,boat,encoding,4,4,15936,16172,236,769.7,505.1,0.1176,410.51,359.18,26.0,toddler sitting in the woman's lap,polygon,,0.111679
Encode-Decode_Experiment-24-1,2383555,boat,encoding,4,4,16220,16430,210,436.1,762.4,0.232,232.59,542.15,,,none,,0.2197
Encode-Decode_Experiment-24-1,2383555,boat,encoding,4,4,16482,16672,190,1028.2,677.2,0.1158,548.37,481.56,1.0,arms wrapped around a toddler,polygon,,0.112024
Encode-Decode_Experiment-24-1,2383555,boat,encoding,4,4,16694,16876,182,1083.0,662.3,0.2465,577.6,470.97,10.0,people sitting in the boat,polygon,,0.229839
Encode-Decode_Experiment-24-1,2383555,boat,encoding,4,4,16934,17204,270,619.9,503.5,0.3328,330.61,358.04,2.0,woman wearing a conical hat holding a child,polygon,,0.317284
Encode-Decode_Experiment-24-1,2383555,boat,encoding,4,4,17234,17380,146,664.3,422.8,0.1865,354.29,300.66,3.0,hair of the woman at the back,polygon,,0.178486
Encode-Decode_Experiment-24-1,2383555,boat,encoding,4,4,17424,17550,126,1049.9,302.4,0.2874,559.95,215.04,20.0,woman rowing the boat at the back,polygon,,0.275072
Encode-Decode_Experiment-24-1,2383555,boat,encoding,4,4,17572,17646,74,1103.1,272.6,0.1938,588.32,193.85,20.0,woman rowing the boat at the back,polygon,,0.185473
Encode-Decode_Experiment-24-1,2383555,boat,encoding,4,4,17680,17922,242,854.1,377.1,0.0677,455.52,268.16,6.0,head of the woman wearing a conical hat,polygon,,0.063294
Encode-Decode_Experiment-24-1,2383555,boat,encoding,4,4,17954,18142,188,679.5,400.8,0.289,362.4,285.01,3.0,hair of the woman at the back,polygon,,0.273712
Encode-Decode_Experiment-24-1,2383555,boat,encoding,4,4,18188,18490,302,1103.4,254.6,0.1716,588.48,181.05,20.0,woman rowing the boat at the back,polygon,,0.163332
Encode-Decode_Experiment-24-1,2383555,boat,encoding,4,4,18552,18862,310,1437.2,571.3,0.2729,766.51,406.26,25.0,wooden posts in the boat,polygon,,0.263572
Encode-Decode_Experiment-24-1,2383555,boat,encoding,4,4,18896,19018,122,1457.4,734.2,0.0955,777.28,522.1,,,none,,0.085436
