SubjectID,StimID,CueText,Phase,TrialIndex,TrialID,FixStart_ms,FixEnd_ms,Duration_ms,GazeX,GazeY,Salience,ImgX,ImgY,ObjectID,ObjectName,AssignmentMethod,ProximityDist_px,SalienceAtFixation
Encode-Decode_Experiment-28-1,2356125,airport,encoding,1,1,4,318,314,964.0,559.2,0.2138,514.13,397.65,6.0,black uniform worn by woman near conveyor belt,polygon,,0.209725
Encode-Decode_Experiment-28-1,2356125,airport,encoding,1,1,344,562,218,1073.9,529.5,0.2554,572.75,376.53,6.0,black uniform worn by woman near conveyor belt,polygon,,0.25614
Encode-Decode_Experiment-28-1,2356125,airport,encoding,1,1,594,772,178,1151.2,612.6,0.218,613.97,435.63,29.0,"door in plastic covering, part of the conveyor belt system.",polygon,,0.216238
Encode-Decode_Experiment-28-1,2356125,airport,encoding,1,1,928,1030,102,1090.0,600.6,0.137,581.33,427.09,29.0,"door in plastic covering, part of the conveyor belt system.",polygon,,0.136628
Encode-Decode_Experiment-28-1,2356125,airport,encoding,1,1,1056,1240,184,1211.1,668.3,0.2671,645.92,475.24,4.0,multicolored striped luggage on conveyor belt,polygon,,0.265543
Encode-Decode_Experiment-28-1,2356125,airport,encoding,1,1,1254,1446,192,1204.0,697.8,0.226,642.13,496.21,4.0,multicolored striped luggage on conveyor belt,polygon,,0.218039
Encode-Decode_Experiment-28-1,2356125,airport,encoding,1,1,1468,1678,210,1125.9,723.7,0.2441,600.48,514.63,4.0,multicolored striped luggage on conveyor belt,polygon,,0.23569
Encode-Decode_Experiment-28-1,2356125,airport,encoding,1,1,1698,1876,178,1097.4,749.1,0.2871,585.28,532.69,4.0,multicolored striped luggage on conveyor belt,polygon,,0.281722
Encode-Decode_Experiment-28-1,2356125,airport,encoding,1,1,1894,2096,202,1164.5,755.9,0.2416,621.07,537.53,4.0,multicolored striped luggage on conveyor belt,polygon,,0.236533
Encode-Decode_Experiment-28-1,2356125,airport,encoding,1,1,2110,2250,140,1138.9,711.7,0.2226,607.41,506.1,4.0,multicolored striped luggage on conveyor belt,polygon,,0.216586
Encode-Decode_Experiment-28-1,2356125,airport,encoding,1,1,2304,2732,428,461.2,718.1,0.272,245.97,510.65,24.0,blue checked bag on conveyor belt,polygon,,0.268613
Encode-Decode_Experiment-28-1,2356125,airport,encoding,1,1,2764,2958,194,184.3,699.0,0.1525,98.29,497.07,21.0,"bag in black, checked , blue color",polygon,,0.150573
Encode-Decode_Experiment-28-1,2356125,airport,encoding,1,1,2978,3174,196,111.2,692.1,0.2438,59.31,492.16,21.0,"bag in black, checked , blue color",polygon,,0.236742
Encode-Decode_Experiment-28-1,2356125,airport,encoding,1,1,3210,3344,134,252.5,518.8,0.1725,134.67,368.92,3.0,jacket worn by a man.,polygon,,0.169972
Encode-Decode_Experiment-28-1,2356125,airport,encoding,1,1,3368,3494,126,305.6,439.4,0.7307,162.99,312.46,15.0,woman in uniform standing near conveyor belt,polygon,,0.705411
Encode-Decode_Experiment-28-1,2356125,airport,encoding,1,1,3528,3972,444,570.4,443.2,0.339,304.21,315.16,0.0,"man in uniform with hat and tie, standing near the conveyor belt",polygon,,0.327066
Encode-Decode_Experiment-28-1,2356125,airport,encoding,1,1,4006,4298,292,318.4,436.6,0.7395,169.81,310.47,15.0,woman in uniform standing near conveyor belt,polygon,,0.723659
Encode-Decode_Experiment-28-1,2356125,airport,encoding,1,1,4478,4820,342,576.7,427.9,0.4266,307.57,304.28,0.0,"man in uniform with hat and tie, standing near the conveyor belt",polygon,,0.42605
Encode-Decode_Experiment-28-1,2356125,airport,encoding,1,1,4870,5028,158,1079.4,449.0,0.4352,575.68,319.29,17.0,woman in uniform interacting with luggage,polygon,,0.422025
Encode-Decode_Experiment-28-1,2356125,airport,encoding,1,1,5040,5076,36,1099.7,467.3,0.5741,586.51,332.3,17.0,woman in uniform interacting with luggage,polygon,,0.570409
Encode-Decode_Experiment-28-1,2397102,cake,encoding,2,2,5084,5380,296,990.5,557.2,0.032,528.27,396.23,11.0,couple smiling and celebrating together.,polygon,,0.03075
Encode-Decode_Experiment-28-1,2397102,cake,encoding,2,2,5538,5754,216,690.3,232.2,0.0552,368.16,165.12,18.0,"woman in a pink dress, smiling and cutting the cake with a man.",polygon,,0.053681
Encode-Decode_Experiment-28-1,2397102,cake,encoding,2,2,5768,5892,124,662.5,250.5,0.051,353.33,178.13,18.0,"woman in a pink dress, smiling and cutting the cake with a man.",polygon,,0.049838
Encode-Decode_Experiment-28-1,2397102,cake,encoding,2,2,5958,6090,132,901.6,900.1,0.0648,480.85,640.07,14.0,hand of the woman holding the knife.,polygon,,0.064351
Encode-Decode_Experiment-28-1,2397102,cake,encoding,2,2,6112,6242,130,1004.2,912.8,0.1872,535.57,649.1,29.0,"decorative cake being cut, frosted with sprinkles and candles.",proximity,46.74,0.185569
Encode-Decode_Experiment-28-1,2397102,cake,encoding,2,2,6300,6622,322,1201.7,419.5,0.2939,640.91,298.31,24.0,beer bottle held by the man in his right hand.,polygon,,0.286699
Encode-Decode_Experiment-28-1,2397102,cake,encoding,2,2,6646,6876,230,1211.5,483.0,0.3019,646.13,343.47,24.0,beer bottle held by the man in his right hand.,polygon,,0.290435
